partner_name,team,partnership,winner,loser
DA Warner- S Dhawan,team_Sunrisers Hyderabad,63,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DA Warner- MC Henriques,team_Sunrisers Hyderabad,34,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DA Warner- Yuvraj Singh,team_Sunrisers Hyderabad,28,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
DJ Hooda- Yuvraj Singh,team_Sunrisers Hyderabad,22,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
BCJ Cutting- Yuvraj Singh,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
BCJ Cutting- NV Ojha,team_Sunrisers Hyderabad,10,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
BCJ Cutting- Bipul Sharma,team_Sunrisers Hyderabad,16,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
B Kumar- BCJ Cutting,team_Sunrisers Hyderabad,34,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
CH Gayle- V Kohli,team_Royal Challengers Bangalore,148,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,26,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
AB de Villiers- KL Rahul,team_Royal Challengers Bangalore,8,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
KL Rahul- SR Watson,team_Royal Challengers Bangalore,12,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
SR Watson- Sachin Baby,team_Royal Challengers Bangalore,4,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
STR Binny- Sachin Baby,team_Royal Challengers Bangalore,16,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
CJ Jordan- Sachin Baby,team_Royal Challengers Bangalore,14,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
Iqbal Abdulla- Sachin Baby,team_Royal Challengers Bangalore,6,winner_Sunrisers Hyderabad,loser_Royal Challengers Bangalore
BB McCullum- ER Dwivedi,team_Gujarat Lions,13,winner_Sunrisers Hyderabad,loser_Gujarat Lions
BB McCullum- SK Raina,team_Gujarat Lions,12,winner_Sunrisers Hyderabad,loser_Gujarat Lions
BB McCullum- KD Karthik,team_Gujarat Lions,44,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- BB McCullum,team_Gujarat Lions,18,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- DR Smith,team_Gujarat Lions,2,winner_Sunrisers Hyderabad,loser_Gujarat Lions
AJ Finch- RA Jadeja,team_Gujarat Lions,51,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DJ Bravo- RA Jadeja,team_Gujarat Lions,24,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DS Kulkarni- RA Jadeja,team_Gujarat Lions,4,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- S Dhawan,team_Sunrisers Hyderabad,10,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- MC Henriques,team_Sunrisers Hyderabad,27,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- Yuvraj Singh,team_Sunrisers Hyderabad,28,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- DJ Hooda,team_Sunrisers Hyderabad,14,winner_Sunrisers Hyderabad,loser_Gujarat Lions
BCJ Cutting- DA Warner,team_Sunrisers Hyderabad,9,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- NV Ojha,team_Sunrisers Hyderabad,33,winner_Sunrisers Hyderabad,loser_Gujarat Lions
Bipul Sharma- DA Warner,team_Sunrisers Hyderabad,46,winner_Sunrisers Hyderabad,loser_Gujarat Lions
DA Warner- S Dhawan,team_Sunrisers Hyderabad,58,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
DA Warner- MC Henriques,team_Sunrisers Hyderabad,59,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
DA Warner- Yuvraj Singh,team_Sunrisers Hyderabad,0,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
DJ Hooda- Yuvraj Singh,team_Sunrisers Hyderabad,49,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
BCJ Cutting- Yuvraj Singh,team_Sunrisers Hyderabad,4,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
NV Ojha- Yuvraj Singh,team_Sunrisers Hyderabad,21,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
B Kumar- NV Ojha,team_Sunrisers Hyderabad,2,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
B Kumar- Bipul Sharma,team_Sunrisers Hyderabad,14,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
BB Sran- Bipul Sharma,team_Sunrisers Hyderabad,1,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,16,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
C Munro- G Gambhir,team_Kolkata Knight Riders,38,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
G Gambhir- MK Pandey,team_Kolkata Knight Riders,10,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
MK Pandey- YK Pathan,team_Kolkata Knight Riders,6,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
MK Pandey- SA Yadav,team_Kolkata Knight Riders,46,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
MK Pandey- R Sathish,team_Kolkata Knight Riders,10,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
JO Holder- R Sathish,team_Kolkata Knight Riders,14,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
JO Holder- SP Narine,team_Kolkata Knight Riders,1,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
M Morkel- SP Narine,team_Kolkata Knight Riders,0,winner_Sunrisers Hyderabad,loser_Kolkata Knight Riders
AJ Finch- BB McCullum,team_Gujarat Lions,2,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AJ Finch- SK Raina,team_Gujarat Lions,4,winner_Royal Challengers Bangalore,loser_Gujarat Lions
KD Karthik- SK Raina,team_Gujarat Lions,3,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DR Smith- KD Karthik,team_Gujarat Lions,85,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DR Smith- RA Jadeja,team_Gujarat Lions,13,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DJ Bravo- DR Smith,team_Gujarat Lions,8,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DJ Bravo- ER Dwivedi,team_Gujarat Lions,30,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DJ Bravo- P Kumar,team_Gujarat Lions,0,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DS Kulkarni- P Kumar,team_Gujarat Lions,11,winner_Royal Challengers Bangalore,loser_Gujarat Lions
DS Kulkarni- SB Jakati,team_Gujarat Lions,2,winner_Royal Challengers Bangalore,loser_Gujarat Lions
CH Gayle- V Kohli,team_Royal Challengers Bangalore,14,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- CH Gayle,team_Royal Challengers Bangalore,13,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- KL Rahul,team_Royal Challengers Bangalore,0,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- SR Watson,team_Royal Challengers Bangalore,3,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- Sachin Baby,team_Royal Challengers Bangalore,1,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- STR Binny,team_Royal Challengers Bangalore,39,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- Iqbal Abdulla,team_Royal Challengers Bangalore,91,winner_Royal Challengers Bangalore,loser_Gujarat Lions
Q de Kock- RR Pant,team_Delhi Daredevils,102,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
KK Nair- Q de Kock,team_Delhi Daredevils,31,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
Q de Kock- SV Samson,team_Delhi Daredevils,29,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
Q de Kock- SW Billings,team_Delhi Daredevils,10,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
P Negi- Q de Kock,team_Delhi Daredevils,15,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CR Brathwaite- Q de Kock,team_Delhi Daredevils,2,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Morris- Q de Kock,team_Delhi Daredevils,9,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Morris- J Yadav,team_Delhi Daredevils,31,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
CH Gayle- V Kohli,team_Royal Challengers Bangalore,36,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,12,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
KL Rahul- V Kohli,team_Royal Challengers Bangalore,66,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
SR Watson- V Kohli,team_Royal Challengers Bangalore,28,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
STR Binny- V Kohli,team_Royal Challengers Bangalore,28,winner_Royal Challengers Bangalore,loser_Delhi Daredevils
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,61,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
C Munro- G Gambhir,team_Kolkata Knight Riders,15,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
G Gambhir- MK Pandey,team_Kolkata Knight Riders,9,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
MK Pandey- YK Pathan,team_Kolkata Knight Riders,87,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
JO Holder- YK Pathan,team_Kolkata Knight Riders,9,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
Shakib Al Hasan- YK Pathan,team_Kolkata Knight Riders,11,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
SA Yadav- YK Pathan,team_Kolkata Knight Riders,7,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
DA Warner- S Dhawan,team_Sunrisers Hyderabad,35,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
NV Ojha- S Dhawan,team_Sunrisers Hyderabad,58,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
NV Ojha- Yuvraj Singh,team_Sunrisers Hyderabad,6,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
KS Williamson- Yuvraj Singh,team_Sunrisers Hyderabad,18,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
DJ Hooda- KS Williamson,team_Sunrisers Hyderabad,5,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
KS Williamson- MC Henriques,team_Sunrisers Hyderabad,2,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
KV Sharma- MC Henriques,team_Sunrisers Hyderabad,19,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
B Kumar- KV Sharma,team_Sunrisers Hyderabad,8,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
BB Sran- KV Sharma,team_Sunrisers Hyderabad,5,winner_Kolkata Knight Riders,loser_Sunrisers Hyderabad
MJ Guptill- RG Sharma,team_Mumbai Indians,38,winner_Gujarat Lions,loser_Mumbai Indians
MJ Guptill- N Rana,team_Mumbai Indians,8,winner_Gujarat Lions,loser_Mumbai Indians
KH Pandya- N Rana,team_Mumbai Indians,4,winner_Gujarat Lions,loser_Mumbai Indians
JC Buttler- N Rana,team_Mumbai Indians,75,winner_Gujarat Lions,loser_Mumbai Indians
KA Pollard- N Rana,team_Mumbai Indians,33,winner_Gujarat Lions,loser_Mumbai Indians
HH Pandya- KA Pollard,team_Mumbai Indians,7,winner_Gujarat Lions,loser_Mumbai Indians
HH Pandya- Harbhajan Singh,team_Mumbai Indians,6,winner_Gujarat Lions,loser_Mumbai Indians
HH Pandya- R Vinay Kumar,team_Mumbai Indians,6,winner_Gujarat Lions,loser_Mumbai Indians
AJ Finch- BB McCullum,team_Gujarat Lions,6,winner_Gujarat Lions,loser_Mumbai Indians
BB McCullum- SK Raina,team_Gujarat Lions,96,winner_Gujarat Lions,loser_Mumbai Indians
KD Karthik- SK Raina,team_Gujarat Lions,15,winner_Gujarat Lions,loser_Mumbai Indians
DR Smith- SK Raina,team_Gujarat Lions,11,winner_Gujarat Lions,loser_Mumbai Indians
DR Smith- RA Jadeja,team_Gujarat Lions,51,winner_Gujarat Lions,loser_Mumbai Indians
HM Amla- M Vijay,team_Kings XI Punjab,111,winner_Rising Pune Supergiants,loser_Kings XI Punjab
M Vijay- WP Saha,team_Kings XI Punjab,5,winner_Rising Pune Supergiants,loser_Kings XI Punjab
Gurkeerat Singh- M Vijay,team_Kings XI Punjab,58,winner_Rising Pune Supergiants,loser_Kings XI Punjab
DA Miller- Gurkeerat Singh,team_Kings XI Punjab,27,winner_Rising Pune Supergiants,loser_Kings XI Punjab
DA Miller- F Behardien,team_Kings XI Punjab,4,winner_Rising Pune Supergiants,loser_Kings XI Punjab
AR Patel- F Behardien,team_Kings XI Punjab,6,winner_Rising Pune Supergiants,loser_Kings XI Punjab
AR Patel- R Dhawan,team_Kings XI Punjab,0,winner_Rising Pune Supergiants,loser_Kings XI Punjab
KJ Abbott- R Dhawan,team_Kings XI Punjab,12,winner_Rising Pune Supergiants,loser_Kings XI Punjab
AM Rahane- UT Khawaja,team_Rising Pune Supergiants,47,winner_Rising Pune Supergiants,loser_Kings XI Punjab
GJ Bailey- UT Khawaja,team_Rising Pune Supergiants,12,winner_Rising Pune Supergiants,loser_Kings XI Punjab
SS Tiwary- UT Khawaja,team_Rising Pune Supergiants,31,winner_Rising Pune Supergiants,loser_Kings XI Punjab
MS Dhoni- UT Khawaja,team_Rising Pune Supergiants,2,winner_Rising Pune Supergiants,loser_Kings XI Punjab
IK Pathan- MS Dhoni,team_Rising Pune Supergiants,6,winner_Rising Pune Supergiants,loser_Kings XI Punjab
MS Dhoni- NLTC Perera,team_Rising Pune Supergiants,58,winner_Rising Pune Supergiants,loser_Kings XI Punjab
MS Dhoni- R Ashwin,team_Rising Pune Supergiants,29,winner_Rising Pune Supergiants,loser_Kings XI Punjab
DA Warner- S Dhawan,team_Sunrisers Hyderabad,75,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
DA Warner- DJ Hooda,team_Sunrisers Hyderabad,2,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
DA Warner- Yuvraj Singh,team_Sunrisers Hyderabad,18,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
DA Warner- MC Henriques,team_Sunrisers Hyderabad,39,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
DA Warner- EJG Morgan,team_Sunrisers Hyderabad,12,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
EJG Morgan- NV Ojha,team_Sunrisers Hyderabad,15,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
B Kumar- NV Ojha,team_Sunrisers Hyderabad,26,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
Q de Kock- RR Pant,team_Delhi Daredevils,35,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KK Nair- RR Pant,team_Delhi Daredevils,73,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
JP Duminy- KK Nair,team_Delhi Daredevils,35,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
CR Brathwaite- KK Nair,team_Delhi Daredevils,26,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
KK Nair- SV Samson,team_Delhi Daredevils,18,winner_Delhi Daredevils,loser_Sunrisers Hyderabad
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,41,winner_Gujarat Lions,loser_Kolkata Knight Riders
MK Pandey- RV Uthappa,team_Kolkata Knight Riders,11,winner_Gujarat Lions,loser_Kolkata Knight Riders
PP Chawla- RV Uthappa,team_Kolkata Knight Riders,10,winner_Gujarat Lions,loser_Kolkata Knight Riders
PP Chawla- YK Pathan,team_Kolkata Knight Riders,11,winner_Gujarat Lions,loser_Kolkata Knight Riders
Shakib Al Hasan- YK Pathan,team_Kolkata Knight Riders,6,winner_Gujarat Lions,loser_Kolkata Knight Riders
SA Yadav- YK Pathan,team_Kolkata Knight Riders,41,winner_Gujarat Lions,loser_Kolkata Knight Riders
JO Holder- YK Pathan,team_Kolkata Knight Riders,18,winner_Gujarat Lions,loser_Kolkata Knight Riders
JO Holder- SP Narine,team_Kolkata Knight Riders,2,winner_Gujarat Lions,loser_Kolkata Knight Riders
M Morkel- SP Narine,team_Kolkata Knight Riders,2,winner_Gujarat Lions,loser_Kolkata Knight Riders
BB McCullum- DR Smith,team_Gujarat Lions,2,winner_Gujarat Lions,loser_Kolkata Knight Riders
BB McCullum- SK Raina,team_Gujarat Lions,18,winner_Gujarat Lions,loser_Kolkata Knight Riders
KD Karthik- SK Raina,team_Gujarat Lions,20,winner_Gujarat Lions,loser_Kolkata Knight Riders
AJ Finch- SK Raina,team_Gujarat Lions,59,winner_Gujarat Lions,loser_Kolkata Knight Riders
RA Jadeja- SK Raina,team_Gujarat Lions,28,winner_Gujarat Lions,loser_Kolkata Knight Riders
CH Gayle- V Kohli,team_Royal Challengers Bangalore,175,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,7,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
KL Rahul- V Kohli,team_Royal Challengers Bangalore,45,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
KL Rahul- SR Watson,team_Royal Challengers Bangalore,12,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
HM Amla- M Vijay,team_Kings XI Punjab,29,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
HM Amla- WP Saha,team_Kings XI Punjab,26,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
DA Miller- HM Amla,team_Kings XI Punjab,10,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
DA Miller- Gurkeerat Singh,team_Kings XI Punjab,1,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
AR Patel- Gurkeerat Singh,team_Kings XI Punjab,23,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
F Behardien- Gurkeerat Singh,team_Kings XI Punjab,2,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
Gurkeerat Singh- KJ Abbott,team_Kings XI Punjab,1,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
Gurkeerat Singh- MM Sharma,team_Kings XI Punjab,16,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
KC Cariappa- MM Sharma,team_Kings XI Punjab,9,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
KC Cariappa- Sandeep Sharma,team_Kings XI Punjab,15,winner_Royal Challengers Bangalore,loser_Kings XI Punjab
Q de Kock- SS Iyer,team_Delhi Daredevils,19,winner_Rising Pune Supergiants,loser_Delhi Daredevils
KK Nair- SS Iyer,team_Delhi Daredevils,21,winner_Rising Pune Supergiants,loser_Delhi Daredevils
KK Nair- SV Samson,team_Delhi Daredevils,24,winner_Rising Pune Supergiants,loser_Delhi Daredevils
KK Nair- RR Pant,team_Delhi Daredevils,13,winner_Rising Pune Supergiants,loser_Delhi Daredevils
JP Duminy- KK Nair,team_Delhi Daredevils,8,winner_Rising Pune Supergiants,loser_Delhi Daredevils
CH Morris- JP Duminy,team_Delhi Daredevils,23,winner_Rising Pune Supergiants,loser_Delhi Daredevils
CH Morris- NM Coulter-Nile,team_Delhi Daredevils,28,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane- UT Khawaja,team_Rising Pune Supergiants,59,winner_Rising Pune Supergiants,loser_Delhi Daredevils
AM Rahane- GJ Bailey,team_Rising Pune Supergiants,45,winner_Rising Pune Supergiants,loser_Delhi Daredevils
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,59,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
G Gambhir- MK Pandey,team_Kolkata Knight Riders,76,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
MK Pandey- YK Pathan,team_Kolkata Knight Riders,23,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
AD Russell- YK Pathan,team_Kolkata Knight Riders,5,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
AD Russell- SA Yadav,team_Kolkata Knight Riders,7,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
AD Russell- Shakib Al Hasan,team_Kolkata Knight Riders,58,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
CH Gayle- V Kohli,team_Royal Challengers Bangalore,129,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,115,winner_Royal Challengers Bangalore,loser_Kolkata Knight Riders
MJ Guptill- RG Sharma,team_Mumbai Indians,161,winner_Mumbai Indians,loser_Delhi Daredevils
KH Pandya- MJ Guptill,team_Mumbai Indians,98,winner_Mumbai Indians,loser_Delhi Daredevils
KA Pollard- KH Pandya,team_Mumbai Indians,29,winner_Mumbai Indians,loser_Delhi Daredevils
JC Buttler- KA Pollard,team_Mumbai Indians,1,winner_Mumbai Indians,loser_Delhi Daredevils
AT Rayudu- JC Buttler,team_Mumbai Indians,32,winner_Mumbai Indians,loser_Delhi Daredevils
MA Agarwal- Q de Kock,team_Delhi Daredevils,43,winner_Mumbai Indians,loser_Delhi Daredevils
KK Nair- Q de Kock,team_Delhi Daredevils,35,winner_Mumbai Indians,loser_Delhi Daredevils
Q de Kock- SV Samson,team_Delhi Daredevils,14,winner_Mumbai Indians,loser_Delhi Daredevils
Q de Kock- RR Pant,team_Delhi Daredevils,11,winner_Mumbai Indians,loser_Delhi Daredevils
JP Duminy- RR Pant,team_Delhi Daredevils,25,winner_Mumbai Indians,loser_Delhi Daredevils
CH Morris- RR Pant,team_Delhi Daredevils,0,winner_Mumbai Indians,loser_Delhi Daredevils
A Mishra- CH Morris,team_Delhi Daredevils,13,winner_Mumbai Indians,loser_Delhi Daredevils
CH Morris- S Nadeem,team_Delhi Daredevils,9,winner_Mumbai Indians,loser_Delhi Daredevils
Imran Tahir- S Nadeem,team_Delhi Daredevils,5,winner_Mumbai Indians,loser_Delhi Daredevils
S Nadeem- Z Khan,team_Delhi Daredevils,3,winner_Mumbai Indians,loser_Delhi Daredevils
HM Amla- M Vijay,team_Kings XI Punjab,36,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
HM Amla- WP Saha,team_Kings XI Punjab,54,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
Gurkeerat Singh- HM Amla,team_Kings XI Punjab,65,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
DA Miller- HM Amla,team_Kings XI Punjab,21,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
DA Miller- GJ Maxwell,team_Kings XI Punjab,6,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
DA Warner- S Dhawan,team_Sunrisers Hyderabad,74,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
DA Warner- DJ Hooda,team_Sunrisers Hyderabad,29,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
DJ Hooda- Yuvraj Singh,team_Sunrisers Hyderabad,42,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
BCJ Cutting- Yuvraj Singh,team_Sunrisers Hyderabad,41,winner_Sunrisers Hyderabad,loser_Kings XI Punjab
AM Rahane- UT Khawaja,team_Rising Pune Supergiants,60,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
GJ Bailey- UT Khawaja,team_Rising Pune Supergiants,7,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
GJ Bailey- SS Tiwary,team_Rising Pune Supergiants,41,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
GJ Bailey- IK Pathan,team_Rising Pune Supergiants,7,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
IK Pathan- MS Dhoni,team_Rising Pune Supergiants,13,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
MS Dhoni- NLTC Perera,team_Rising Pune Supergiants,15,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
MS Dhoni- R Ashwin,team_Rising Pune Supergiants,1,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
G Gambhir- RV Uthappa,team_Kolkata Knight Riders,6,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
G Gambhir- MK Pandey,team_Kolkata Knight Riders,3,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
MK Pandey- YK Pathan,team_Kolkata Knight Riders,58,winner_Kolkata Knight Riders,loser_Rising Pune Supergiants
CH Gayle- V Kohli,team_Royal Challengers Bangalore,77,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- V Kohli,team_Royal Challengers Bangalore,229,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AB de Villiers- SR Watson,team_Royal Challengers Bangalore,0,winner_Royal Challengers Bangalore,loser_Gujarat Lions
BB McCullum- DR Smith,team_Gujarat Lions,9,winner_Royal Challengers Bangalore,loser_Gujarat Lions
BB McCullum- RA Jadeja,team_Gujarat Lions,28,winner_Royal Challengers Bangalore,loser_Gujarat Lions
KD Karthik- RA Jadeja,team_Gujarat Lions,7,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AJ Finch- RA Jadeja,team_Gujarat Lions,0,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AJ Finch- DJ Bravo,team_Gujarat Lions,3,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AD Nath- AJ Finch,team_Gujarat Lions,21,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AJ Finch- P Kumar,team_Gujarat Lions,1,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AJ Finch- DS Kulkarni,team_Gujarat Lions,5,winner_Royal Challengers Bangalore,loser_Gujarat Lions
AJ Finch- PV Tambe,team_Gujarat Lions,30,winner_Royal Challengers Bangalore,loser_Gujarat Lions
PV Tambe- S Kaushik,team_Gujarat Lions,0,winner_Royal Challengers Bangalore,loser_Gujarat Lions
RG Sharma- UBT Chand,team_Mumbai Indians,7,winner_Kings XI Punjab,loser_Mumbai Indians
AT Rayudu- RG Sharma,team_Mumbai Indians,1,winner_Kings XI Punjab,loser_Mumbai Indians
N Rana- RG Sharma,team_Mumbai Indians,28,winner_Kings XI Punjab,loser_Mumbai Indians
JC Buttler- N Rana,team_Mumbai Indians,11,winner_Kings XI Punjab,loser_Mumbai Indians
JC Buttler- KA Pollard,team_Mumbai Indians,14,winner_Kings XI Punjab,loser_Mumbai Indians
KA Pollard- KH Pandya,team_Mumbai Indians,42,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- KA Pollard,team_Mumbai Indians,0,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- TG Southee,team_Mumbai Indians,1,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- MJ McClenaghan,team_Mumbai Indians,10,winner_Kings XI Punjab,loser_Mumbai Indians
Harbhajan Singh- JJ Bumrah,team_Mumbai Indians,10,winner_Kings XI Punjab,loser_Mumbai Indians
HM Amla- M Vijay,team_Kings XI Punjab,11,winner_Kings XI Punjab,loser_Mumbai Indians
M Vijay- WP Saha,team_Kings XI Punjab,116,winner_Kings XI Punjab,loser_Mumbai Indians
GJ Maxwell- M Vijay,team_Kings XI Punjab,1,winner_Kings XI Punjab,loser_Mumbai Indians
Gurkeerat Singh- M Vijay,team_Kings XI Punjab,9,winner_Kings XI Punjab,loser_Mumbai Indians
