partner_name,team,partnership,winner,loser
JDP Oram- MS Dhoni,team_Chennai Super Kings,12,winner_Mumbai Indians,loser_Chennai Super Kings
MS Dhoni- S Badrinath,team_Chennai Super Kings,8,winner_Mumbai Indians,loser_Chennai Super Kings
Joginder Sharma- MS Dhoni,team_Chennai Super Kings,35,winner_Mumbai Indians,loser_Chennai Super Kings
Joginder Sharma- T Thushara,team_Chennai Super Kings,2,winner_Mumbai Indians,loser_Chennai Super Kings
PA Patel- S Vidyut,team_Chennai Super Kings,41,winner_Rajasthan Royals,loser_Chennai Super Kings
PA Patel- SK Raina,team_Chennai Super Kings,25,winner_Rajasthan Royals,loser_Chennai Super Kings
JA Morkel- SK Raina,team_Chennai Super Kings,31,winner_Rajasthan Royals,loser_Chennai Super Kings
MS Dhoni- SK Raina,team_Chennai Super Kings,33,winner_Rajasthan Royals,loser_Chennai Super Kings
CK Kapugedera- MS Dhoni,team_Chennai Super Kings,20,winner_Rajasthan Royals,loser_Chennai Super Kings
MS Dhoni- S Badrinath,team_Chennai Super Kings,15,winner_Rajasthan Royals,loser_Chennai Super Kings
NK Patel- SA Asnodkar,team_Rajasthan Royals,34,winner_Rajasthan Royals,loser_Chennai Super Kings
Kamran Akmal- SA Asnodkar,team_Rajasthan Royals,22,winner_Rajasthan Royals,loser_Chennai Super Kings
Kamran Akmal- SR Watson,team_Rajasthan Royals,1,winner_Rajasthan Royals,loser_Chennai Super Kings
SR Watson- YK Pathan,team_Rajasthan Royals,65,winner_Rajasthan Royals,loser_Chennai Super Kings
M Kaif- YK Pathan,team_Rajasthan Royals,32,winner_Rajasthan Royals,loser_Chennai Super Kings
RA Jadeja- YK Pathan,team_Rajasthan Royals,0,winner_Rajasthan Royals,loser_Chennai Super Kings
SK Warne- YK Pathan,team_Rajasthan Royals,4,winner_Rajasthan Royals,loser_Chennai Super Kings
SK Warne- Sohail Tanvir,team_Rajasthan Royals,21,winner_Rajasthan Royals,loser_Chennai Super Kings
JR Hopes- SE Marsh,team_Kings XI Punjab,29,winner_Chennai Super Kings,loser_Kings XI Punjab
KC Sangakkara- SE Marsh,team_Kings XI Punjab,3,winner_Chennai Super Kings,loser_Kings XI Punjab
SE Marsh- Yuvraj Singh,team_Kings XI Punjab,17,winner_Chennai Super Kings,loser_Kings XI Punjab
DPMD Jayawardene- SE Marsh,team_Kings XI Punjab,6,winner_Chennai Super Kings,loser_Kings XI Punjab
DPMD Jayawardene- IK Pathan,team_Kings XI Punjab,6,winner_Chennai Super Kings,loser_Kings XI Punjab
DPMD Jayawardene- WA Mota,team_Kings XI Punjab,5,winner_Chennai Super Kings,loser_Kings XI Punjab
PP Chawla- WA Mota,team_Kings XI Punjab,18,winner_Chennai Super Kings,loser_Kings XI Punjab
RR Powar- WA Mota,team_Kings XI Punjab,35,winner_Chennai Super Kings,loser_Kings XI Punjab
RR Powar- S Sreesanth,team_Kings XI Punjab,14,winner_Chennai Super Kings,loser_Kings XI Punjab
PA Patel- S Vidyut,team_Chennai Super Kings,28,winner_Chennai Super Kings,loser_Kings XI Punjab
PA Patel- SK Raina,team_Chennai Super Kings,102,winner_Chennai Super Kings,loser_Kings XI Punjab
GC Smith- SA Asnodkar,team_Rajasthan Royals,167,winner_Rajasthan Royals,loser_Delhi Daredevils
SA Asnodkar- Sohail Tanvir,team_Rajasthan Royals,0,winner_Rajasthan Royals,loser_Delhi Daredevils
SR Watson- Sohail Tanvir,team_Rajasthan Royals,11,winner_Rajasthan Royals,loser_Delhi Daredevils
M Kaif- SR Watson,team_Rajasthan Royals,52,winner_Rajasthan Royals,loser_Delhi Daredevils
SR Watson- YK Pathan,team_Rajasthan Royals,27,winner_Rajasthan Royals,loser_Delhi Daredevils
RA Jadeja- YK Pathan,team_Rajasthan Royals,16,winner_Rajasthan Royals,loser_Delhi Daredevils
SK Warne- YK Pathan,team_Rajasthan Royals,1,winner_Rajasthan Royals,loser_Delhi Daredevils
M Rawat- YK Pathan,team_Rajasthan Royals,18,winner_Rajasthan Royals,loser_Delhi Daredevils
MM Patel- YK Pathan,team_Rajasthan Royals,1,winner_Rajasthan Royals,loser_Delhi Daredevils
MM Patel- SK Trivedi,team_Rajasthan Royals,1,winner_Rajasthan Royals,loser_Delhi Daredevils
G Gambhir- V Sehwag,team_Delhi Daredevils,11,winner_Rajasthan Royals,loser_Delhi Daredevils
G Gambhir- S Dhawan,team_Delhi Daredevils,13,winner_Rajasthan Royals,loser_Delhi Daredevils
MK Tiwary- S Dhawan,team_Delhi Daredevils,1,winner_Rajasthan Royals,loser_Delhi Daredevils
MK Tiwary- TM Dilshan,team_Delhi Daredevils,4,winner_Rajasthan Royals,loser_Delhi Daredevils
KD Karthik- TM Dilshan,team_Delhi Daredevils,27,winner_Rajasthan Royals,loser_Delhi Daredevils
MF Maharoof- TM Dilshan,team_Delhi Daredevils,20,winner_Rajasthan Royals,loser_Delhi Daredevils
A Mishra- TM Dilshan,team_Delhi Daredevils,1,winner_Rajasthan Royals,loser_Delhi Daredevils
A Mishra- VY Mahesh,team_Delhi Daredevils,1,winner_Rajasthan Royals,loser_Delhi Daredevils
Mohammad Asif- VY Mahesh,team_Delhi Daredevils,5,winner_Rajasthan Royals,loser_Delhi Daredevils
GD McGrath- Mohammad Asif,team_Delhi Daredevils,5,winner_Rajasthan Royals,loser_Delhi Daredevils
AC Gilchrist- HH Gibbs,team_Deccan Chargers,16,winner_Chennai Super Kings,loser_Deccan Chargers
AC Gilchrist- SB Styris,team_Deccan Chargers,4,winner_Chennai Super Kings,loser_Deccan Chargers
SB Styris- Y Venugopal Rao,team_Deccan Chargers,42,winner_Chennai Super Kings,loser_Deccan Chargers
DB Ravi Teja- Y Venugopal Rao,team_Deccan Chargers,76,winner_Chennai Super Kings,loser_Deccan Chargers
Shahid Afridi- Y Venugopal Rao,team_Deccan Chargers,1,winner_Chennai Super Kings,loser_Deccan Chargers
AS Yadav- Shahid Afridi,team_Deccan Chargers,0,winner_Chennai Super Kings,loser_Deccan Chargers
RP Singh- Shahid Afridi,team_Deccan Chargers,12,winner_Chennai Super Kings,loser_Deccan Chargers
PP Ojha- RP Singh,team_Deccan Chargers,1,winner_Chennai Super Kings,loser_Deccan Chargers
PA Patel- SP Fleming,team_Chennai Super Kings,27,winner_Chennai Super Kings,loser_Deccan Chargers
PA Patel- SK Raina,team_Chennai Super Kings,34,winner_Chennai Super Kings,loser_Deccan Chargers
MS Dhoni- SK Raina,team_Chennai Super Kings,55,winner_Chennai Super Kings,loser_Deccan Chargers
JA Morkel- SK Raina,team_Chennai Super Kings,33,winner_Chennai Super Kings,loser_Deccan Chargers
SR Tendulkar- ST Jayasuriya,team_Mumbai Indians,104,winner_Rajasthan Royals,loser_Mumbai Indians
AM Nayar- SR Tendulkar,team_Mumbai Indians,11,winner_Rajasthan Royals,loser_Mumbai Indians
AM Nayar- RV Uthappa,team_Mumbai Indians,16,winner_Rajasthan Royals,loser_Mumbai Indians
AM Nayar- DR Smith,team_Mumbai Indians,9,winner_Rajasthan Royals,loser_Mumbai Indians
DR Smith- SM Pollock,team_Mumbai Indians,0,winner_Rajasthan Royals,loser_Mumbai Indians
DR Smith- MK Pandey,team_Mumbai Indians,11,winner_Rajasthan Royals,loser_Mumbai Indians
DR Smith- YV Takawale,team_Mumbai Indians,1,winner_Rajasthan Royals,loser_Mumbai Indians
RR Raje- YV Takawale,team_Mumbai Indians,26,winner_Rajasthan Royals,loser_Mumbai Indians
Kamran Akmal- SA Asnodkar,team_Rajasthan Royals,46,winner_Rajasthan Royals,loser_Mumbai Indians
SA Asnodkar- YK Pathan,team_Rajasthan Royals,12,winner_Rajasthan Royals,loser_Mumbai Indians
SA Asnodkar- SR Watson,team_Rajasthan Royals,15,winner_Rajasthan Royals,loser_Mumbai Indians
M Kaif- SR Watson,team_Rajasthan Royals,30,winner_Rajasthan Royals,loser_Mumbai Indians
RA Jadeja- SR Watson,team_Rajasthan Royals,0,winner_Rajasthan Royals,loser_Mumbai Indians
NK Patel- RA Jadeja,team_Rajasthan Royals,69,winner_Rajasthan Royals,loser_Mumbai Indians
JR Hopes- SE Marsh,team_Kings XI Punjab,93,winner_Kolkata Knight Riders,loser_Kings XI Punjab
KC Sangakkara- SE Marsh,team_Kings XI Punjab,83,winner_Kolkata Knight Riders,loser_Kings XI Punjab
KC Sangakkara- Yuvraj Singh,team_Kings XI Punjab,26,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DPMD Jayawardene- Yuvraj Singh,team_Kings XI Punjab,31,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DPMD Jayawardene- IK Pathan,team_Kings XI Punjab,9,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DPMD Jayawardene- PP Chawla,team_Kings XI Punjab,0,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DPMD Jayawardene- TM Srivastava,team_Kings XI Punjab,1,winner_Kolkata Knight Riders,loser_Kings XI Punjab
SC Ganguly- Salman Butt,team_Kolkata Knight Riders,46,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DB Das- SC Ganguly,team_Kolkata Knight Riders,0,winner_Kolkata Knight Riders,loser_Kings XI Punjab
DJ Hussey- SC Ganguly,team_Kolkata Knight Riders,17,winner_Kolkata Knight Riders,loser_Kings XI Punjab
LR Shukla- SC Ganguly,team_Kolkata Knight Riders,8,winner_Kolkata Knight Riders,loser_Kings XI Punjab
SC Ganguly- WP Saha,team_Kolkata Knight Riders,32,winner_Kolkata Knight Riders,loser_Kings XI Punjab
A Chopra- SC Ganguly,team_Kolkata Knight Riders,4,winner_Kolkata Knight Riders,loser_Kings XI Punjab
SC Ganguly- Umar Gul,team_Kolkata Knight Riders,49,winner_Kolkata Knight Riders,loser_Kings XI Punjab
I Sharma- SC Ganguly,team_Kolkata Knight Riders,20,winner_Kolkata Knight Riders,loser_Kings XI Punjab
B Chipli- W Jaffer,team_Royal Challengers Bangalore,33,winner_Royal Challengers Bangalore,loser_Deccan Chargers
V Kohli- W Jaffer,team_Royal Challengers Bangalore,72,winner_Royal Challengers Bangalore,loser_Deccan Chargers
JH Kallis- V Kohli,team_Royal Challengers Bangalore,17,winner_Royal Challengers Bangalore,loser_Deccan Chargers
Misbah-ul-Haq- V Kohli,team_Royal Challengers Bangalore,2,winner_Royal Challengers Bangalore,loser_Deccan Chargers
Misbah-ul-Haq- R Dravid,team_Royal Challengers Bangalore,7,winner_Royal Challengers Bangalore,loser_Deccan Chargers
MV Boucher- R Dravid,team_Royal Challengers Bangalore,24,winner_Royal Challengers Bangalore,loser_Deccan Chargers
P Kumar- R Dravid,team_Royal Challengers Bangalore,15,winner_Royal Challengers Bangalore,loser_Deccan Chargers
R Dravid- Z Khan,team_Royal Challengers Bangalore,6,winner_Royal Challengers Bangalore,loser_Deccan Chargers
AC Gilchrist- VVS Laxman,team_Deccan Chargers,28,winner_Royal Challengers Bangalore,loser_Deccan Chargers
HH Gibbs- VVS Laxman,team_Deccan Chargers,9,winner_Royal Challengers Bangalore,loser_Deccan Chargers
RG Sharma- VVS Laxman,team_Deccan Chargers,96,winner_Royal Challengers Bangalore,loser_Deccan Chargers
Shahid Afridi- VVS Laxman,team_Deccan Chargers,1,winner_Royal Challengers Bangalore,loser_Deccan Chargers
SB Styris- VVS Laxman,team_Deccan Chargers,4,winner_Royal Challengers Bangalore,loser_Deccan Chargers
AS Yadav- SB Styris,team_Deccan Chargers,0,winner_Royal Challengers Bangalore,loser_Deccan Chargers
AS Yadav- SB Bangar,team_Deccan Chargers,21,winner_Royal Challengers Bangalore,loser_Deccan Chargers
GC Smith- SA Asnodkar,team_Rajasthan Royals,148,winner_Rajasthan Royals,loser_Chennai Super Kings
GC Smith- Kamran Akmal,team_Rajasthan Royals,23,winner_Rajasthan Royals,loser_Chennai Super Kings
Kamran Akmal- YK Pathan,team_Rajasthan Royals,28,winner_Rajasthan Royals,loser_Chennai Super Kings
Kamran Akmal- M Kaif,team_Rajasthan Royals,21,winner_Rajasthan Royals,loser_Chennai Super Kings
Kamran Akmal- T Kohli,team_Rajasthan Royals,12,winner_Rajasthan Royals,loser_Chennai Super Kings
PA Patel- SP Fleming,team_Chennai Super Kings,26,winner_Rajasthan Royals,loser_Chennai Super Kings
PA Patel- SK Raina,team_Chennai Super Kings,70,winner_Rajasthan Royals,loser_Chennai Super Kings
JA Morkel- PA Patel,team_Chennai Super Kings,73,winner_Rajasthan Royals,loser_Chennai Super Kings
JA Morkel- MS Dhoni,team_Chennai Super Kings,25,winner_Rajasthan Royals,loser_Chennai Super Kings
JA Morkel- S Badrinath,team_Chennai Super Kings,6,winner_Rajasthan Royals,loser_Chennai Super Kings
JA Morkel- MS Gony,team_Chennai Super Kings,13,winner_Rajasthan Royals,loser_Chennai Super Kings
A Mukund- MS Gony,team_Chennai Super Kings,0,winner_Rajasthan Royals,loser_Chennai Super Kings
SR Tendulkar- ST Jayasuriya,team_Mumbai Indians,70,winner_Delhi Daredevils,loser_Mumbai Indians
DR Smith- ST Jayasuriya,team_Mumbai Indians,37,winner_Delhi Daredevils,loser_Mumbai Indians
RV Uthappa- ST Jayasuriya,team_Mumbai Indians,5,winner_Delhi Daredevils,loser_Mumbai Indians
AM Nayar- RV Uthappa,team_Mumbai Indians,2,winner_Delhi Daredevils,loser_Mumbai Indians
RV Uthappa- SM Pollock,team_Mumbai Indians,29,winner_Delhi Daredevils,loser_Mumbai Indians
RV Uthappa- SD Chitnis,team_Mumbai Indians,19,winner_Delhi Daredevils,loser_Mumbai Indians
PR Shah- RV Uthappa,team_Mumbai Indians,1,winner_Delhi Daredevils,loser_Mumbai Indians
A Nel- RV Uthappa,team_Mumbai Indians,13,winner_Delhi Daredevils,loser_Mumbai Indians
G Gambhir- V Sehwag,team_Delhi Daredevils,33,winner_Delhi Daredevils,loser_Mumbai Indians
G Gambhir- S Dhawan,team_Delhi Daredevils,30,winner_Delhi Daredevils,loser_Mumbai Indians
MK Tiwary- S Dhawan,team_Delhi Daredevils,39,winner_Delhi Daredevils,loser_Mumbai Indians
MK Tiwary- TM Dilshan,team_Delhi Daredevils,0,winner_Delhi Daredevils,loser_Mumbai Indians
KD Karthik- MK Tiwary,team_Delhi Daredevils,41,winner_Delhi Daredevils,loser_Mumbai Indians
KD Karthik- MF Maharoof,team_Delhi Daredevils,49,winner_Delhi Daredevils,loser_Mumbai Indians
AC Gilchrist- HH Gibbs,team_Deccan Chargers,128,winner_Kings XI Punjab,loser_Deccan Chargers
AC Gilchrist- RG Sharma,team_Deccan Chargers,32,winner_Kings XI Punjab,loser_Deccan Chargers
RG Sharma- Y Venugopal Rao,team_Deccan Chargers,38,winner_Kings XI Punjab,loser_Deccan Chargers
LPC Silva- Y Venugopal Rao,team_Deccan Chargers,14,winner_Kings XI Punjab,loser_Deccan Chargers
LPC Silva- SB Styris,team_Deccan Chargers,12,winner_Kings XI Punjab,loser_Deccan Chargers
KC Sangakkara- SE Marsh,team_Kings XI Punjab,96,winner_Kings XI Punjab,loser_Deccan Chargers
SE Marsh- Yuvraj Singh,team_Kings XI Punjab,33,winner_Kings XI Punjab,loser_Deccan Chargers
LA Pomersbach- SE Marsh,team_Kings XI Punjab,20,winner_Kings XI Punjab,loser_Deccan Chargers
DPMD Jayawardene- LA Pomersbach,team_Kings XI Punjab,12,winner_Kings XI Punjab,loser_Deccan Chargers
DPMD Jayawardene- PP Chawla,team_Kings XI Punjab,29,winner_Kings XI Punjab,loser_Deccan Chargers
JH Kallis- SP Goswami,team_Royal Challengers Bangalore,36,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
SP Goswami- V Kohli,team_Royal Challengers Bangalore,15,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
R Dravid- V Kohli,team_Royal Challengers Bangalore,11,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
Misbah-ul-Haq- R Dravid,team_Royal Challengers Bangalore,8,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
MV Boucher- R Dravid,team_Royal Challengers Bangalore,35,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
B Akhil- R Dravid,team_Royal Challengers Bangalore,21,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
B Akhil- P Kumar,team_Royal Challengers Bangalore,27,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
B Akhil- R Vinay Kumar,team_Royal Challengers Bangalore,0,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
A Kumble- B Akhil,team_Royal Challengers Bangalore,2,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
PA Patel- SP Fleming,team_Chennai Super Kings,62,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
MS Dhoni- SP Fleming,team_Chennai Super Kings,5,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
SK Raina- SP Fleming,team_Chennai Super Kings,20,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
S Badrinath- SK Raina,team_Chennai Super Kings,2,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
JA Morkel- SK Raina,team_Chennai Super Kings,6,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
S Vidyut- SK Raina,team_Chennai Super Kings,0,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
MS Gony- SK Raina,team_Chennai Super Kings,15,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
L Balaji- SK Raina,team_Chennai Super Kings,2,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
M Ntini- SK Raina,team_Chennai Super Kings,2,winner_Royal Challengers Bangalore,loser_Chennai Super Kings
JR Hopes- SE Marsh,team_Kings XI Punjab,3,winner_Kings XI Punjab,loser_Mumbai Indians
LA Pomersbach- SE Marsh,team_Kings XI Punjab,133,winner_Kings XI Punjab,loser_Mumbai Indians
LA Pomersbach- Yuvraj Singh,team_Kings XI Punjab,14,winner_Kings XI Punjab,loser_Mumbai Indians
DPMD Jayawardene- LA Pomersbach,team_Kings XI Punjab,2,winner_Kings XI Punjab,loser_Mumbai Indians
IK Pathan- LA Pomersbach,team_Kings XI Punjab,39,winner_Kings XI Punjab,loser_Mumbai Indians
SR Tendulkar- ST Jayasuriya,team_Mumbai Indians,75,winner_Kings XI Punjab,loser_Mumbai Indians
DR Smith- SR Tendulkar,team_Mumbai Indians,45,winner_Kings XI Punjab,loser_Mumbai Indians
AM Nayar- SR Tendulkar,team_Mumbai Indians,46,winner_Kings XI Punjab,loser_Mumbai Indians
RV Uthappa- SR Tendulkar,team_Mumbai Indians,32,winner_Kings XI Punjab,loser_Mumbai Indians
RV Uthappa- SM Pollock,team_Mumbai Indians,0,winner_Kings XI Punjab,loser_Mumbai Indians
PR Shah- RV Uthappa,team_Mumbai Indians,4,winner_Kings XI Punjab,loser_Mumbai Indians
PR Shah- SD Chitnis,team_Mumbai Indians,7,winner_Kings XI Punjab,loser_Mumbai Indians
CRD Fernando- SD Chitnis,team_Mumbai Indians,13,winner_Kings XI Punjab,loser_Mumbai Indians
A Nehra- CRD Fernando,team_Mumbai Indians,3,winner_Kings XI Punjab,loser_Mumbai Indians
CRD Fernando- VS Yeligati,team_Mumbai Indians,2,winner_Kings XI Punjab,loser_Mumbai Indians
Mohammad Hafeez- Salman Butt,team_Kolkata Knight Riders,9,winner_Rajasthan Royals,loser_Kolkata Knight Riders
SC Ganguly- Salman Butt,team_Kolkata Knight Riders,33,winner_Rajasthan Royals,loser_Kolkata Knight Riders
DJ Hussey- SC Ganguly,team_Kolkata Knight Riders,31,winner_Rajasthan Royals,loser_Kolkata Knight Riders
DB Das- SC Ganguly,team_Kolkata Knight Riders,24,winner_Rajasthan Royals,loser_Kolkata Knight Riders
DB Das- LR Shukla,team_Kolkata Knight Riders,23,winner_Rajasthan Royals,loser_Kolkata Knight Riders
LR Shukla- WP Saha,team_Kolkata Knight Riders,5,winner_Rajasthan Royals,loser_Kolkata Knight Riders
AB Agarkar- WP Saha,team_Kolkata Knight Riders,6,winner_Rajasthan Royals,loser_Kolkata Knight Riders
Umar Gul- WP Saha,team_Kolkata Knight Riders,13,winner_Rajasthan Royals,loser_Kolkata Knight Riders
I Sharma- WP Saha,team_Kolkata Knight Riders,5,winner_Rajasthan Royals,loser_Kolkata Knight Riders
GC Smith- SA Asnodkar,team_Rajasthan Royals,21,winner_Rajasthan Royals,loser_Kolkata Knight Riders
GC Smith- Sohail Tanvir,team_Rajasthan Royals,26,winner_Rajasthan Royals,loser_Kolkata Knight Riders
GC Smith- M Kaif,team_Rajasthan Royals,0,winner_Rajasthan Royals,loser_Kolkata Knight Riders
M Kaif- SR Watson,team_Rajasthan Royals,27,winner_Rajasthan Royals,loser_Kolkata Knight Riders
M Kaif- YK Pathan,team_Rajasthan Royals,81,winner_Rajasthan Royals,loser_Kolkata Knight Riders
B Chipli- JH Kallis,team_Royal Challengers Bangalore,112,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
JH Kallis- SP Goswami,team_Royal Challengers Bangalore,10,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
R Dravid- SP Goswami,team_Royal Challengers Bangalore,32,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
Misbah-ul-Haq- SP Goswami,team_Royal Challengers Bangalore,29,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
CL White- Misbah-ul-Haq,team_Royal Challengers Bangalore,3,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
B Akhil- Misbah-ul-Haq,team_Royal Challengers Bangalore,17,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
Misbah-ul-Haq- P Kumar,team_Royal Challengers Bangalore,4,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
Misbah-ul-Haq- Z Khan,team_Royal Challengers Bangalore,28,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
G Gambhir- V Sehwag,team_Delhi Daredevils,118,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
AB de Villiers- G Gambhir,team_Delhi Daredevils,10,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
AB de Villiers- TM Dilshan,team_Delhi Daredevils,21,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
AB de Villiers- S Dhawan,team_Delhi Daredevils,2,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
KD Karthik- S Dhawan,team_Delhi Daredevils,9,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
MF Maharoof- S Dhawan,team_Delhi Daredevils,26,winner_Delhi Daredevils,loser_Royal Challengers Bangalore
Mohammad Hafeez- Salman Butt,team_Kolkata Knight Riders,40,winner_Chennai Super Kings,loser_Kolkata Knight Riders
SC Ganguly- Salman Butt,team_Kolkata Knight Riders,14,winner_Chennai Super Kings,loser_Kolkata Knight Riders
DB Das- Salman Butt,team_Kolkata Knight Riders,86,winner_Chennai Super Kings,loser_Kolkata Knight Riders
DJ Hussey- Salman Butt,team_Kolkata Knight Riders,0,winner_Chennai Super Kings,loser_Kolkata Knight Riders
LR Shukla- Salman Butt,team_Kolkata Knight Riders,8,winner_Chennai Super Kings,loser_Kolkata Knight Riders
LR Shukla- WP Saha,team_Kolkata Knight Riders,27,winner_Chennai Super Kings,loser_Kolkata Knight Riders
SR Tendulkar- ST Jayasuriya,team_Mumbai Indians,121,winner_Mumbai Indians,loser_Deccan Chargers
DJ Thornely- SR Tendulkar,team_Mumbai Indians,33,winner_Mumbai Indians,loser_Deccan Chargers
AM Nayar- DJ Thornely,team_Mumbai Indians,0,winner_Mumbai Indians,loser_Deccan Chargers
AM Nayar- RV Uthappa,team_Mumbai Indians,24,winner_Mumbai Indians,loser_Deccan Chargers
AM Nayar- DJ Bravo,team_Mumbai Indians,54,winner_Mumbai Indians,loser_Deccan Chargers
DJ Bravo- PR Shah,team_Mumbai Indians,6,winner_Mumbai Indians,loser_Deccan Chargers
PR Shah- YV Takawale,team_Mumbai Indians,19,winner_Mumbai Indians,loser_Deccan Chargers
RR Raje- YV Takawale,team_Mumbai Indians,3,winner_Mumbai Indians,loser_Deccan Chargers
AC Gilchrist- Shahid Afridi,team_Deccan Chargers,10,winner_Mumbai Indians,loser_Deccan Chargers
AC Gilchrist- RG Sharma,team_Deccan Chargers,13,winner_Mumbai Indians,loser_Deccan Chargers
LPC Silva- RG Sharma,team_Deccan Chargers,0,winner_Mumbai Indians,loser_Deccan Chargers
LPC Silva- Y Venugopal Rao,team_Deccan Chargers,36,winner_Mumbai Indians,loser_Deccan Chargers
DB Ravi Teja- Y Venugopal Rao,team_Deccan Chargers,74,winner_Mumbai Indians,loser_Deccan Chargers
DB Ravi Teja- DNT Zoysa,team_Deccan Chargers,6,winner_Mumbai Indians,loser_Deccan Chargers
DNT Zoysa- H Das,team_Deccan Chargers,9,winner_Mumbai Indians,loser_Deccan Chargers
DNT Zoysa- RP Singh,team_Deccan Chargers,8,winner_Mumbai Indians,loser_Deccan Chargers
GC Smith- SA Asnodkar,team_Rajasthan Royals,117,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
GC Smith- SR Watson,team_Rajasthan Royals,88,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
J Arunkumar- V Kohli,team_Royal Challengers Bangalore,88,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
Misbah-ul-Haq- V Kohli,team_Royal Challengers Bangalore,2,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
JH Kallis- V Kohli,team_Royal Challengers Bangalore,3,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
CL White- JH Kallis,team_Royal Challengers Bangalore,26,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
JH Kallis- R Dravid,team_Royal Challengers Bangalore,9,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
DT Patil- R Dravid,team_Royal Challengers Bangalore,33,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
P Kumar- R Dravid,team_Royal Challengers Bangalore,0,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
R Dravid- Z Khan,team_Royal Challengers Bangalore,10,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
A Kumble- R Dravid,team_Royal Challengers Bangalore,35,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
Abdur Razzak- R Dravid,team_Royal Challengers Bangalore,14,winner_Rajasthan Royals,loser_Royal Challengers Bangalore
G Gambhir- V Sehwag,team_Delhi Daredevils,89,winner_Kings XI Punjab,loser_Delhi Daredevils
S Dhawan- V Sehwag,team_Delhi Daredevils,29,winner_Kings XI Punjab,loser_Delhi Daredevils
TM Dilshan- V Sehwag,team_Delhi Daredevils,11,winner_Kings XI Punjab,loser_Delhi Daredevils
MF Maharoof- V Sehwag,team_Delhi Daredevils,1,winner_Kings XI Punjab,loser_Delhi Daredevils
Shoaib Malik- V Sehwag,team_Delhi Daredevils,2,winner_Kings XI Punjab,loser_Delhi Daredevils
JR Hopes- SE Marsh,team_Kings XI Punjab,5,winner_Kings XI Punjab,loser_Delhi Daredevils
JR Hopes- Yuvraj Singh,team_Kings XI Punjab,27,winner_Kings XI Punjab,loser_Delhi Daredevils
JR Hopes- LA Pomersbach,team_Kings XI Punjab,1,winner_Kings XI Punjab,loser_Delhi Daredevils
DPMD Jayawardene- LA Pomersbach,team_Kings XI Punjab,63,winner_Kings XI Punjab,loser_Delhi Daredevils
A Chopra- Salman Butt,team_Kolkata Knight Riders,79,winner_Mumbai Indians,loser_Kolkata Knight Riders
A Chopra- SC Ganguly,team_Kolkata Knight Riders,0,winner_Mumbai Indians,loser_Kolkata Knight Riders
DJ Hussey- SC Ganguly,team_Kolkata Knight Riders,5,winner_Mumbai Indians,loser_Kolkata Knight Riders
Mohammad Hafeez- SC Ganguly,team_Kolkata Knight Riders,7,winner_Mumbai Indians,loser_Kolkata Knight Riders
SC Ganguly- WP Saha,team_Kolkata Knight Riders,1,winner_Mumbai Indians,loser_Kolkata Knight Riders
