Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,batting_style,bowling_arm,bowling_style
RE van der Merwe,A Singh,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
RE van der Merwe,Yuvraj Singh,5,2,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
RE van der Merwe,RR Powar,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
RE van der Merwe,P Awana,3,2,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
RE van der Merwe,AG Murtaza,1,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
RE van der Merwe,L Balaji,1,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
RE van der Merwe,SK Warne,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
RE van der Merwe,A Symonds,4,3,0,1,0,0,1,1,Right-hand bat,Right-arm,medium
RE van der Merwe,AD Mathews,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
RE van der Merwe,RP Singh,7,4,1,0,2,0,0,1,Right-hand bat,Left-arm,fast-medium
RE van der Merwe,Harbhajan Singh,1,1,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
RE van der Merwe,SL Malinga,0,3,0,0,1,0,0,0,Right-hand bat,Right-arm,fast
RE van der Merwe,M Muralitharan,3,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
RE van der Merwe,C Nanda,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
RE van der Merwe,YA Abdulla,0,0,0,0,1,0,2,1,Right-hand bat,Left-arm,fast-medium
RE van der Merwe,P Kumar,0,2,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
RE van der Merwe,R Ashwin,0,3,1,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
RE van der Merwe,IK Pathan,1,2,0,0,1,0,0,0,Right-hand bat,Left-arm,medium-fast
RE van der Merwe,M Morkel,1,2,0,0,1,0,0,0,Right-hand bat,Right-arm,fast
RE van der Merwe,Jaskaran Singh,1,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
RE van der Merwe,PP Chawla,1,1,0,0,0,0,1,0,Right-hand bat,Left-arm,legbreak
KV Sharma,MM Sharma,1,3,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,JA Morkel,1,1,1,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
KV Sharma,AR Patel,0,2,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
KV Sharma,JP Faulkner,4,1,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium
KV Sharma,A Nehra,2,1,0,0,0,0,0,0,Left-hand bat,Left-arm,medium-fast
KV Sharma,BE Hendricks,1,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
KV Sharma,MA Starc,0,1,0,0,0,0,0,0,Left-hand bat,Left-arm,fast
KV Sharma,Harbhajan Singh,2,5,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
KV Sharma,SL Malinga,3,2,0,0,0,0,0,1,Left-hand bat,Right-arm,fast
KV Sharma,PP Chawla,3,5,0,1,0,0,0,0,Left-hand bat,Left-arm,legbreak
KV Sharma,MJ McClenaghan,2,2,1,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
KV Sharma,JO Holder,2,1,1,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
KV Sharma,NM Coulter-Nile,2,5,1,0,1,0,0,2,Left-hand bat,Right-arm,fast
KV Sharma,RA Jadeja,2,2,0,0,1,0,1,1,Left-hand bat,Left-arm,slow
KV Sharma,Harmeet Singh,1,1,0,0,1,0,1,0,Left-hand bat,Right-arm,medium
KV Sharma,DJ Bravo,5,9,2,0,1,0,0,2,Left-hand bat,Right-arm,medium-fast
KV Sharma,JH Kallis,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
KV Sharma,Anureet Singh,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,HV Patel,3,1,2,0,1,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,J Botha,3,2,1,0,0,0,3,1,Left-hand bat,Right-arm,offbreak
KV Sharma,Sandeep Sharma,0,4,0,0,0,0,1,0,Left-hand bat,Right-arm,medium
KV Sharma,A Chandila,3,0,1,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
KV Sharma,GB Hogg,1,4,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
KV Sharma,SP Narine,1,3,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
KV Sharma,Kuldeep Yadav,2,0,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
KV Sharma,B Kumar,4,1,1,0,0,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,P Awana,2,0,0,0,1,0,0,1,Left-hand bat,Right-arm,medium
KV Sharma,Imran Tahir,0,2,0,0,0,0,2,0,Left-hand bat,Right-arm,legbreak
KV Sharma,KW Richardson,0,0,2,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium
KV Sharma,BW Hilfenhaus,0,0,1,0,0,0,2,0,Left-hand bat,Right-arm,fast-medium
KV Sharma,R Sharma,2,1,0,0,0,0,0,1,Left-hand bat,Right-arm,legbreak
KV Sharma,L Balaji,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
KV Sharma,MG Johnson,2,0,0,0,0,0,1,1,Left-hand bat,Left-arm,fast
KV Sharma,J Suchith,2,2,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
KV Sharma,UT Yadav,2,4,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
KV Sharma,Shakib Al Hasan,3,2,1,0,0,0,0,0,Left-hand bat,Left-arm,slow
KV Sharma,AD Mathews,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
KV Sharma,CH Morris,2,3,1,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
KV Sharma,AS Rajpoot,0,3,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,KA Pollard,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
KV Sharma,SB Styris,1,1,0,0,0,0,0,1,Left-hand bat,Right-arm,medium
KV Sharma,MR Marsh,1,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,SR Watson,3,1,1,0,1,0,0,1,Left-hand bat,Right-arm,fast-medium
KV Sharma,Sandeep Sharma,2,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,KK Cooper,1,1,1,0,0,0,0,1,Left-hand bat,Right-arm,medium
KV Sharma,R Dhawan,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
KV Sharma,AF Milne,3,0,0,0,1,0,1,0,Left-hand bat,Right-arm,fast
KV Sharma,R Vinay Kumar,1,1,1,0,1,0,0,0,Left-hand bat,Right-arm,medium
KV Sharma,R Ashwin,2,3,0,0,2,0,0,0,Left-hand bat,Right-arm,offbreak
KV Sharma,A Mishra,1,0,1,0,1,0,0,0,Left-hand bat,Right-arm,legbreak
KV Sharma,AD Russell,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast
KV Sharma,R Bhatia,3,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
ER Dwivedi,B Kumar,3,1,0,0,1,0,0,1,Right-hand bat,Right-arm,medium
ER Dwivedi,YS Chahal,0,1,0,0,1,0,0,0,Right-hand bat,Right-arm,legbreak
ER Dwivedi,SR Watson,0,0,0,0,0,0,2,1,Right-hand bat,Right-arm,fast-medium
ER Dwivedi,CJ Jordan,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
S Narwal,S Ladda,3,1,0,0,1,0,0,0,Left-hand bat,Right-arm,legbreak
S Narwal,T Thushara,0,1,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium
S Narwal,A Nehra,0,2,0,0,1,0,0,0,Left-hand bat,Left-arm,medium-fast
S Narwal,UT Yadav,0,2,0,0,3,0,0,1,Left-hand bat,Right-arm,fast-medium
S Narwal,P Kumar,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium
S Narwal,AB McDonald,1,1,1,0,1,0,0,0,Left-hand bat,Right-arm,fast-medium
S Narwal,PD Collingwood,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium
S Narwal,M Morkel,5,1,1,0,0,0,0,0,Left-hand bat,Right-arm,fast
B Akhil,PJ Sangwan,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium
B Akhil,JA Morkel,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
B Akhil,DR Smith,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
B Akhil,YK Pathan,2,0,2,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
B Akhil,AB Agarkar,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast
B Akhil,LPC Silva,0,1,0,0,0,0,3,0,Right-hand bat,Right-arm,legbreak
B Akhil,A Nehra,2,3,0,0,1,0,1,1,Right-hand bat,Left-arm,medium-fast
B Akhil,L Balaji,4,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
B Akhil,SK Warne,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
B Akhil,WPUJC Vaas,1,0,0,0,2,0,0,0,Right-hand bat,Left-arm,fast-medium
B Akhil,DS Kulkarni,3,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
B Akhil,UT Yadav,1,1,2,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium
B Akhil,JDP Oram,0,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium
B Akhil,MF Maharoof,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
B Akhil,M Morkel,1,2,0,0,0,0,0,1,Right-hand bat,Right-arm,fast
B Akhil,M Ntini,1,1,0,0,1,0,0,0,Right-hand bat,Right-arm,fast
B Akhil,Harbhajan Singh,1,0,1,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
B Akhil,Joginder Sharma,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
TD Paine,AG Murtaza,2,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
TD Paine,Z Khan,3,3,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
TD Paine,AN Ahmed,1,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
TD Paine,S Aravind,6,3,0,0,0,0,0,1,Right-hand bat,Left-arm,medium-fast
TD Paine,SL Malinga,2,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
TD Paine,A Mithun,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
TD Paine,MM Patel,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
KB Arun Karthik,PC Valthaty,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KB Arun Karthik,DJ Bravo,0,0,1,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
KB Arun Karthik,Iqbal Abdulla,0,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
KB Arun Karthik,NLTC Perera,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
KB Arun Karthik,DS Kulkarni,1,2,0,0,0,0,1,0,Right-hand bat,Right-arm,medium
KB Arun Karthik,MG Johnson,3,1,0,0,1,0,0,0,Right-hand bat,Left-arm,fast
KB Arun Karthik,DP Nannes,2,1,1,0,0,0,0,0,Right-hand bat,Left-arm,fast
KB Arun Karthik,Harbhajan Singh,1,2,0,1,0,0,0,1,Right-hand bat,Right-arm,offbreak
KB Arun Karthik,JDP Oram,6,2,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
KB Arun Karthik,SK Trivedi,2,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KB Arun Karthik,M Morkel,1,2,0,0,0,0,0,1,Right-hand bat,Right-arm,fast
KB Arun Karthik,JD Unadkat,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium
KB Arun Karthik,SW Tait,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
KB Arun Karthik,JJ Bumrah,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KB Arun Karthik,S Nadeem,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
KB Arun Karthik,MM Patel,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
KB Arun Karthik,PP Chawla,2,0,0,0,1,0,0,1,Right-hand bat,Left-arm,legbreak
KA Pollard,JA Morkel,4,1,0,0,1,0,0,2,Right-hand bat,Right-arm,medium-fast
KA Pollard,J Botha,2,3,1,0,2,0,2,1,Right-hand bat,Right-arm,offbreak
KA Pollard,Shivam Sharma,1,1,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
KA Pollard,BE Hendricks,2,1,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
KA Pollard,TA Boult,4,4,1,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
KA Pollard,S Ladda,2,1,1,0,2,0,1,1,Right-hand bat,Right-arm,legbreak
KA Pollard,AB McDonald,0,0,1,0,1,0,3,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,KP Appanna,0,1,0,0,0,0,2,0,Right-hand bat,Left-arm,slow
KA Pollard,MS Gony,5,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,NM Coulter-Nile,1,1,1,0,0,0,1,0,Right-hand bat,Right-arm,fast
KA Pollard,BA Bhatt,1,1,0,0,0,0,1,1,Right-hand bat,Left-arm,slow
KA Pollard,RJ Harris,1,5,3,0,3,0,0,1,Right-hand bat,Right-arm,fast
KA Pollard,DJ Bravo,21,22,4,0,7,0,7,3,Right-hand bat,Right-arm,medium-fast
KA Pollard,Azhar Mahmood,6,5,1,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,A Singh,3,0,1,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
KA Pollard,B Kumar,1,4,0,0,1,0,0,1,Right-hand bat,Right-arm,medium
KA Pollard,RE van der Merwe,0,2,1,0,0,0,1,0,Right-hand bat,Left-arm,slow
KA Pollard,Iqbal Abdulla,5,3,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
KA Pollard,BW Hilfenhaus,4,5,0,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,SK Warne,2,4,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
KA Pollard,MR Marsh,6,3,0,0,1,0,1,0,Right-hand bat,Right-arm,medium
KA Pollard,MP Stoinis,4,2,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
KA Pollard,SK Trivedi,9,10,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,RP Singh,2,1,0,0,2,0,1,0,Right-hand bat,Left-arm,fast-medium
KA Pollard,MC Henriques,2,3,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,S Nadeem,6,7,2,0,1,0,0,1,Right-hand bat,Left-arm,slow
KA Pollard,KW Richardson,1,1,0,0,0,0,2,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,PC Valthaty,2,0,1,0,0,0,1,0,Right-hand bat,Right-arm,medium
KA Pollard,SJ Srivastava,3,2,1,0,1,0,0,0,Right-hand bat,Left-arm,fast-medium
KA Pollard,Yuvraj Singh,2,2,2,0,1,0,0,0,Right-hand bat,Left-arm,slow
KA Pollard,AD Russell,6,6,1,0,1,0,0,0,Right-hand bat,Right-arm,fast
KA Pollard,Jaskaran Singh,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
KA Pollard,B Lee,3,2,0,0,1,0,0,0,Right-hand bat,Right-arm,fast
KA Pollard,R Bhatia,4,10,0,0,3,0,1,2,Right-hand bat,Right-arm,medium-fast
KA Pollard,DP Nannes,3,3,0,0,1,0,0,1,Right-hand bat,Left-arm,fast
KA Pollard,JP Faulkner,9,4,1,0,2,0,2,1,Right-hand bat,Left-arm,fast-medium
KA Pollard,KC Cariappa,3,3,0,0,0,0,2,0,Right-hand bat,Right-arm,legbreak
KA Pollard,PP Ojha,5,2,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
KA Pollard,JH Kallis,2,4,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,DE Bollinger,3,0,1,0,2,0,2,0,Right-hand bat,Left-arm,fast-medium
KA Pollard,CH Gayle,0,3,0,0,2,0,1,0,Right-hand bat,Right-arm,offbreak
KA Pollard,GB Hogg,1,5,0,0,2,0,0,0,Right-hand bat,Left-arm,slow
KA Pollard,AC Thomas,2,3,0,0,2,0,1,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,SP Narine,5,15,3,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
KA Pollard,Ankit Sharma,1,4,0,0,0,0,1,0,Right-hand bat,Left-arm,slow
KA Pollard,AL Menaria,1,1,1,0,2,0,0,0,Right-hand bat,Left-arm,slow
KA Pollard,MF Maharoof,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,Imran Tahir,4,4,0,0,0,0,2,0,Right-hand bat,Right-arm,legbreak
KA Pollard,P Negi,3,3,0,0,0,0,2,0,Right-hand bat,Left-arm,slow
KA Pollard,Z Khan,4,12,1,0,2,0,1,1,Right-hand bat,Left-arm,fast-medium
KA Pollard,L Balaji,3,5,2,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
KA Pollard,SB Jakati,2,3,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
KA Pollard,YS Chahal,5,8,0,0,2,0,1,1,Right-hand bat,Right-arm,legbreak
KA Pollard,A Kumble,6,1,0,1,0,0,0,1,Right-hand bat,Right-arm,legbreak
KA Pollard,Pankaj Singh,1,2,0,0,0,0,3,0,Right-hand bat,Right-arm,medium-fast
KA Pollard,R Sathish,2,0,1,0,0,0,3,0,Right-hand bat,Right-arm,medium
KA Pollard,Shakib Al Hasan,10,7,2,0,3,0,0,1,Right-hand bat,Left-arm,slow
KA Pollard,M Morkel,8,3,0,0,2,0,0,0,Right-hand bat,Right-arm,fast
KA Pollard,DS Kulkarni,7,5,1,0,1,0,1,1,Right-hand bat,Right-arm,medium
KA Pollard,M Muralitharan,6,6,0,0,0,0,1,1,Right-hand bat,Right-arm,offbreak
KA Pollard,J Theron,2,2,1,0,1,0,0,1,Right-hand bat,Right-arm,medium-fast
KA Pollard,DJG Sammy,1,2,1,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
KA Pollard,AB Dinda,2,5,0,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
KA Pollard,R Ashwin,12,7,0,0,1,0,3,2,Right-hand bat,Right-arm,offbreak
KA Pollard,B Laughlin,4,1,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,MM Sharma,8,10,4,0,1,0,1,3,Right-hand bat,Right-arm,medium
KA Pollard,CL White,0,2,0,0,0,0,1,0,Right-hand bat,Right-arm,legbreak
KA Pollard,AR Patel,4,4,1,1,1,0,1,1,Right-hand bat,Left-arm,slow
KA Pollard,DL Vettori,2,1,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
KA Pollard,MA Starc,2,3,4,0,3,0,0,1,Right-hand bat,Left-arm,fast
KA Pollard,STR Binny,0,3,1,0,0,0,1,1,Right-hand bat,Right-arm,medium
KA Pollard,I Sharma,8,4,1,0,3,0,0,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,JD Unadkat,4,5,1,0,0,0,3,1,Right-hand bat,Left-arm,medium
KA Pollard,A Mishra,22,16,5,0,3,0,10,1,Right-hand bat,Right-arm,legbreak
KA Pollard,RA Jadeja,9,12,1,0,5,0,7,2,Right-hand bat,Left-arm,slow
KA Pollard,DT Christian,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,Sandeep Sharma,0,3,0,0,0,0,1,0,Right-hand bat,Right-arm,medium
KA Pollard,CJ Jordan,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,JP Duminy,1,1,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
KA Pollard,J Syed Mohammad,0,3,2,0,0,0,2,0,Right-hand bat,Left-arm,slow
KA Pollard,DJ Hussey,1,1,1,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
KA Pollard,MG Johnson,6,5,3,0,2,0,1,0,Right-hand bat,Left-arm,fast
KA Pollard,SMSM Senanayake,1,3,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
KA Pollard,DW Steyn,22,14,5,0,2,0,1,1,Right-hand bat,Right-arm,fast
KA Pollard,M Kartik,3,3,1,0,0,0,0,0,Right-hand bat,Left-arm,slow
KA Pollard,CH Morris,8,9,0,0,3,0,0,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,BB Sran,2,1,0,0,2,0,0,0,Right-hand bat,Left-arm,medium
KA Pollard,Anand Rajan,1,1,1,0,1,0,1,1,Right-hand bat,Right-arm,medium
KA Pollard,S Tyagi,0,0,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,Joginder Sharma,1,1,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,IK Pathan,3,7,1,0,1,0,0,3,Right-hand bat,Left-arm,medium-fast
KA Pollard,AB Agarkar,4,5,1,0,0,0,1,0,Right-hand bat,Right-arm,fast
KA Pollard,LR Shukla,4,0,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,R Dhawan,2,5,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast
KA Pollard,D Wiese,1,2,0,0,1,0,0,1,Right-hand bat,Right-arm,medium-fast
KA Pollard,A Nehra,7,4,1,0,2,0,5,2,Right-hand bat,Left-arm,medium-fast
KA Pollard,JE Taylor,3,2,1,0,0,0,1,1,Right-hand bat,Right-arm,fast
KA Pollard,KK Cooper,2,5,0,0,0,0,2,2,Right-hand bat,Right-arm,medium
KA Pollard,PP Chawla,19,8,2,0,3,0,3,1,Right-hand bat,Left-arm,legbreak
KA Pollard,AP Dole,3,1,1,0,2,0,1,1,Right-hand bat,Right-arm,medium-fast
KA Pollard,Anureet Singh,2,2,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,JR Hopes,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,HV Patel,9,6,1,0,3,0,1,0,Right-hand bat,Right-arm,medium
KA Pollard,PV Tambe,4,5,2,0,0,0,2,1,Right-hand bat,Right-arm,legbreak
KA Pollard,S Aravind,0,4,1,0,3,0,0,1,Right-hand bat,Left-arm,medium-fast
KA Pollard,KV Sharma,7,9,0,2,0,0,1,0,Right-hand bat,Left-arm,legbreak
KA Pollard,Mohammed Shami,1,2,0,0,1,0,2,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,RR Powar,2,0,2,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
KA Pollard,TG Southee,1,2,0,0,3,0,2,1,Right-hand bat,Right-arm,medium-fast
KA Pollard,P Awana,4,4,1,0,0,0,1,2,Right-hand bat,Right-arm,medium
KA Pollard,VS Malik,0,1,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,R Sharma,7,4,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak
KA Pollard,WD Parnell,4,3,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
KA Pollard,AD Mathews,3,3,1,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
KA Pollard,UT Yadav,3,9,2,0,1,0,1,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,DR Smith,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,SR Watson,18,9,1,0,10,0,4,1,Right-hand bat,Right-arm,fast-medium
KA Pollard,NLTC Perera,4,4,0,0,4,0,5,0,Right-hand bat,Right-arm,medium-fast
KA Pollard,Sandeep Sharma,1,1,1,0,0,0,0,1,Right-hand bat,Right-arm,medium
KA Pollard,R McLaren,2,0,0,0,1,0,0,1,Right-hand bat,Right-arm,medium-fast
KA Pollard,R Vinay Kumar,3,7,3,0,1,0,4,2,Right-hand bat,Right-arm,medium
KA Pollard,VR Aaron,4,6,0,1,0,0,0,0,Right-hand bat,Right-arm,fast
KA Pollard,P Kumar,4,5,1,0,3,0,2,0,Right-hand bat,Right-arm,medium
KA Pollard,MN Samuels,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
KA Pollard,IC Pandey,1,2,1,0,2,0,0,0,Right-hand bat,Right-arm,medium
KA Pollard,AA Chavan,3,2,0,0,2,0,1,1,Right-hand bat,Left-arm,slow
SR Watson,JA Morkel,12,10,0,1,7,0,0,0,Right-hand bat,Right-arm,medium-fast
SR Watson,V Sehwag,0,3,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak
SR Watson,CR Brathwaite,7,5,0,0,2,0,1,0,Right-hand bat,Right-arm,fast-medium
SR Watson,Shivam Sharma,0,0,0,0,3,0,1,0,Right-hand bat,Right-arm,offbreak
SR Watson,AC Thomas,1,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
SR Watson,MJ McClenaghan,3,3,0,0,0,0,1,0,Right-hand bat,Left-arm,fast-medium
SR Watson,MS Gony,5,3,0,1,1,0,1,0,Right-hand bat,Right-arm,medium
SR Watson,NM Coulter-Nile,3,2,0,0,1,0,0,0,Right-hand bat,Right-arm,fast
SR Watson,BA Bhatt,0,2,1,0,0,0,0,0,Right-hand bat,Left-arm,slow
SR Watson,YK Pathan,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
SR Watson,RJ Harris,11,7,1,0,9,0,0,0,Right-hand bat,Right-arm,fast
SR Watson,DJ Bravo,9,9,2,0,3,0,4,3,Right-hand bat,Right-arm,medium-fast
SR Watson,GD McGrath,4,2,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
SR Watson,Azhar Mahmood,3,3,0,0,4,0,1,0,Right-hand bat,Right-arm,fast-medium
SR Watson,V Shankar,0,0,1,0,1,0,2,0,Right-hand bat,Right-arm,medium
SR Watson,R Rampaul,6,3,0,1,1,0,0,1,Right-hand bat,Right-arm,fast-medium
SR Watson,P Parameswaran,0,2,0,0,0,0,0,1,Right-hand bat,Left-arm,medium
SR Watson,B Kumar,11,10,0,1,4,0,1,0,Right-hand bat,Right-arm,medium
SR Watson,LR Shukla,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
SR Watson,Iqbal Abdulla,7,9,1,0,1,0,0,0,Right-hand bat,Left-arm,slow
SR Watson,AG Murtaza,8,1,0,0,1,0,0,0,Right-hand bat,Left-arm,slow
SR Watson,BW Hilfenhaus,4,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
SR Watson,BCJ Cutting,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
SR Watson,UT Yadav,2,10,3,0,6,0,0,1,Right-hand bat,Right-arm,fast-medium
SR Watson,Mustafizur Rahman,1,0,1,0,0,0,0,2,Right-hand bat,Left-arm,fast-medium
SR Watson,A Symonds,2,1,1,0,0,0,1,0,Right-hand bat,Right-arm,medium
SR Watson,RP Singh,16,12,2,0,4,0,0,3,Right-hand bat,Left-arm,fast-medium
SR Watson,B Geeves,0,1,0,0,3,0,0,0,Right-hand bat,Right-arm,fast-medium
SR Watson,MC Henriques,6,1,0,0,1,0,1,2,Right-hand bat,Right-arm,fast-medium
SR Watson,S Nadeem,6,1,1,0,0,0,2,0,Right-hand bat,Left-arm,slow
SR Watson,PJ Sangwan,2,5,1,0,0,0,1,0,Right-hand bat,Left-arm,medium
SR Watson,Umar Gul,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium
