Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,batting_style,bowling_arm,bowling_style
BB McCullum,B Akhil,1,5,2,0,0,0,2,0,Right-hand bat,Right-arm,medium-fast
BB McCullum,STR Binny,3,4,0,0,2,0,0,0,Right-hand bat,Right-arm,medium
BB McCullum,L Balaji,1,3,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
BB McCullum,KA Pollard,3,6,2,0,4,0,1,0,Right-hand bat,Right-arm,medium-fast
BB McCullum,JD Ryder,3,8,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
BB McCullum,UT Yadav,12,12,1,0,6,0,2,1,Right-hand bat,Right-arm,fast-medium
BB McCullum,SR Watson,5,4,0,0,3,0,1,1,Right-hand bat,Right-arm,fast-medium
BB McCullum,NLTC Perera,1,1,0,0,2,0,0,0,Right-hand bat,Right-arm,medium-fast
BB McCullum,SK Raina,4,9,3,0,2,0,1,0,Right-hand bat,Right-arm,offbreak
BB McCullum,R McLaren,8,2,1,0,2,0,0,0,Right-hand bat,Right-arm,medium-fast
BB McCullum,R Vinay Kumar,13,10,5,0,12,0,2,1,Right-hand bat,Right-arm,medium
BB McCullum,VR Aaron,4,7,0,0,2,0,1,2,Right-hand bat,Right-arm,fast
BB McCullum,P Kumar,19,3,2,0,4,0,3,1,Right-hand bat,Right-arm,medium
BB McCullum,DJ Hooda,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
BB McCullum,V Kohli,0,1,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
BB McCullum,AA Chavan,1,1,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
AB Agarkar,DP Nannes,2,2,1,0,1,0,0,0,Right-hand bat,Left-arm,fast
AB Agarkar,J Botha,0,3,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
AB Agarkar,A Nehra,1,1,1,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
AB Agarkar,RR Raje,2,2,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
AB Agarkar,TM Dilshan,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
AB Agarkar,R Bhatia,1,3,1,0,1,0,1,0,Right-hand bat,Right-arm,medium-fast
AB Agarkar,P Amarnath,0,0,1,0,1,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,A Mishra,7,1,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
AB Agarkar,RA Jadeja,3,3,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
AB Agarkar,DE Bollinger,2,0,0,0,1,0,0,0,Right-hand bat,Left-arm,fast-medium
AB Agarkar,T Henderson,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
AB Agarkar,DJ Bravo,0,2,1,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast
AB Agarkar,JH Kallis,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
AB Agarkar,KAJ Roach,1,1,1,0,1,0,0,0,Right-hand bat,Right-arm,fast
AB Agarkar,A Singh,0,1,1,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
AB Agarkar,MS Gony,0,0,1,0,0,0,0,1,Right-hand bat,Right-arm,medium
AB Agarkar,RE van der Merwe,0,4,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
AB Agarkar,P Awana,0,2,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,SB Styris,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,M Muralitharan,1,2,0,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
AB Agarkar,SK Warne,1,4,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak
AB Agarkar,UT Yadav,0,3,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
AB Agarkar,Sohail Tanvir,4,1,1,0,1,0,1,0,Right-hand bat,Left-arm,medium-fast
AB Agarkar,PD Collingwood,0,0,3,0,0,0,0,1,Right-hand bat,Right-arm,medium
AB Agarkar,SL Malinga,2,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
AB Agarkar,RP Singh,0,0,0,0,0,0,1,1,Right-hand bat,Left-arm,fast-medium
AB Agarkar,DS Kulkarni,1,1,0,0,1,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,Kamran Khan,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
AB Agarkar,DJ Thornely,3,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,PJ Sangwan,2,1,1,0,2,0,1,1,Right-hand bat,Left-arm,medium
AB Agarkar,SR Watson,4,2,0,0,1,0,1,1,Right-hand bat,Right-arm,fast-medium
AB Agarkar,R Vinay Kumar,1,1,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,Joginder Sharma,1,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
AB Agarkar,P Kumar,3,7,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
AB Agarkar,R Ashwin,2,1,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak
AB Agarkar,IK Pathan,1,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium-fast
AB Agarkar,DW Steyn,1,1,0,0,0,0,0,0,Right-hand bat,Right-arm,fast
AB Agarkar,AB McDonald,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
AB Agarkar,ST Jayasuriya,4,1,0,0,0,0,0,1,Right-hand bat,Left-arm,slow
AB Agarkar,Jaskaran Singh,0,1,0,0,0,0,0,0,Right-hand bat,Right-arm,medium
SK Raina,JA Morkel,1,0,1,0,1,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,V Sehwag,0,2,0,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,J Botha,9,8,3,0,0,1,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,BE Hendricks,2,3,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
SK Raina,TA Boult,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,fast-medium
SK Raina,AC Thomas,3,4,1,0,1,0,0,1,Left-hand bat,Right-arm,fast-medium
SK Raina,TL Suman,0,3,1,0,1,0,2,0,Left-hand bat,Right-arm,offbreak
SK Raina,AB McDonald,3,0,0,0,1,0,1,0,Left-hand bat,Right-arm,fast-medium
SK Raina,MJ McClenaghan,6,4,0,0,6,0,1,1,Left-hand bat,Left-arm,fast-medium
SK Raina,RP Singh,11,12,0,0,2,0,1,1,Left-hand bat,Left-arm,fast-medium
SK Raina,MS Gony,1,4,0,0,1,0,2,0,Left-hand bat,Right-arm,medium
SK Raina,GB Hogg,7,8,0,0,0,0,0,1,Left-hand bat,Left-arm,slow
SK Raina,YK Pathan,20,30,1,0,6,0,2,3,Left-hand bat,Right-arm,offbreak
SK Raina,RJ Harris,4,2,0,0,0,0,0,1,Left-hand bat,Right-arm,fast
SK Raina,DJ Bravo,9,11,1,0,3,0,5,4,Left-hand bat,Right-arm,medium-fast
SK Raina,Azhar Mahmood,5,4,1,0,1,0,2,1,Left-hand bat,Right-arm,fast-medium
SK Raina,BJ Hodge,2,2,0,0,0,0,0,1,Left-hand bat,Right-arm,offbreak
SK Raina,R Rampaul,2,2,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,Parvez Rasool,1,4,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,GJ Maxwell,4,4,0,0,0,0,0,1,Left-hand bat,Right-arm,offbreak
SK Raina,AA Jhunjhunwala,2,3,1,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,M Kartik,5,9,0,0,4,0,0,0,Left-hand bat,Left-arm,slow
SK Raina,YA Abdulla,1,3,0,0,2,0,0,0,Left-hand bat,Left-arm,fast-medium
SK Raina,RE van der Merwe,3,4,1,0,0,0,0,1,Left-hand bat,Left-arm,slow
SK Raina,KW Richardson,4,8,1,0,2,0,1,0,Left-hand bat,Right-arm,fast-medium
SK Raina,Iqbal Abdulla,8,13,1,0,4,0,4,0,Left-hand bat,Left-arm,slow
SK Raina,SK Warne,20,27,6,0,5,0,1,3,Left-hand bat,Right-arm,legbreak
SK Raina,UT Yadav,40,14,1,0,11,0,1,1,Left-hand bat,Right-arm,fast-medium
SK Raina,Mohammad Asif,1,3,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,MP Stoinis,5,0,0,0,1,0,1,1,Left-hand bat,Right-arm,medium
SK Raina,A Symonds,6,7,1,0,1,0,1,1,Left-hand bat,Right-arm,medium
SK Raina,A Mithun,6,3,1,0,0,0,2,0,Left-hand bat,Right-arm,medium
SK Raina,S Aravind,6,4,0,0,0,0,2,0,Left-hand bat,Left-arm,medium-fast
SK Raina,KH Pandya,1,4,0,0,3,0,0,0,Left-hand bat,Left-arm,slow
SK Raina,MC Henriques,2,9,1,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium
SK Raina,S Nadeem,2,4,3,0,0,0,1,0,Left-hand bat,Left-arm,slow
SK Raina,Kamran Khan,1,4,0,0,1,0,2,0,Left-hand bat,Left-arm,medium-fast
SK Raina,SB Styris,2,8,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,PJ Sangwan,7,7,2,0,1,0,2,2,Left-hand bat,Left-arm,medium
SK Raina,SB Wagh,0,0,0,0,1,0,0,0,Left-hand bat,Left-arm,medium-fast
SK Raina,SJ Srivastava,1,2,0,0,0,0,0,0,Left-hand bat,Left-arm,fast-medium
SK Raina,JJ van der Wath,1,2,0,0,1,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,S Rana,3,3,1,0,2,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,Yuvraj Singh,2,2,0,0,0,0,1,1,Left-hand bat,Left-arm,slow
SK Raina,AD Russell,5,3,0,0,2,0,0,2,Left-hand bat,Right-arm,fast
SK Raina,J Theron,0,2,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast
SK Raina,B Lee,7,3,2,0,0,0,2,0,Left-hand bat,Right-arm,fast
SK Raina,JDS Neesham,5,5,1,0,1,0,0,1,Left-hand bat,Right-arm,medium
SK Raina,I Sharma,8,13,5,0,7,0,2,1,Left-hand bat,Right-arm,fast-medium
SK Raina,Imran Tahir,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,legbreak
SK Raina,DP Nannes,3,6,1,0,1,0,0,0,Left-hand bat,Left-arm,fast
SK Raina,Bipul Sharma,0,3,0,0,1,0,0,0,Left-hand bat,Left-arm,slow
SK Raina,JP Faulkner,1,3,0,0,1,0,0,1,Left-hand bat,Left-arm,fast-medium
SK Raina,PP Ojha,6,25,6,1,1,0,4,2,Left-hand bat,Left-arm,slow
SK Raina,TM Dilshan,6,12,2,0,0,0,1,1,Left-hand bat,Right-arm,offbreak
SK Raina,PM Sarvesh Kumar,2,1,0,0,2,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,Karanveer Singh,3,0,0,0,0,0,0,0,Left-hand bat,Right-arm,legbreak
SK Raina,JH Kallis,20,30,4,0,7,0,1,2,Left-hand bat,Right-arm,fast-medium
SK Raina,MM Patel,7,17,0,2,7,0,2,2,Left-hand bat,Right-arm,medium-fast
SK Raina,LRPL Taylor,0,2,1,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,CH Gayle,11,6,3,0,4,0,0,1,Left-hand bat,Right-arm,offbreak
SK Raina,NM Coulter-Nile,4,1,0,1,0,0,0,1,Left-hand bat,Right-arm,fast
SK Raina,M Ashwin,3,6,2,0,0,0,0,1,Left-hand bat,Right-arm,legbreak
SK Raina,S Sreesanth,10,9,1,0,3,0,2,1,Left-hand bat,Right-arm,fast-medium
SK Raina,SP Narine,13,17,5,0,3,0,4,1,Left-hand bat,Right-arm,offbreak
SK Raina,RV Gomez,2,2,0,0,2,0,1,0,Left-hand bat,Right-arm,medium
SK Raina,Ankit Sharma,1,2,1,0,0,0,0,1,Left-hand bat,Left-arm,slow
SK Raina,BAW Mendis,0,5,0,0,1,0,2,0,Left-hand bat,Right-arm,legbreak
SK Raina,AL Menaria,0,1,0,0,0,0,0,0,Left-hand bat,Left-arm,slow
SK Raina,JJ Bumrah,9,4,2,0,3,0,1,1,Left-hand bat,Right-arm,medium
SK Raina,CJ Anderson,1,1,0,0,1,0,0,0,Left-hand bat,Left-arm,medium-fast
SK Raina,P Negi,2,4,1,0,1,0,1,1,Left-hand bat,Left-arm,slow
SK Raina,Z Khan,12,11,2,0,7,0,3,2,Left-hand bat,Left-arm,fast-medium
SK Raina,L Balaji,5,7,2,0,2,0,0,1,Left-hand bat,Right-arm,medium-fast
SK Raina,YS Chahal,14,17,3,0,2,0,5,3,Left-hand bat,Right-arm,legbreak
SK Raina,J Suchith,1,0,0,0,1,0,0,1,Left-hand bat,Left-arm,slow
SK Raina,J Yadav,0,0,0,0,0,0,0,1,Left-hand bat,Right-arm,offbreak
SK Raina,A Kumble,9,11,1,0,0,0,0,0,Left-hand bat,Right-arm,legbreak
SK Raina,Pankaj Singh,6,2,1,0,3,0,0,1,Left-hand bat,Right-arm,medium-fast
SK Raina,SL Malinga,18,21,4,2,3,0,2,2,Left-hand bat,Right-arm,fast
SK Raina,HH Pandya,3,4,1,0,2,0,1,0,Left-hand bat,Right-arm,medium-fast
SK Raina,DS Kulkarni,3,4,0,0,1,0,1,1,Left-hand bat,Right-arm,medium
SK Raina,FH Edwards,3,0,1,0,0,0,0,0,Left-hand bat,Right-arm,fast
SK Raina,M Muralitharan,7,7,1,0,2,0,0,1,Left-hand bat,Right-arm,offbreak
SK Raina,DJG Sammy,2,4,2,0,3,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,SW Tait,4,2,2,0,2,0,0,0,Left-hand bat,Right-arm,fast
SK Raina,JR Hopes,1,4,0,0,0,0,2,0,Left-hand bat,Right-arm,medium
SK Raina,R Ashwin,7,8,2,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,JD Ryder,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,Shakib Al Hasan,9,7,2,0,3,0,1,2,Left-hand bat,Left-arm,slow
SK Raina,MM Sharma,2,3,0,0,1,0,1,1,Left-hand bat,Right-arm,medium
SK Raina,R Shukla,2,0,0,0,1,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,AR Patel,2,14,1,0,4,0,0,0,Left-hand bat,Left-arm,slow
SK Raina,DL Vettori,6,7,0,0,4,0,1,0,Left-hand bat,Left-arm,slow
SK Raina,WPUJC Vaas,1,0,0,0,0,0,1,1,Left-hand bat,Left-arm,fast-medium
SK Raina,MA Starc,6,6,1,0,2,0,0,0,Left-hand bat,Left-arm,fast
SK Raina,A Chandila,2,3,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,AD Mathews,4,8,1,0,4,0,1,0,Left-hand bat,Right-arm,fast-medium
SK Raina,R Bhatia,7,22,4,1,3,0,0,2,Left-hand bat,Right-arm,medium-fast
SK Raina,JD Unadkat,5,6,2,0,2,0,0,0,Left-hand bat,Left-arm,medium
SK Raina,A Mishra,10,29,5,0,5,0,3,3,Left-hand bat,Right-arm,legbreak
SK Raina,Harmeet Singh,5,7,1,0,2,0,0,1,Left-hand bat,Right-arm,medium
SK Raina,AS Rajpoot,5,3,1,0,3,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,DT Christian,6,5,0,0,2,0,0,1,Left-hand bat,Right-arm,fast-medium
SK Raina,AM Nayar,3,7,2,0,1,0,1,0,Left-hand bat,Right-arm,medium
SK Raina,Sandeep Sharma,9,6,3,1,4,0,4,0,Left-hand bat,Right-arm,medium
SK Raina,Shahid Afridi,8,5,0,0,3,0,1,0,Left-hand bat,Right-arm,legbreak
SK Raina,AN Ahmed,6,10,3,0,1,0,1,0,Left-hand bat,Right-arm,medium-fast
SK Raina,Y Venugopal Rao,0,2,0,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,JP Duminy,4,9,5,0,2,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,M Vijay,1,1,0,0,3,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,R Ninan,1,4,1,0,2,0,1,1,Left-hand bat,Right-arm,offbreak
SK Raina,J Syed Mohammad,0,3,0,0,1,0,0,1,Left-hand bat,Left-arm,slow
SK Raina,ND Doshi,0,1,0,0,1,0,1,0,Left-hand bat,Left-arm,slow
SK Raina,DJ Hussey,10,9,4,0,2,0,1,0,Left-hand bat,Right-arm,offbreak
SK Raina,MG Johnson,16,14,6,0,5,0,3,2,Left-hand bat,Left-arm,fast
SK Raina,SMSM Senanayake,2,0,1,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,DW Steyn,9,14,0,0,3,0,0,0,Left-hand bat,Right-arm,fast
SK Raina,SM Pollock,2,1,0,0,1,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,Sohail Tanvir,6,2,2,0,3,0,1,0,Left-hand bat,Left-arm,medium-fast
SK Raina,B Kumar,15,14,1,0,8,0,2,3,Left-hand bat,Right-arm,medium
SK Raina,VRV Singh,8,6,0,0,1,0,3,0,Left-hand bat,Right-arm,medium-fast
SK Raina,P Suyal,1,2,1,0,0,0,0,0,Left-hand bat,Left-arm,medium
SK Raina,CH Morris,8,4,2,0,1,0,0,3,Left-hand bat,Right-arm,fast-medium
SK Raina,CRD Fernando,3,0,0,0,2,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,SB Bangar,2,2,0,0,1,0,0,1,Left-hand bat,Right-arm,medium-fast
SK Raina,AD Mascarenhas,4,0,1,0,1,0,1,0,Left-hand bat,Right-arm,fast-medium
SK Raina,BB Sran,2,7,2,0,2,0,0,0,Left-hand bat,Left-arm,medium
SK Raina,R Sathish,0,2,1,0,3,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,IK Pathan,20,9,2,0,7,0,4,1,Left-hand bat,Left-arm,medium-fast
SK Raina,M Morkel,6,10,1,0,2,0,2,0,Left-hand bat,Right-arm,fast
SK Raina,VS Yeligati,1,1,0,0,2,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,LR Shukla,9,8,1,0,3,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,RG Sharma,3,3,0,0,0,0,0,1,Left-hand bat,Right-arm,offbreak
SK Raina,R Dhawan,2,3,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,D Wiese,7,8,1,0,2,0,1,0,Left-hand bat,Right-arm,medium-fast
SK Raina,A Nehra,15,6,1,0,0,0,1,1,Left-hand bat,Left-arm,medium-fast
SK Raina,JE Taylor,4,0,1,0,0,0,2,0,Left-hand bat,Right-arm,fast
SK Raina,JEC Franklin,0,3,0,0,1,0,0,1,Left-hand bat,Left-arm,medium
SK Raina,LJ Wright,0,2,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,A Singh,3,3,3,0,3,0,1,2,Left-hand bat,Right-arm,medium-fast
SK Raina,Harbhajan Singh,33,59,7,0,4,0,6,4,Left-hand bat,Right-arm,offbreak
SK Raina,KK Cooper,3,5,0,0,2,0,1,2,Left-hand bat,Right-arm,medium
SK Raina,PP Chawla,21,28,6,0,12,0,9,4,Left-hand bat,Left-arm,legbreak
SK Raina,JO Holder,2,2,0,0,2,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,T Shamsi,3,4,0,0,1,0,0,0,Left-hand bat,Left-arm,slow
SK Raina,Gurkeerat Singh,3,3,3,0,2,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,Anureet Singh,4,8,0,0,3,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,AB Dinda,10,14,2,0,8,0,1,1,Left-hand bat,Right-arm,medium-fast
SK Raina,HV Patel,18,5,2,0,3,0,0,1,Left-hand bat,Right-arm,medium
SK Raina,Shoaib Ahmed,0,3,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,S Ladda,1,1,0,0,1,0,0,0,Left-hand bat,Right-arm,legbreak
SK Raina,PV Tambe,7,2,1,0,0,0,0,0,Left-hand bat,Right-arm,legbreak
SK Raina,WA Mota,1,1,0,0,0,0,0,2,Left-hand bat,Right-arm,medium
SK Raina,KV Sharma,4,8,0,0,0,0,2,1,Left-hand bat,Left-arm,legbreak
SK Raina,SM Harwood,5,1,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,RS Bopara,0,3,0,0,0,0,0,1,Left-hand bat,Right-arm,medium
SK Raina,Mohammed Shami,5,5,1,0,0,0,1,0,Left-hand bat,Right-arm,fast-medium
SK Raina,RR Powar,6,19,2,0,5,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,TG Southee,3,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,P Awana,6,5,3,0,7,0,2,1,Left-hand bat,Right-arm,medium
SK Raina,PJ Cummins,7,3,0,0,0,0,0,0,Left-hand bat,Right-arm,fast
SK Raina,MA Khote,1,1,2,0,0,0,0,1,Left-hand bat,Right-arm,medium
SK Raina,AM Salvi,0,1,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,R Sharma,3,12,2,0,0,0,0,1,Left-hand bat,Right-arm,legbreak
SK Raina,K Goel,1,5,0,0,0,0,1,0,Left-hand bat,Right-arm,offbreak
SK Raina,WD Parnell,0,3,0,0,2,0,1,0,Left-hand bat,Left-arm,medium-fast
SK Raina,B Akhil,3,5,0,0,1,0,1,0,Left-hand bat,Right-arm,medium-fast
SK Raina,V Pratap Singh,3,1,0,0,1,0,2,0,Left-hand bat,Right-arm,medium
SK Raina,STR Binny,0,8,0,0,0,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,KA Pollard,12,21,5,0,6,0,3,1,Left-hand bat,Right-arm,medium-fast
SK Raina,KP Pietersen,5,9,1,0,0,0,0,2,Left-hand bat,Right-arm,offbreak
SK Raina,DR Smith,2,5,1,0,5,0,3,0,Left-hand bat,Right-arm,medium
SK Raina,SR Watson,10,15,2,0,7,0,1,2,Left-hand bat,Right-arm,fast-medium
SK Raina,NLTC Perera,6,11,3,1,4,0,1,2,Left-hand bat,Right-arm,medium-fast
SK Raina,AB Agarkar,9,6,0,0,1,0,0,0,Left-hand bat,Right-arm,fast
SK Raina,R McLaren,2,5,0,0,0,0,0,0,Left-hand bat,Right-arm,medium-fast
SK Raina,GS Sandhu,0,2,1,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium
SK Raina,R Vinay Kumar,22,22,2,0,9,0,6,1,Left-hand bat,Right-arm,medium
SK Raina,VR Aaron,6,5,1,1,3,0,0,1,Left-hand bat,Right-arm,fast
SK Raina,P Kumar,9,17,7,0,6,0,5,3,Left-hand bat,Right-arm,medium
SK Raina,DJ Hooda,2,8,1,0,1,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,MN Samuels,2,3,0,0,0,0,0,0,Left-hand bat,Right-arm,offbreak
SK Raina,Mustafizur Rahman,0,5,0,0,1,0,0,0,Left-hand bat,Left-arm,fast-medium
SK Raina,V Kohli,3,7,0,0,2,0,0,0,Left-hand bat,Right-arm,medium
SK Raina,MK Tiwary,0,2,0,0,0,0,1,0,Left-hand bat,Right-arm,legbreak
SK Raina,DP Vijaykumar,4,3,0,0,3,0,1,0,Left-hand bat,Right-arm,medium
SK Raina,SK Trivedi,9,24,11,0,10,0,1,1,Left-hand bat,Right-arm,medium
M Vohra,MM Sharma,3,2,1,0,0,0,0,0,Right-hand bat,Right-arm,medium
M Vohra,DP Nannes,2,1,0,0,0,0,0,0,Right-hand bat,Left-arm,fast
M Vohra,Bipul Sharma,2,1,0,0,1,0,0,1,Right-hand bat,Left-arm,slow
M Vohra,MJ McClenaghan,0,3,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium
M Vohra,D Wiese,1,0,0,1,0,0,0,0,Right-hand bat,Right-arm,medium-fast
M Vohra,J Botha,3,2,0,0,1,0,1,1,Right-hand bat,Right-arm,offbreak
M Vohra,A Nehra,1,1,0,0,1,0,0,0,Right-hand bat,Left-arm,medium-fast
M Vohra,TA Boult,2,1,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium
M Vohra,Yuvraj Singh,0,0,1,0,0,0,0,1,Right-hand bat,Left-arm,slow
M Vohra,MA Starc,2,1,1,0,0,0,0,1,Right-hand bat,Left-arm,fast
M Vohra,A Chandila,3,1,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak
M Vohra,PP Ojha,2,3,0,0,0,0,1,0,Right-hand bat,Left-arm,slow
M Vohra,R Bhatia,0,6,1,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
M Vohra,R Tewatia,2,0,0,0,0,0,0,1,Right-hand bat,Left-arm,legbreak
M Vohra,MR Marsh,1,3,2,0,1,0,0,0,Right-hand bat,Right-arm,medium
M Vohra,JD Unadkat,6,0,1,0,0,1,0,0,Right-hand bat,Left-arm,medium
M Vohra,JH Kallis,3,8,0,0,2,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vohra,RA Jadeja,8,3,2,0,1,0,1,2,Right-hand bat,Left-arm,slow
M Vohra,A Mishra,2,2,1,0,1,0,0,2,Right-hand bat,Right-arm,legbreak
M Vohra,M Ashwin,2,4,1,0,1,0,0,0,Right-hand bat,Right-arm,legbreak
M Vohra,KA Pollard,0,1,0,0,1,0,0,0,Right-hand bat,Right-arm,medium-fast
M Vohra,HV Patel,0,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium
M Vohra,JP Faulkner,2,1,1,0,3,0,0,0,Right-hand bat,Left-arm,fast-medium
M Vohra,S Sreesanth,0,2,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vohra,S Nadeem,3,1,1,1,0,0,1,0,Right-hand bat,Left-arm,slow
M Vohra,GB Hogg,5,3,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
M Vohra,SP Narine,11,7,0,0,3,0,0,1,Right-hand bat,Right-arm,offbreak
M Vohra,S Ladda,0,4,1,0,1,0,1,0,Right-hand bat,Right-arm,legbreak
M Vohra,AD Mathews,1,3,0,0,1,0,0,0,Right-hand bat,Right-arm,fast-medium
M Vohra,RE van der Merwe,2,1,0,0,0,0,0,0,Right-hand bat,Left-arm,slow
M Vohra,KV Sharma,0,2,0,0,0,0,0,0,Right-hand bat,Left-arm,legbreak
M Vohra,Ankit Sharma,2,3,3,0,0,0,0,1,Right-hand bat,Left-arm,slow
M Vohra,BAW Mendis,1,1,0,1,1,0,0,0,Right-hand bat,Right-arm,legbreak
M Vohra,B Kumar,11,4,0,0,3,0,0,0,Right-hand bat,Right-arm,medium
M Vohra,Mohammed Shami,5,4,1,0,2,0,2,0,Right-hand bat,Right-arm,fast-medium
M Vohra,JP Duminy,3,4,0,0,1,0,0,0,Right-hand bat,Right-arm,offbreak
M Vohra,JJ Bumrah,3,3,0,0,2,0,0,1,Right-hand bat,Right-arm,medium
M Vohra,S Aravind,0,1,0,0,0,0,1,0,Right-hand bat,Left-arm,medium-fast
M Vohra,Imran Tahir,5,4,0,0,1,0,0,2,Right-hand bat,Right-arm,legbreak
M Vohra,P Negi,2,1,0,0,1,0,0,1,Right-hand bat,Left-arm,slow
M Vohra,MG Johnson,0,1,0,0,0,0,0,1,Right-hand bat,Left-arm,fast
M Vohra,TG Southee,3,2,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast
M Vohra,PJ Sangwan,0,1,0,0,0,0,0,0,Right-hand bat,Left-arm,medium
M Vohra,Z Khan,9,1,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium
M Vohra,L Balaji,1,0,0,0,1,0,1,2,Right-hand bat,Right-arm,medium-fast
