 player1,player2,partner-name,team,partnership,winner,looser
AC Gilchrist,SE Marsh,AC Gilchrist- SE Marsh,Kings XI Punjab,8,Kolkata Knight Riders,Kings XI Punjab
AC Gilchrist,KD Karthik,AC Gilchrist- KD Karthik,Kings XI Punjab,4,Kolkata Knight Riders,Kings XI Punjab
AM Nayar,KD Karthik,AM Nayar- KD Karthik,Kings XI Punjab,9,Kolkata Knight Riders,Kings XI Punjab
DJ Hussey,KD Karthik,DJ Hussey- KD Karthik,Kings XI Punjab,33,Kolkata Knight Riders,Kings XI Punjab
Bipul Sharma,KD Karthik,Bipul Sharma- KD Karthik,Kings XI Punjab,31,Kolkata Knight Riders,Kings XI Punjab
Bipul Sharma,P Kumar,Bipul Sharma- P Kumar,Kings XI Punjab,2,Kolkata Knight Riders,Kings XI Punjab
EJG Morgan,JH Kallis,EJG Morgan- JH Kallis,Kolkata Knight Riders,7,Kolkata Knight Riders,Kings XI Punjab
EJG Morgan,G Gambhir,EJG Morgan- G Gambhir,Kolkata Knight Riders,30,Kolkata Knight Riders,Kings XI Punjab
G Gambhir,MK Tiwary,G Gambhir- MK Tiwary,Kolkata Knight Riders,85,Kolkata Knight Riders,Kings XI Punjab
DA Warner,V Sehwag,DA Warner- V Sehwag,Delhi Daredevils,89,Delhi Daredevils,Kochi Tuskers Kerala
NV Ojha,V Sehwag,NV Ojha- V Sehwag,Delhi Daredevils,0,Delhi Daredevils,Kochi Tuskers Kerala
V Sehwag,Y Venugopal Rao,V Sehwag- Y Venugopal Rao,Delhi Daredevils,31,Delhi Daredevils,Kochi Tuskers Kerala
V Sehwag,Y Nagar,V Sehwag- Y Nagar,Delhi Daredevils,56,Delhi Daredevils,Kochi Tuskers Kerala
TR Birt,V Sehwag,TR Birt- V Sehwag,Delhi Daredevils,41,Delhi Daredevils,Kochi Tuskers Kerala
IK Pathan,TR Birt,IK Pathan- TR Birt,Delhi Daredevils,13,Delhi Daredevils,Kochi Tuskers Kerala
IK Pathan,RE van der Merwe,IK Pathan- RE van der Merwe,Delhi Daredevils,12,Delhi Daredevils,Kochi Tuskers Kerala
BB McCullum,M Klinger,BB McCullum- M Klinger,Kochi Tuskers Kerala,22,Delhi Daredevils,Kochi Tuskers Kerala
BB McCullum,PA Patel,BB McCullum- PA Patel,Kochi Tuskers Kerala,5,Delhi Daredevils,Kochi Tuskers Kerala
DPMD Jayawardene,PA Patel,DPMD Jayawardene- PA Patel,Kochi Tuskers Kerala,13,Delhi Daredevils,Kochi Tuskers Kerala
BJ Hodge,DPMD Jayawardene,BJ Hodge- DPMD Jayawardene,Kochi Tuskers Kerala,22,Delhi Daredevils,Kochi Tuskers Kerala
BJ Hodge,RA Jadeja,BJ Hodge- RA Jadeja,Kochi Tuskers Kerala,27,Delhi Daredevils,Kochi Tuskers Kerala
B Akhil,RA Jadeja,B Akhil- RA Jadeja,Kochi Tuskers Kerala,16,Delhi Daredevils,Kochi Tuskers Kerala
R Vinay Kumar,RA Jadeja,R Vinay Kumar- RA Jadeja,Kochi Tuskers Kerala,25,Delhi Daredevils,Kochi Tuskers Kerala
R Vinay Kumar,RR Powar,R Vinay Kumar- RR Powar,Kochi Tuskers Kerala,0,Delhi Daredevils,Kochi Tuskers Kerala
R Vinay Kumar,S Sreesanth,R Vinay Kumar- S Sreesanth,Kochi Tuskers Kerala,0,Delhi Daredevils,Kochi Tuskers Kerala
R Vinay Kumar,RP Singh,R Vinay Kumar- RP Singh,Kochi Tuskers Kerala,1,Delhi Daredevils,Kochi Tuskers Kerala
CH Gayle,TM Dilshan,CH Gayle- TM Dilshan,Royal Challengers Bangalore,58,Royal Challengers Bangalore,Pune Warriors
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,17,Royal Challengers Bangalore,Pune Warriors
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,66,Royal Challengers Bangalore,Pune Warriors
SS Tiwary,V Kohli,SS Tiwary- V Kohli,Royal Challengers Bangalore,29,Royal Challengers Bangalore,Pune Warriors
M Kaif,SS Tiwary,M Kaif- SS Tiwary,Royal Challengers Bangalore,10,Royal Challengers Bangalore,Pune Warriors
A Mithun,M Kaif,A Mithun- M Kaif,Royal Challengers Bangalore,2,Royal Challengers Bangalore,Pune Warriors
JD Ryder,TD Paine,JD Ryder- TD Paine,Pune Warriors,37,Royal Challengers Bangalore,Pune Warriors
JD Ryder,MK Pandey,JD Ryder- MK Pandey,Pune Warriors,44,Royal Challengers Bangalore,Pune Warriors
MK Pandey,Yuvraj Singh,MK Pandey- Yuvraj Singh,Pune Warriors,22,Royal Challengers Bangalore,Pune Warriors
RV Uthappa,Yuvraj Singh,RV Uthappa- Yuvraj Singh,Pune Warriors,30,Royal Challengers Bangalore,Pune Warriors
M Manhas,RV Uthappa,M Manhas- RV Uthappa,Pune Warriors,6,Royal Challengers Bangalore,Pune Warriors
Harpreet Singh,RV Uthappa,Harpreet Singh- RV Uthappa,Pune Warriors,18,Royal Challengers Bangalore,Pune Warriors
DJ Jacobs,SR Tendulkar,DJ Jacobs- SR Tendulkar,Mumbai Indians,40,Rajasthan Royals,Mumbai Indians
AT Rayudu,SR Tendulkar,AT Rayudu- SR Tendulkar,Mumbai Indians,6,Rajasthan Royals,Mumbai Indians
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,18,Rajasthan Royals,Mumbai Indians
A Symonds,RG Sharma,A Symonds- RG Sharma,Mumbai Indians,4,Rajasthan Royals,Mumbai Indians
A Symonds,KA Pollard,A Symonds- KA Pollard,Mumbai Indians,18,Rajasthan Royals,Mumbai Indians
A Symonds,R Sathish,A Symonds- R Sathish,Mumbai Indians,13,Rajasthan Royals,Mumbai Indians
Harbhajan Singh,R Sathish,Harbhajan Singh- R Sathish,Mumbai Indians,1,Rajasthan Royals,Mumbai Indians
Harbhajan Singh,SL Malinga,Harbhajan Singh- SL Malinga,Mumbai Indians,1,Rajasthan Royals,Mumbai Indians
AG Murtaza,Harbhajan Singh,AG Murtaza- Harbhajan Singh,Mumbai Indians,11,Rajasthan Royals,Mumbai Indians
R Dravid,SR Watson,R Dravid- SR Watson,Rajasthan Royals,28,Rajasthan Royals,Mumbai Indians
J Botha,SR Watson,J Botha- SR Watson,Rajasthan Royals,39,Rajasthan Royals,Mumbai Indians
J Botha,LRPL Taylor,J Botha- LRPL Taylor,Rajasthan Royals,34,Rajasthan Royals,Mumbai Indians
AL Menaria,LRPL Taylor,AL Menaria- LRPL Taylor,Rajasthan Royals,5,Rajasthan Royals,Mumbai Indians
JH Kallis,SP Goswami,JH Kallis- SP Goswami,Kolkata Knight Riders,34,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,SP Goswami,G Gambhir- SP Goswami,Kolkata Knight Riders,13,Kolkata Knight Riders,Delhi Daredevils
G Gambhir,MK Tiwary,G Gambhir- MK Tiwary,Kolkata Knight Riders,40,Kolkata Knight Riders,Delhi Daredevils
MK Tiwary,YK Pathan,MK Tiwary- YK Pathan,Kolkata Knight Riders,23,Kolkata Knight Riders,Delhi Daredevils
EJG Morgan,MK Tiwary,EJG Morgan- MK Tiwary,Kolkata Knight Riders,0,Kolkata Knight Riders,Delhi Daredevils
MK Tiwary,RN ten Doeschate,MK Tiwary- RN ten Doeschate,Kolkata Knight Riders,35,Kolkata Knight Riders,Delhi Daredevils
B Lee,MK Tiwary,B Lee- MK Tiwary,Kolkata Knight Riders,5,Kolkata Knight Riders,Delhi Daredevils
L Balaji,MK Tiwary,L Balaji- MK Tiwary,Kolkata Knight Riders,3,Kolkata Knight Riders,Delhi Daredevils
DA Warner,V Sehwag,DA Warner- V Sehwag,Delhi Daredevils,17,Kolkata Knight Riders,Delhi Daredevils
JR Hopes,V Sehwag,JR Hopes- V Sehwag,Delhi Daredevils,29,Kolkata Knight Riders,Delhi Daredevils
IK Pathan,JR Hopes,IK Pathan- JR Hopes,Delhi Daredevils,18,Kolkata Knight Riders,Delhi Daredevils
JR Hopes,TR Birt,JR Hopes- TR Birt,Delhi Daredevils,14,Kolkata Knight Riders,Delhi Daredevils
JR Hopes,Y Venugopal Rao,JR Hopes- Y Venugopal Rao,Delhi Daredevils,8,Kolkata Knight Riders,Delhi Daredevils
NV Ojha,Y Venugopal Rao,NV Ojha- Y Venugopal Rao,Delhi Daredevils,2,Kolkata Knight Riders,Delhi Daredevils
Y Nagar,Y Venugopal Rao,Y Nagar- Y Venugopal Rao,Delhi Daredevils,38,Kolkata Knight Riders,Delhi Daredevils
AB Agarkar,Y Nagar,AB Agarkar- Y Nagar,Delhi Daredevils,0,Kolkata Knight Riders,Delhi Daredevils
M Morkel,Y Nagar,M Morkel- Y Nagar,Delhi Daredevils,7,Kolkata Knight Riders,Delhi Daredevils
M Morkel,UT Yadav,M Morkel- UT Yadav,Delhi Daredevils,1,Kolkata Knight Riders,Delhi Daredevils
S Dhawan,S Sohal,S Dhawan- S Sohal,Deccan Chargers,4,Deccan Chargers,Kochi Tuskers Kerala
B Chipli,S Dhawan,B Chipli- S Dhawan,Deccan Chargers,3,Deccan Chargers,Kochi Tuskers Kerala
B Chipli,KC Sangakkara,B Chipli- KC Sangakkara,Deccan Chargers,14,Deccan Chargers,Kochi Tuskers Kerala
CL White,KC Sangakkara,CL White- KC Sangakkara,Deccan Chargers,90,Deccan Chargers,Kochi Tuskers Kerala
DT Christian,KC Sangakkara,DT Christian- KC Sangakkara,Deccan Chargers,0,Deccan Chargers,Kochi Tuskers Kerala
DB Ravi Teja,DT Christian,DB Ravi Teja- DT Christian,Deccan Chargers,17,Deccan Chargers,Kochi Tuskers Kerala
A Mishra,DB Ravi Teja,A Mishra- DB Ravi Teja,Deccan Chargers,0,Deccan Chargers,Kochi Tuskers Kerala
DB Ravi Teja,MS Gony,DB Ravi Teja- MS Gony,Deccan Chargers,2,Deccan Chargers,Kochi Tuskers Kerala
BB McCullum,DPMD Jayawardene,BB McCullum- DPMD Jayawardene,Kochi Tuskers Kerala,2,Deccan Chargers,Kochi Tuskers Kerala
DPMD Jayawardene,PA Patel,DPMD Jayawardene- PA Patel,Kochi Tuskers Kerala,1,Deccan Chargers,Kochi Tuskers Kerala
DPMD Jayawardene,RV Gomez,DPMD Jayawardene- RV Gomez,Kochi Tuskers Kerala,0,Deccan Chargers,Kochi Tuskers Kerala
BJ Hodge,DPMD Jayawardene,BJ Hodge- DPMD Jayawardene,Kochi Tuskers Kerala,1,Deccan Chargers,Kochi Tuskers Kerala
DPMD Jayawardene,KM Jadhav,DPMD Jayawardene- KM Jadhav,Kochi Tuskers Kerala,4,Deccan Chargers,Kochi Tuskers Kerala
DPMD Jayawardene,RA Jadeja,DPMD Jayawardene- RA Jadeja,Kochi Tuskers Kerala,5,Deccan Chargers,Kochi Tuskers Kerala
NLTC Perera,RA Jadeja,NLTC Perera- RA Jadeja,Kochi Tuskers Kerala,36,Deccan Chargers,Kochi Tuskers Kerala
R Vinay Kumar,RA Jadeja,R Vinay Kumar- RA Jadeja,Kochi Tuskers Kerala,26,Deccan Chargers,Kochi Tuskers Kerala
R Vinay Kumar,S Sreesanth,R Vinay Kumar- S Sreesanth,Kochi Tuskers Kerala,1,Deccan Chargers,Kochi Tuskers Kerala
RP Singh,S Sreesanth,RP Singh- S Sreesanth,Kochi Tuskers Kerala,0,Deccan Chargers,Kochi Tuskers Kerala
JD Ryder,MD Mishra,JD Ryder- MD Mishra,Pune Warriors,22,Chennai Super Kings,Pune Warriors
MD Mishra,MK Pandey,MD Mishra- MK Pandey,Pune Warriors,0,Chennai Super Kings,Pune Warriors
M Manhas,MK Pandey,M Manhas- MK Pandey,Pune Warriors,6,Chennai Super Kings,Pune Warriors
MK Pandey,Yuvraj Singh,MK Pandey- Yuvraj Singh,Pune Warriors,13,Chennai Super Kings,Pune Warriors
RV Uthappa,Yuvraj Singh,RV Uthappa- Yuvraj Singh,Pune Warriors,42,Chennai Super Kings,Pune Warriors
MR Marsh,Yuvraj Singh,MR Marsh- Yuvraj Singh,Pune Warriors,40,Chennai Super Kings,Pune Warriors
JE Taylor,Yuvraj Singh,JE Taylor- Yuvraj Singh,Pune Warriors,18,Chennai Super Kings,Pune Warriors
M Vijay,MEK Hussey,M Vijay- MEK Hussey,Chennai Super Kings,37,Chennai Super Kings,Pune Warriors
M Vijay,S Badrinath,M Vijay- S Badrinath,Chennai Super Kings,61,Chennai Super Kings,Pune Warriors
S Badrinath,SK Raina,S Badrinath- SK Raina,Chennai Super Kings,65,Chennai Super Kings,Pune Warriors
DA Warner,V Sehwag,DA Warner- V Sehwag,Delhi Daredevils,98,Royal Challengers Bangalore,Delhi Daredevils
JR Hopes,V Sehwag,JR Hopes- V Sehwag,Delhi Daredevils,10,Royal Challengers Bangalore,Delhi Daredevils
JR Hopes,MS Wade,JR Hopes- MS Wade,Delhi Daredevils,25,Royal Challengers Bangalore,Delhi Daredevils
JR Hopes,Y Venugopal Rao,JR Hopes- Y Venugopal Rao,Delhi Daredevils,47,Royal Challengers Bangalore,Delhi Daredevils
JR Hopes,NV Ojha,JR Hopes- NV Ojha,Delhi Daredevils,27,Royal Challengers Bangalore,Delhi Daredevils
IK Pathan,NV Ojha,IK Pathan- NV Ojha,Delhi Daredevils,9,Royal Challengers Bangalore,Delhi Daredevils
IK Pathan,Y Nagar,IK Pathan- Y Nagar,Delhi Daredevils,9,Royal Challengers Bangalore,Delhi Daredevils
CH Gayle,TM Dilshan,CH Gayle- TM Dilshan,Royal Challengers Bangalore,10,Royal Challengers Bangalore,Delhi Daredevils
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,82,Royal Challengers Bangalore,Delhi Daredevils
AB de Villiers,V Kohli,AB de Villiers- V Kohli,Royal Challengers Bangalore,12,Royal Challengers Bangalore,Delhi Daredevils
SS Tiwary,V Kohli,SS Tiwary- V Kohli,Royal Challengers Bangalore,1,Royal Challengers Bangalore,Delhi Daredevils
CA Pujara,SS Tiwary,CA Pujara- SS Tiwary,Royal Challengers Bangalore,11,Royal Challengers Bangalore,Delhi Daredevils
DL Vettori,SS Tiwary,DL Vettori- SS Tiwary,Royal Challengers Bangalore,32,Royal Challengers Bangalore,Delhi Daredevils
A Mithun,DL Vettori,A Mithun- DL Vettori,Royal Challengers Bangalore,0,Royal Challengers Bangalore,Delhi Daredevils
DL Vettori,J Syed Mohammad,DL Vettori- J Syed Mohammad,Royal Challengers Bangalore,22,Royal Challengers Bangalore,Delhi Daredevils
M Vijay,MEK Hussey,M Vijay- MEK Hussey,Chennai Super Kings,86,Chennai Super Kings,Pune Warriors
MEK Hussey,SK Raina,MEK Hussey- SK Raina,Chennai Super Kings,2,Chennai Super Kings,Pune Warriors
MEK Hussey,MS Dhoni,MEK Hussey- MS Dhoni,Chennai Super Kings,52,Chennai Super Kings,Pune Warriors
JA Morkel,MEK Hussey,JA Morkel- MEK Hussey,Chennai Super Kings,4,Chennai Super Kings,Pune Warriors
JA Morkel,S Badrinath,JA Morkel- S Badrinath,Chennai Super Kings,1,Chennai Super Kings,Pune Warriors
S Anirudha,S Badrinath,S Anirudha- S Badrinath,Chennai Super Kings,19,Chennai Super Kings,Pune Warriors
JD Ryder,MD Mishra,JD Ryder- MD Mishra,Pune Warriors,38,Chennai Super Kings,Pune Warriors
JD Ryder,MK Pandey,JD Ryder- MK Pandey,Pune Warriors,8,Chennai Super Kings,Pune Warriors
MK Pandey,RV Uthappa,MK Pandey- RV Uthappa,Pune Warriors,13,Chennai Super Kings,Pune Warriors
RV Uthappa,Yuvraj Singh,RV Uthappa- Yuvraj Singh,Pune Warriors,0,Chennai Super Kings,Pune Warriors
M Manhas,Yuvraj Singh,M Manhas- Yuvraj Singh,Pune Warriors,38,Chennai Super Kings,Pune Warriors
NL McCullum,Yuvraj Singh,NL McCullum- Yuvraj Singh,Pune Warriors,31,Chennai Super Kings,Pune Warriors
NL McCullum,R Sharma,NL McCullum- R Sharma,Pune Warriors,1,Chennai Super Kings,Pune Warriors
JE Taylor,NL McCullum,JE Taylor- NL McCullum,Pune Warriors,4,Chennai Super Kings,Pune Warriors
M Kartik,NL McCullum,M Kartik- NL McCullum,Pune Warriors,0,Chennai Super Kings,Pune Warriors
AC Thomas,M Kartik,AC Thomas- M Kartik,Pune Warriors,3,Chennai Super Kings,Pune Warriors
DPMD Jayawardene,VVS Laxman,DPMD Jayawardene- VVS Laxman,Kochi Tuskers Kerala,29,Rajasthan Royals,Kochi Tuskers Kerala
DPMD Jayawardene,PA Patel,DPMD Jayawardene- PA Patel,Kochi Tuskers Kerala,2,Rajasthan Royals,Kochi Tuskers Kerala
BJ Hodge,PA Patel,BJ Hodge- PA Patel,Kochi Tuskers Kerala,14,Rajasthan Royals,Kochi Tuskers Kerala
PA Patel,RA Jadeja,PA Patel- RA Jadeja,Kochi Tuskers Kerala,48,Rajasthan Royals,Kochi Tuskers Kerala
PA Patel,RV Gomez,PA Patel- RV Gomez,Kochi Tuskers Kerala,0,Rajasthan Royals,Kochi Tuskers Kerala
NLTC Perera,RV Gomez,NLTC Perera- RV Gomez,Kochi Tuskers Kerala,0,Rajasthan Royals,Kochi Tuskers Kerala
KM Jadhav,NLTC Perera,KM Jadhav- NLTC Perera,Kochi Tuskers Kerala,2,Rajasthan Royals,Kochi Tuskers Kerala
KM Jadhav,R Vinay Kumar,KM Jadhav- R Vinay Kumar,Kochi Tuskers Kerala,6,Rajasthan Royals,Kochi Tuskers Kerala
KM Jadhav,M Muralitharan,KM Jadhav- M Muralitharan,Kochi Tuskers Kerala,10,Rajasthan Royals,Kochi Tuskers Kerala
M Muralitharan,RP Singh,M Muralitharan- RP Singh,Kochi Tuskers Kerala,1,Rajasthan Royals,Kochi Tuskers Kerala
R Dravid,SR Watson,R Dravid- SR Watson,Rajasthan Royals,72,Rajasthan Royals,Kochi Tuskers Kerala
J Botha,SR Watson,J Botha- SR Watson,Rajasthan Royals,34,Rajasthan Royals,Kochi Tuskers Kerala
J Botha,LRPL Taylor,J Botha- LRPL Taylor,Rajasthan Royals,6,Rajasthan Royals,Kochi Tuskers Kerala
DJ Jacobs,SR Tendulkar,DJ Jacobs- SR Tendulkar,Mumbai Indians,53,Mumbai Indians,Deccan Chargers
AT Rayudu,SR Tendulkar,AT Rayudu- SR Tendulkar,Mumbai Indians,23,Mumbai Indians,Deccan Chargers
AT Rayudu,KA Pollard,AT Rayudu- KA Pollard,Mumbai Indians,0,Mumbai Indians,Deccan Chargers
KA Pollard,RG Sharma,KA Pollard- RG Sharma,Mumbai Indians,0,Mumbai Indians,Deccan Chargers
A Symonds,RG Sharma,A Symonds- RG Sharma,Mumbai Indians,102,Mumbai Indians,Deccan Chargers
S Dhawan,S Sohal,S Dhawan- S Sohal,Deccan Chargers,116,Mumbai Indians,Deccan Chargers
KC Sangakkara,S Dhawan,KC Sangakkara- S Dhawan,Deccan Chargers,27,Mumbai Indians,Deccan Chargers
CL White,KC Sangakkara,CL White- KC Sangakkara,Deccan Chargers,13,Mumbai Indians,Deccan Chargers
B Chipli,KC Sangakkara,B Chipli- KC Sangakkara,Deccan Chargers,16,Mumbai Indians,Deccan Chargers
DT Christian,KC Sangakkara,DT Christian- KC Sangakkara,Deccan Chargers,23,Mumbai Indians,Deccan Chargers
DB Ravi Teja,DT Christian,DB Ravi Teja- DT Christian,Deccan Chargers,6,Mumbai Indians,Deccan Chargers
A Mishra,DB Ravi Teja,A Mishra- DB Ravi Teja,Deccan Chargers,2,Mumbai Indians,Deccan Chargers
A Mishra,DW Steyn,A Mishra- DW Steyn,Deccan Chargers,27,Mumbai Indians,Deccan Chargers
A Mishra,I Sharma,A Mishra- I Sharma,Deccan Chargers,7,Mumbai Indians,Deccan Chargers
DA Warner,V Sehwag,DA Warner- V Sehwag,Delhi Daredevils,153,Delhi Daredevils,Kings XI Punjab
DA Warner,Y Nagar,DA Warner- Y Nagar,Delhi Daredevils,18,Delhi Daredevils,Kings XI Punjab
DA Warner,Y Venugopal Rao,DA Warner- Y Venugopal Rao,Delhi Daredevils,15,Delhi Daredevils,Kings XI Punjab
AJ Finch,Y Venugopal Rao,AJ Finch- Y Venugopal Rao,Delhi Daredevils,5,Delhi Daredevils,Kings XI Punjab
NV Ojha,Y Venugopal Rao,NV Ojha- Y Venugopal Rao,Delhi Daredevils,47,Delhi Daredevils,Kings XI Punjab
AC Gilchrist,PC Valthaty,AC Gilchrist- PC Valthaty,Kings XI Punjab,72,Delhi Daredevils,Kings XI Punjab
AC Gilchrist,SE Marsh,AC Gilchrist- SE Marsh,Kings XI Punjab,72,Delhi Daredevils,Kings XI Punjab
KD Karthik,SE Marsh,KD Karthik- SE Marsh,Kings XI Punjab,20,Delhi Daredevils,Kings XI Punjab
DJ Hussey,SE Marsh,DJ Hussey- SE Marsh,Kings XI Punjab,36,Delhi Daredevils,Kings XI Punjab
AM Nayar,SE Marsh,AM Nayar- SE Marsh,Kings XI Punjab,31,Delhi Daredevils,Kings XI Punjab
AM Nayar,Sunny Singh,AM Nayar- Sunny Singh,Kings XI Punjab,11,Delhi Daredevils,Kings XI Punjab
AM Nayar,RJ Harris,AM Nayar- RJ Harris,Kings XI Punjab,7,Delhi Daredevils,Kings XI Punjab
BJ Haddin,JH Kallis,BJ Haddin- JH Kallis,Kolkata Knight Riders,51,Royal Challengers Bangalore,Kolkata Knight Riders
G Gambhir,JH Kallis,G Gambhir- JH Kallis,Kolkata Knight Riders,58,Royal Challengers Bangalore,Kolkata Knight Riders
G Gambhir,YK Pathan,G Gambhir- YK Pathan,Kolkata Knight Riders,37,Royal Challengers Bangalore,Kolkata Knight Riders
EJG Morgan,YK Pathan,EJG Morgan- YK Pathan,Kolkata Knight Riders,30,Royal Challengers Bangalore,Kolkata Knight Riders
EJG Morgan,MK Tiwary,EJG Morgan- MK Tiwary,Kolkata Knight Riders,2,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,TM Dilshan,CH Gayle- TM Dilshan,Royal Challengers Bangalore,125,Royal Challengers Bangalore,Kolkata Knight Riders
CH Gayle,V Kohli,CH Gayle- V Kohli,Royal Challengers Bangalore,52,Royal Challengers Bangalore,Kolkata Knight Riders
R Sathish,SR Tendulkar,R Sathish- SR Tendulkar,Mumbai Indians,61,Mumbai Indians,Chennai Super Kings
AT Rayudu,SR Tendulkar,AT Rayudu- SR Tendulkar,Mumbai Indians,4,Mumbai Indians,Chennai Super Kings
AT Rayudu,RG Sharma,AT Rayudu- RG Sharma,Mumbai Indians,61,Mumbai Indians,Chennai Super Kings
A Symonds,RG Sharma,A Symonds- RG Sharma,Mumbai Indians,87,Mumbai Indians,Chennai Super Kings
A Symonds,KA Pollard,A Symonds- KA Pollard,Mumbai Indians,3,Mumbai Indians,Chennai Super Kings
M Vijay,MEK Hussey,M Vijay- MEK Hussey,Chennai Super Kings,34,Mumbai Indians,Chennai Super Kings
MEK Hussey,SK Raina,MEK Hussey- SK Raina,Chennai Super Kings,7,Mumbai Indians,Chennai Super Kings
MEK Hussey,S Badrinath,MEK Hussey- S Badrinath,Chennai Super Kings,60,Mumbai Indians,Chennai Super Kings
MS Dhoni,S Badrinath,MS Dhoni- S Badrinath,Chennai Super Kings,3,Mumbai Indians,Chennai Super Kings
S Anirudha,S Badrinath,S Anirudha- S Badrinath,Chennai Super Kings,22,Mumbai Indians,Chennai Super Kings
JA Morkel,S Badrinath,JA Morkel- S Badrinath,Chennai Super Kings,13,Mumbai Indians,Chennai Super Kings
R Ashwin,S Badrinath,R Ashwin- S Badrinath,Chennai Super Kings,0,Mumbai Indians,Chennai Super Kings
Joginder Sharma,S Badrinath,Joginder Sharma- S Badrinath,Chennai Super Kings,1,Mumbai Indians,Chennai Super Kings
S Badrinath,S Randiv,S Badrinath- S Randiv,Chennai Super Kings,3,Mumbai Indians,Chennai Super Kings
DE Bollinger,S Badrinath,DE Bollinger- S Badrinath,Chennai Super Kings,16,Mumbai Indians,Chennai Super Kings
AC Gilchrist,PC Valthaty,AC Gilchrist- PC Valthaty,Kings XI Punjab,83,Kings XI Punjab,Rajasthan Royals
PC Valthaty,SE Marsh,PC Valthaty- SE Marsh,Kings XI Punjab,38,Kings XI Punjab,Rajasthan Royals
KD Karthik,SE Marsh,KD Karthik- SE Marsh,Kings XI Punjab,70,Kings XI Punjab,Rajasthan Royals
AM Nayar,SE Marsh,AM Nayar- SE Marsh,Kings XI Punjab,3,Kings XI Punjab,Rajasthan Royals
R McLaren,SE Marsh,R McLaren- SE Marsh,Kings XI Punjab,5,Kings XI Punjab,Rajasthan Royals
R McLaren,Sunny Singh,R McLaren- Sunny Singh,Kings XI Punjab,7,Kings XI Punjab,Rajasthan Royals
PP Chawla,Sunny Singh,PP Chawla- Sunny Singh,Kings XI Punjab,5,Kings XI Punjab,Rajasthan Royals
R Dravid,SA Asnodkar,R Dravid- SA Asnodkar,Rajasthan Royals,17,Kings XI Punjab,Rajasthan Royals
SA Asnodkar,SR Watson,SA Asnodkar- SR Watson,Rajasthan Royals,6,Kings XI Punjab,Rajasthan Royals
SR Watson,STR Binny,SR Watson- STR Binny,Rajasthan Royals,29,Kings XI Punjab,Rajasthan Royals
LRPL Taylor,STR Binny,LRPL Taylor- STR Binny,Rajasthan Royals,2,Kings XI Punjab,Rajasthan Royals
AL Menaria,STR Binny,AL Menaria- STR Binny,Rajasthan Royals,50,Kings XI Punjab,Rajasthan Royals
AL Menaria,AS Raut,AL Menaria- AS Raut,Rajasthan Royals,25,Kings XI Punjab,Rajasthan Royals
AS Raut,DH Yagnik,AS Raut- DH Yagnik,Rajasthan Royals,16,Kings XI Punjab,Rajasthan Royals
DH Yagnik,SK Warne,DH Yagnik- SK Warne,Rajasthan Royals,7,Kings XI Punjab,Rajasthan Royals
BB McCullum,DPMD Jayawardene,BB McCullum- DPMD Jayawardene,Kochi Tuskers Kerala,56,Kochi Tuskers Kerala,Kolkata Knight Riders
DPMD Jayawardene,PA Patel,DPMD Jayawardene- PA Patel,Kochi Tuskers Kerala,2,Kochi Tuskers Kerala,Kolkata Knight Riders
BJ Hodge,PA Patel,BJ Hodge- PA Patel,Kochi Tuskers Kerala,4,Kochi Tuskers Kerala,Kolkata Knight Riders
PA Patel,RA Jadeja,PA Patel- RA Jadeja,Kochi Tuskers Kerala,10,Kochi Tuskers Kerala,Kolkata Knight Riders
KM Jadhav,RA Jadeja,KM Jadhav- RA Jadeja,Kochi Tuskers Kerala,35,Kochi Tuskers Kerala,Kolkata Knight Riders
RA Jadeja,RV Gomez,RA Jadeja- RV Gomez,Kochi Tuskers Kerala,5,Kochi Tuskers Kerala,Kolkata Knight Riders
R Vinay Kumar,RV Gomez,R Vinay Kumar- RV Gomez,Kochi Tuskers Kerala,22,Kochi Tuskers Kerala,Kolkata Knight Riders
RR Powar,RV Gomez,RR Powar- RV Gomez,Kochi Tuskers Kerala,5,Kochi Tuskers Kerala,Kolkata Knight Riders
JH Kallis,MS Bisla,JH Kallis- MS Bisla,Kolkata Knight Riders,29,Kochi Tuskers Kerala,Kolkata Knight Riders
G Gambhir,MS Bisla,G Gambhir- MS Bisla,Kolkata Knight Riders,3,Kochi Tuskers Kerala,Kolkata Knight Riders
MK Tiwary,MS Bisla,MK Tiwary- MS Bisla,Kolkata Knight Riders,10,Kochi Tuskers Kerala,Kolkata Knight Riders
EJG Morgan,MK Tiwary,EJG Morgan- MK Tiwary,Kolkata Knight Riders,36,Kochi Tuskers Kerala,Kolkata Knight Riders
MK Tiwary,Shakib Al Hasan,MK Tiwary- Shakib Al Hasan,Kolkata Knight Riders,13,Kochi Tuskers Kerala,Kolkata Knight Riders
MK Tiwary,YK Pathan,MK Tiwary- YK Pathan,Kolkata Knight Riders,11,Kochi Tuskers Kerala,Kolkata Knight Riders
