Match ID,Player Name,Runs scored,Balls,Fours,Sixes,Wicket Taker,Wicket Type,Balls Bowled,Runs Conceded,Wickets Taken,Team
548373,OA Shah,28,34,1,0,V Pratap Singh,run out,0,0,0,Rajasthan Royals
548373,V Pratap Singh,0,0,0,0,,,31,25,2,Deccan Chargers
548339,RG Sharma,50,31,3,3,P Awana,caught,0,0,0,Mumbai Indians
548339,P Awana,0,0,0,0,,,40,25,3,Kings XI Punjab
548339,AT Rayudu,34,17,2,2,,,0,0,0,Mumbai Indians
548339,RJ Peterson,16,7,2,1,,,3,6,0,Mumbai Indians
548339,BA Bhatt,0,0,0,0,,,36,25,0,Kings XI Punjab
548339,Azhar Mahmood,0,0,0,0,,,24,23,2,Kings XI Punjab
548339,DA Miller,34,17,1,3,,,0,0,0,Kings XI Punjab
548339,DJ Hussey,68,44,4,4,,,0,0,0,Kings XI Punjab
548339,JEC Franklin,22,23,2,0,Azhar Mahmood,caught,5,7,1,Mumbai Indians
548339,KD Karthik,3,6,0,0,PP Chawla,caught,0,0,0,Mumbai Indians
548339,Harbhajan Singh,0,2,0,0,P Awana,caught,29,21,0,Mumbai Indians
548339,N Saini,17,22,2,0,CJ McKay,caught,0,0,0,Kings XI Punjab
548339,Mandeep Singh,22,16,4,0,RP Singh,caught,0,0,0,Kings XI Punjab
548339,PP Chawla,0,0,0,0,,,46,25,1,Kings XI Punjab
548339,SR Tendulkar,34,29,4,0,Azhar Mahmood,caught,0,0,0,Mumbai Indians
548339,RP Singh,0,0,0,0,,,27,25,1,Mumbai Indians
548339,CJ McKay,0,0,0,0,,,36,24,1,Mumbai Indians
548339,KA Pollard,3,8,0,0,P Awana,caught,27,18,0,Mumbai Indians
548339,SE Marsh,17,27,1,0,JEC Franklin,caught,0,0,0,Kings XI Punjab
548339,MM Patel,0,0,0,0,,,41,25,0,Mumbai Indians
548339,P Kumar,0,0,0,0,,,25,25,0,Kings XI Punjab
980921,D Wiese,5,4,0,0,,,49,27,0,Royal Challengers Bangalore
980921,CR Brathwaite,0,0,0,0,,,19,12,1,Delhi Daredevils
980921,SS Iyer,0,5,0,0,S Aravind,caught,0,0,0,Delhi Daredevils
980921,A Mishra,0,0,0,0,,,30,18,0,Delhi Daredevils
980921,CH Gayle,0,3,0,0,Z Khan,caught,0,0,0,Royal Challengers Bangalore
980921,HV Patel,0,0,0,0,,,32,18,0,Royal Challengers Bangalore
980921,KM Jadhav,9,12,1,0,,,0,0,0,Royal Challengers Bangalore
980921,Parvez Rasool,0,0,0,0,,,28,18,0,Royal Challengers Bangalore
980921,Mohammed Shami,0,0,0,0,,,36,25,2,Delhi Daredevils
980921,JP Duminy,7,5,1,0,,,0,0,0,Delhi Daredevils
980921,S Aravind,0,0,0,0,,,32,20,1,Royal Challengers Bangalore
980921,P Negi,0,0,0,0,,,26,18,0,Delhi Daredevils
980921,Z Khan,0,0,0,0,,,50,24,1,Delhi Daredevils
980921,YS Chahal,0,0,0,0,,,23,14,0,Royal Challengers Bangalore
980921,SN Khan,1,2,0,0,Mohammed Shami,run out,0,0,0,Royal Challengers Bangalore
980921,SV Samson,9,14,0,0,SR Watson,caught,0,0,0,Delhi Daredevils
980921,AB de Villiers,55,33,9,1,CR Brathwaite,caught,0,0,0,Royal Challengers Bangalore
980921,CH Morris,0,0,0,0,,,30,24,0,Delhi Daredevils
980921,KK Nair,54,44,6,1,,,0,0,0,Delhi Daredevils
980921,SR Watson,33,19,2,3,Mohammed Shami,caught,28,25,2,Royal Challengers Bangalore
980921,V Kohli,79,48,7,3,Mohammed Shami,caught,0,0,0,Royal Challengers Bangalore
980921,Q de Kock,108,54,15,3,SR Watson,caught,0,0,0,Delhi Daredevils
335996,LRPL Taylor,53,36,3,3,P Amarnath,caught,0,0,0,Royal Challengers Bangalore
335996,MEK Hussey,47,37,3,2,Z Khan,caught,0,0,0,Chennai Super Kings
335996,JA Morkel,0,0,0,0,,,38,27,1,Chennai Super Kings
335996,PA Patel,21,17,2,1,P Kumar,caught,0,0,0,Chennai Super Kings
335996,W Jaffer,50,36,5,2,P Amarnath,caught,0,0,0,Royal Challengers Bangalore
335996,MV Boucher,4,6,0,0,MS Gony,caught,0,0,0,Royal Challengers Bangalore
335996,Z Khan,8,6,1,0,JDP Oram,run out,39,24,3,Royal Challengers Bangalore
335996,SK Raina,28,17,1,2,P Kumar,run out,0,0,0,Chennai Super Kings
335996,B Chipli,8,12,1,0,MS Gony,bowled,0,0,0,Royal Challengers Bangalore
335996,P Amarnath,0,0,0,0,,,38,24,2,Chennai Super Kings
335996,Joginder Sharma,0,0,0,0,,,28,23,2,Chennai Super Kings
335996,DW Steyn,1,2,0,0,Joginder Sharma,caught,40,27,0,Royal Challengers Bangalore
335996,JDP Oram,0,0,0,0,,,27,26,0,Chennai Super Kings
335996,B Akhil,2,3,0,0,,,34,24,0,Royal Challengers Bangalore
335996,P Kumar,6,5,0,0,JDP Oram,run out,29,24,1,Royal Challengers Bangalore
335996,R Dravid,0,1,0,0,MS Gony,lbw,0,0,0,Royal Challengers Bangalore
335996,V Kohli,12,7,2,0,JA Morkel,bowled,0,0,0,Royal Challengers Bangalore
335996,MS Dhoni,65,31,9,3,Z Khan,caught,0,0,0,Chennai Super Kings
335996,JH Kallis,14,10,2,0,Joginder Sharma,caught,36,24,0,Royal Challengers Bangalore
335996,MS Gony,0,0,0,0,,,34,24,3,Chennai Super Kings
335996,ML Hayden,13,21,2,0,Z Khan,bowled,0,0,0,Chennai Super Kings
598070,RG Sharma,8,15,0,0,CH Morris,caught,0,0,0,Mumbai Indians
598070,MM Sharma,0,0,0,0,,,32,22,2,Chennai Super Kings
598070,JA Morkel,0,0,0,0,,,28,19,1,Chennai Super Kings
598070,M Vijay,23,20,2,0,KA Pollard,caught,0,0,0,Chennai Super Kings
598070,AT Rayudu,15,14,1,0,MM Sharma,caught,0,0,0,Mumbai Indians
598070,KD Karthik,11,18,1,0,RA Jadeja,lbw,0,0,0,Mumbai Indians
598070,SK Raina,82,42,5,5,,,0,0,0,Chennai Super Kings
598070,MG Johnson,6,7,0,0,DJ Bravo,caught,40,24,0,Mumbai Indians
598070,DJ Bravo,0,0,0,0,,,9,18,3,Chennai Super Kings
598070,Harbhajan Singh,0,4,0,0,DJ Bravo,caught,26,24,0,Mumbai Indians
598070,MEK Hussey,86,58,10,2,,,0,0,0,Chennai Super Kings
598070,PP Ojha,0,2,0,0,MM Sharma,caught,20,12,0,Mumbai Indians
598070,DR Smith,68,29,6,5,RA Jadeja,caught,0,0,0,Mumbai Indians
598070,R Ashwin,0,0,0,0,,,17,12,0,Chennai Super Kings
598070,SL Malinga,0,2,0,0,DJ Bravo,caught,46,24,0,Mumbai Indians
598070,CH Morris,0,0,0,0,,,27,19,1,Chennai Super Kings
598070,AP Tare,7,7,1,0,JA Morkel,caught,0,0,0,Mumbai Indians
598070,KA Pollard,24,16,1,2,RA Jadeja,caught,28,18,1,Mumbai Indians
598070,RA Jadeja,0,0,0,0,,,31,24,3,Chennai Super Kings
598070,MM Patel,0,0,0,0,,,32,18,0,Mumbai Indians
729301,M Vijay,52,41,7,1,DJG Sammy,caught,0,0,0,Delhi Daredevils
729301,S Dhawan,33,23,5,1,S Nadeem,caught,0,0,0,Sunrisers Hyderabad
729301,KD Karthik,15,14,1,0,DW Steyn,caught,0,0,0,Delhi Daredevils
729301,KP Pietersen,16,17,1,1,DW Steyn,caught,0,0,0,Delhi Daredevils
729301,DA Warner,58,45,3,3,,,0,0,0,Sunrisers Hyderabad
729301,Y Venugopal Rao,0,0,0,0,,,9,6,0,Sunrisers Hyderabad
