Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,Total,batting_style,bowling_arm,bowling_style,Bowls played,Strike Rate,Average
P Negi,MC Henriques,3,0,0,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium,3,0,0
P Negi,P Sahu,0,0,0,0,0,0,1,0,6,Left-hand bat,Right-arm,legbreak,1,600,6
P Negi,SR Watson,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium,1,100,1
P Negi,SM Boland,0,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,fast-medium,3,100,3
P Negi,AB Dinda,2,1,1,0,1,0,1,0,13,Left-hand bat,Right-arm,medium-fast,6,216.6666667,13
P Negi,GS Sandhu,1,3,0,0,0,0,0,0,3,Left-hand bat,Right-arm,fast-medium,4,75,3
P Negi,R Vinay Kumar,1,5,1,0,2,0,0,1,15,Left-hand bat,Right-arm,medium,10,150,15
P Negi,JW Hastings,3,0,0,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium,3,0,0
P Negi,C Munro,4,0,0,0,0,0,1,0,6,Left-hand bat,Right-arm,medium-fast,5,120,6
P Negi,P Kumar,1,5,0,0,0,0,0,0,5,Left-hand bat,Right-arm,medium,6,83.33333333,5
P Negi,R Ashwin,0,3,0,0,0,0,0,2,3,Left-hand bat,Right-arm,offbreak,5,60,1.5
P Negi,AD Russell,0,1,1,0,1,0,0,0,7,Left-hand bat,Right-arm,fast,3,233.3333333,7
GR Napier,M Kartik,4,0,1,0,0,0,0,0,2,Right-hand bat,Left-arm,slow,5,40,2
GR Napier,I Sharma,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium,2,100,2
GR Napier,BJ Hodge,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak,1,100,1
GR Napier,CH Gayle,2,2,2,0,1,0,0,1,10,Right-hand bat,Right-arm,offbreak,8,125,10
DPMD Jayawardene,S Ladda,0,2,1,0,0,0,1,0,10,Right-hand bat,Right-arm,legbreak,4,250,10
DPMD Jayawardene,V Sehwag,1,1,0,0,3,0,0,0,13,Right-hand bat,Right-arm,offbreak,5,260,13
DPMD Jayawardene,J Botha,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak,1,0,0
DPMD Jayawardene,JA Morkel,5,7,0,0,4,0,1,3,29,Right-hand bat,Right-arm,medium-fast,20,145,9.666666667
DPMD Jayawardene,JDP Oram,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium,1,0,0
DPMD Jayawardene,AB McDonald,2,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,fast-medium,5,120,6
DPMD Jayawardene,KP Appanna,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow,1,100,1
DPMD Jayawardene,MS Gony,3,1,0,0,1,0,0,1,5,Right-hand bat,Right-arm,medium,6,83.33333333,5
DPMD Jayawardene,BA Bhatt,4,4,0,1,2,0,1,0,21,Right-hand bat,Left-arm,slow,12,175,21
DPMD Jayawardene,CH Morris,4,0,0,0,1,0,0,1,4,Right-hand bat,Right-arm,fast-medium,6,66.66666667,4
DPMD Jayawardene,RJ Harris,16,7,2,0,4,0,0,0,27,Right-hand bat,Right-arm,fast,29,93.10344828,27
DPMD Jayawardene,DJ Bravo,9,8,3,0,1,0,0,0,18,Right-hand bat,Right-arm,medium-fast,21,85.71428571,18
DPMD Jayawardene,GD McGrath,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,2,50,1
DPMD Jayawardene,Azhar Mahmood,6,7,2,0,6,0,0,1,35,Right-hand bat,Right-arm,fast-medium,22,159.0909091,35
DPMD Jayawardene,A Singh,1,3,0,0,1,0,0,0,7,Right-hand bat,Right-arm,medium-fast,5,140,7
DPMD Jayawardene,P Parameswaran,0,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,medium,1,0,0
DPMD Jayawardene,B Kumar,10,2,0,0,2,0,0,0,10,Right-hand bat,Right-arm,medium,14,71.42857143,10
DPMD Jayawardene,LR Shukla,3,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,medium,6,100,6
DPMD Jayawardene,SB Styris,0,2,1,0,0,0,1,0,10,Right-hand bat,Right-arm,medium,4,250,10
DPMD Jayawardene,Iqbal Abdulla,8,12,2,0,5,0,0,1,36,Right-hand bat,Left-arm,slow,28,128.5714286,36
DPMD Jayawardene,AG Murtaza,4,4,1,0,1,0,0,1,10,Right-hand bat,Left-arm,slow,11,90.90909091,10
DPMD Jayawardene,RJ Peterson,1,1,0,0,1,0,0,1,5,Right-hand bat,Left-arm,slow,4,125,5
DPMD Jayawardene,PJ Sangwan,3,3,0,0,1,0,0,1,7,Right-hand bat,Left-arm,medium,8,87.5,7
DPMD Jayawardene,SK Warne,2,5,0,0,1,0,0,0,9,Right-hand bat,Right-arm,legbreak,8,112.5,9
DPMD Jayawardene,MR Marsh,0,3,2,0,1,0,0,0,11,Right-hand bat,Right-arm,medium,6,183.3333333,11
DPMD Jayawardene,BAW Mendis,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak,1,100,1
DPMD Jayawardene,SK Trivedi,11,7,4,0,1,0,2,2,31,Right-hand bat,Right-arm,medium,27,114.8148148,15.5
DPMD Jayawardene,RP Singh,11,16,2,0,11,0,1,0,70,Right-hand bat,Left-arm,fast-medium,41,170.7317073,70
DPMD Jayawardene,MC Henriques,3,5,0,0,3,0,0,0,17,Right-hand bat,Right-arm,fast-medium,11,154.5454545,17
DPMD Jayawardene,R Rampaul,4,2,0,0,2,0,0,0,10,Right-hand bat,Right-arm,fast-medium,8,125,10
DPMD Jayawardene,KW Richardson,3,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,fast-medium,6,100,6
DPMD Jayawardene,BW Hilfenhaus,6,4,1,0,3,0,0,0,18,Right-hand bat,Right-arm,fast-medium,14,128.5714286,18
DPMD Jayawardene,Umar Gul,2,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium,3,0,0
DPMD Jayawardene,SJ Srivastava,3,6,0,0,2,0,0,0,14,Right-hand bat,Left-arm,fast-medium,11,127.2727273,14
DPMD Jayawardene,AUK Pathan,0,4,0,0,0,0,0,0,4,Right-hand bat,Right-arm,medium,4,100,4
DPMD Jayawardene,B Lee,10,5,1,0,6,0,1,1,37,Right-hand bat,Right-arm,fast,24,154.1666667,37
DPMD Jayawardene,R Bhatia,13,21,1,0,4,0,3,0,57,Right-hand bat,Right-arm,medium-fast,42,135.7142857,57
DPMD Jayawardene,DP Nannes,2,3,0,0,2,0,0,0,11,Right-hand bat,Left-arm,fast,7,157.1428571,11
DPMD Jayawardene,Bipul Sharma,2,5,0,0,2,0,0,0,13,Right-hand bat,Left-arm,slow,9,144.4444444,13
DPMD Jayawardene,JP Faulkner,1,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium,2,50,1
DPMD Jayawardene,PP Ojha,14,15,6,0,4,0,0,1,43,Right-hand bat,Left-arm,slow,40,107.5,43
DPMD Jayawardene,AC Voges,0,4,0,0,0,0,0,0,4,Right-hand bat,Left-arm,slow,4,100,4
DPMD Jayawardene,M Ntini,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,2,50,1
DPMD Jayawardene,JH Kallis,19,15,4,0,4,0,0,0,39,Right-hand bat,Right-arm,fast-medium,42,92.85714286,39
DPMD Jayawardene,MM Patel,13,8,2,0,4,0,0,2,28,Right-hand bat,Right-arm,medium-fast,29,96.55172414,14
DPMD Jayawardene,DE Bollinger,6,2,0,0,1,0,0,0,6,Right-hand bat,Left-arm,fast-medium,9,66.66666667,6
DPMD Jayawardene,CH Gayle,8,4,0,0,2,0,1,0,18,Right-hand bat,Right-arm,offbreak,15,120,18
DPMD Jayawardene,AC Thomas,5,3,1,0,2,0,0,1,13,Right-hand bat,Right-arm,fast-medium,12,108.3333333,13
DPMD Jayawardene,S Sreesanth,3,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,4,25,1
DPMD Jayawardene,SP Narine,6,7,2,0,1,0,0,0,15,Right-hand bat,Right-arm,offbreak,16,93.75,15
DPMD Jayawardene,Mohammad Asif,2,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,3,33.33333333,1
DPMD Jayawardene,JJ Bumrah,1,0,1,0,2,0,0,0,10,Right-hand bat,Right-arm,medium,4,250,10
DPMD Jayawardene,IK Pathan,4,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,medium-fast,7,42.85714286,3
DPMD Jayawardene,Z Khan,2,2,0,1,2,0,0,0,13,Right-hand bat,Left-arm,fast-medium,7,185.7142857,13
DPMD Jayawardene,L Balaji,10,18,3,0,4,0,1,1,46,Right-hand bat,Right-arm,medium-fast,37,124.3243243,46
DPMD Jayawardene,SB Jakati,4,7,0,1,1,0,0,0,14,Right-hand bat,Left-arm,slow,13,107.6923077,14
DPMD Jayawardene,A Kumble,3,5,2,0,2,0,1,0,23,Right-hand bat,Right-arm,legbreak,13,176.9230769,23
DPMD Jayawardene,SE Bond,5,6,2,0,3,0,0,0,22,Right-hand bat,Right-arm,fast,16,137.5,22
DPMD Jayawardene,Pankaj Singh,1,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,medium-fast,3,33.33333333,1
DPMD Jayawardene,Shakib Al Hasan,7,4,0,0,2,0,0,0,12,Right-hand bat,Left-arm,slow,13,92.30769231,12
DPMD Jayawardene,SL Malinga,14,10,2,0,11,0,0,3,58,Right-hand bat,Right-arm,fast,40,145,19.33333333
DPMD Jayawardene,M Muralitharan,4,7,1,0,1,0,2,2,25,Right-hand bat,Right-arm,offbreak,17,147.0588235,12.5
DPMD Jayawardene,SW Tait,3,3,1,0,4,0,0,0,21,Right-hand bat,Right-arm,fast,11,190.9090909,21
DPMD Jayawardene,AB Dinda,2,5,1,0,1,0,1,2,17,Right-hand bat,Right-arm,medium-fast,12,141.6666667,8.5
DPMD Jayawardene,R Ashwin,3,4,4,0,1,0,2,2,28,Right-hand bat,Right-arm,offbreak,16,175,14
DPMD Jayawardene,JD Ryder,3,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium,3,0,0
DPMD Jayawardene,MM Sharma,4,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,6,33.33333333,2
DPMD Jayawardene,R Shukla,4,3,0,0,1,0,0,1,7,Right-hand bat,Right-arm,medium,9,77.77777778,7
DPMD Jayawardene,YK Pathan,10,20,0,0,3,0,0,1,32,Right-hand bat,Right-arm,offbreak,34,94.11764706,32
DPMD Jayawardene,DL Vettori,6,8,0,0,0,0,0,3,8,Right-hand bat,Left-arm,slow,17,47.05882353,2.666666667
DPMD Jayawardene,BJ Hodge,3,3,1,0,1,0,0,0,9,Right-hand bat,Right-arm,offbreak,8,112.5,9
DPMD Jayawardene,D Kalyankrishna,2,2,1,0,4,0,1,0,26,Right-hand bat,Right-arm,medium-fast,10,260,26
DPMD Jayawardene,STR Binny,2,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,3,33.33333333,1
DPMD Jayawardene,I Sharma,8,4,1,1,3,0,1,3,27,Right-hand bat,Right-arm,fast-medium,21,128.5714286,9
DPMD Jayawardene,JD Unadkat,9,8,1,0,4,0,1,1,32,Right-hand bat,Left-arm,medium,24,133.3333333,32
DPMD Jayawardene,A Mishra,4,8,1,0,1,0,1,0,20,Right-hand bat,Right-arm,legbreak,15,133.3333333,20
DPMD Jayawardene,RA Jadeja,1,3,1,0,0,0,0,0,5,Right-hand bat,Left-arm,slow,5,100,5
DPMD Jayawardene,Harmeet Singh,1,5,2,0,0,0,0,0,9,Right-hand bat,Right-arm,medium,8,112.5,9
DPMD Jayawardene,DT Christian,0,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,fast-medium,2,50,1
DPMD Jayawardene,Shahid Afridi,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak,1,100,1
DPMD Jayawardene,D Salunkhe,1,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,legbreak,3,33.33333333,1
DPMD Jayawardene,JP Duminy,2,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak,3,33.33333333,1
DPMD Jayawardene,J Syed Mohammad,0,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,slow,3,100,3
DPMD Jayawardene,DJ Hussey,1,3,2,0,0,0,2,0,19,Right-hand bat,Right-arm,offbreak,8,237.5,19
DPMD Jayawardene,MA Khote,0,1,0,0,0,0,1,0,7,Right-hand bat,Right-arm,medium,2,350,7
DPMD Jayawardene,DW Steyn,25,6,0,0,3,0,1,0,24,Right-hand bat,Right-arm,fast,35,68.57142857,24
DPMD Jayawardene,PD Collingwood,2,1,0,0,1,0,0,1,5,Right-hand bat,Right-arm,medium,5,100,5
DPMD Jayawardene,TL Suman,1,3,1,0,0,0,2,1,17,Right-hand bat,Right-arm,offbreak,8,212.5,17
DPMD Jayawardene,CJ McKay,3,3,0,0,1,0,0,0,7,Right-hand bat,Right-arm,fast-medium,7,100,7
DPMD Jayawardene,CRD Fernando,0,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,fast-medium,2,50,1
DPMD Jayawardene,SB Bangar,2,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,5,60,3
DPMD Jayawardene,AD Mascarenhas,2,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,fast-medium,4,50,2
DPMD Jayawardene,Sandeep Sharma,3,1,1,0,0,0,0,1,3,Right-hand bat,Right-arm,medium,6,50,3
DPMD Jayawardene,S Tyagi,1,1,0,0,0,0,2,0,13,Right-hand bat,Right-arm,medium,4,325,13
DPMD Jayawardene,R Sathish,0,2,1,0,0,0,0,0,4,Right-hand bat,Right-arm,medium,3,133.3333333,4
DPMD Jayawardene,MF Maharoof,4,6,2,0,3,0,1,0,28,Right-hand bat,Right-arm,fast-medium,16,175,28
DPMD Jayawardene,M Morkel,4,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,5,20,1
DPMD Jayawardene,ST Jayasuriya,0,1,0,0,0,0,0,1,1,Right-hand bat,Left-arm,slow,2,50,1
DPMD Jayawardene,RG Sharma,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
DPMD Jayawardene,Mohammad Hafeez,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
DPMD Jayawardene,A Nehra,6,8,0,0,2,0,0,0,16,Right-hand bat,Left-arm,medium-fast,16,100,16
DPMD Jayawardene,Harbhajan Singh,8,19,4,0,5,0,0,2,47,Right-hand bat,Right-arm,offbreak,38,123.6842105,23.5
DPMD Jayawardene,KK Cooper,1,1,0,0,1,1,0,0,10,Right-hand bat,Right-arm,medium,4,250,10
DPMD Jayawardene,PP Chawla,15,14,1,0,3,0,2,0,40,Right-hand bat,Left-arm,legbreak,35,114.2857143,40
DPMD Jayawardene,P Amarnath,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,2,50,1
DPMD Jayawardene,AP Dole,2,3,0,0,2,0,1,1,17,Right-hand bat,Right-arm,medium-fast,9,188.8888889,17
DPMD Jayawardene,SR Tendulkar,0,3,1,0,0,0,0,0,5,Right-hand bat,Right-arm,legbreak,4,125,5
DPMD Jayawardene,HV Patel,2,4,0,0,0,0,0,0,4,Right-hand bat,Right-arm,medium,6,66.66666667,4
DPMD Jayawardene,Shoaib Ahmed,1,3,0,0,0,0,1,0,9,Right-hand bat,Right-arm,fast-medium,5,180,9
DPMD Jayawardene,DNT Zoysa,0,1,0,0,1,0,0,0,5,Right-hand bat,Left-arm,fast-medium,2,250,5
DPMD Jayawardene,PV Tambe,3,4,1,0,1,0,0,0,10,Right-hand bat,Right-arm,legbreak,9,111.1111111,10
DPMD Jayawardene,RE van der Merwe,6,3,0,0,1,0,0,2,7,Right-hand bat,Left-arm,slow,12,58.33333333,3.5
DPMD Jayawardene,SM Harwood,2,0,0,0,0,0,1,1,6,Right-hand bat,Right-arm,fast-medium,4,150,6
DPMD Jayawardene,P Awana,13,8,1,0,2,0,0,0,18,Right-hand bat,Right-arm,medium,24,75,18
DPMD Jayawardene,Shoaib Malik,1,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,offbreak,3,33.33333333,1
DPMD Jayawardene,MG Johnson,3,0,1,0,0,0,0,1,2,Right-hand bat,Left-arm,fast,5,40,2
DPMD Jayawardene,R Sharma,4,4,0,0,1,0,1,0,14,Right-hand bat,Right-arm,legbreak,10,140,14
DPMD Jayawardene,VY Mahesh,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,2,50,1
DPMD Jayawardene,WD Parnell,6,1,1,0,2,0,0,1,11,Right-hand bat,Left-arm,medium-fast,11,100,11
DPMD Jayawardene,AD Mathews,1,6,1,0,0,0,0,1,8,Right-hand bat,Right-arm,fast-medium,9,88.88888889,8
DPMD Jayawardene,KA Pollard,6,9,0,0,3,0,0,0,21,Right-hand bat,Right-arm,medium-fast,18,116.6666667,21
DPMD Jayawardene,UT Yadav,4,0,0,0,2,0,0,0,8,Right-hand bat,Right-arm,fast-medium,6,133.3333333,8
DPMD Jayawardene,DR Smith,1,4,0,0,0,0,1,0,10,Right-hand bat,Right-arm,medium,6,166.6666667,10
DPMD Jayawardene,SR Watson,10,4,0,0,1,0,0,1,8,Right-hand bat,Right-arm,fast-medium,16,50,8
DPMD Jayawardene,NLTC Perera,2,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,medium-fast,3,133.3333333,4
DPMD Jayawardene,AB Agarkar,12,12,4,0,6,0,0,1,44,Right-hand bat,Right-arm,fast,35,125.7142857,44
DPMD Jayawardene,SK Raina,1,5,0,0,0,0,0,0,5,Right-hand bat,Right-arm,offbreak,6,83.33333333,5
DPMD Jayawardene,SC Ganguly,0,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,2,150,3
DPMD Jayawardene,R McLaren,1,0,0,0,2,0,0,0,8,Right-hand bat,Right-arm,medium-fast,3,266.6666667,8
DPMD Jayawardene,R Vinay Kumar,7,3,3,0,0,0,0,0,9,Right-hand bat,Right-arm,medium,13,69.23076923,9
DPMD Jayawardene,P Kumar,21,10,1,0,6,0,0,1,36,Right-hand bat,Right-arm,medium,39,92.30769231,36
DPMD Jayawardene,M Kartik,7,13,1,0,4,0,0,0,31,Right-hand bat,Left-arm,slow,25,124,31
DPMD Jayawardene,V Kohli,1,3,0,0,1,0,0,0,7,Right-hand bat,Right-arm,medium,5,140,7
DPMD Jayawardene,AA Chavan,2,1,0,0,1,0,0,1,5,Right-hand bat,Left-arm,slow,5,100,5
DPMD Jayawardene,A Symonds,6,3,1,0,1,0,0,1,9,Right-hand bat,Right-arm,medium,12,75,9
J Suchith,DJ Bravo,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium-fast,1,100,1
J Suchith,MG Johnson,2,0,0,0,1,0,1,0,10,Left-hand bat,Left-arm,fast,4,250,10
J Suchith,Anureet Singh,1,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,medium,2,50,1
J Suchith,AR Patel,2,3,0,0,2,0,1,0,17,Left-hand bat,Left-arm,slow,8,212.5,17
J Suchith,TA Boult,0,1,1,0,0,0,0,0,3,Left-hand bat,Left-arm,fast-medium,2,150,3
J Suchith,YS Chahal,0,0,1,0,0,0,0,1,2,Left-hand bat,Right-arm,legbreak,2,100,2
J Suchith,MA Starc,0,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,fast,2,100,2
J Suchith,R Dhawan,4,2,0,0,1,0,0,0,6,Left-hand bat,Right-arm,medium-fast,7,85.71428571,6
J Suchith,B Kumar,1,0,3,0,0,0,0,0,6,Left-hand bat,Right-arm,medium,4,150,6
J Suchith,CH Morris,1,0,0,0,0,0,0,0,0,Left-hand bat,Right-arm,fast-medium,1,0,0
SL Malinga,JA Morkel,1,2,0,0,0,0,1,0,8,Right-hand bat,Right-arm,medium-fast,4,200,8
SL Malinga,JP Faulkner,5,1,0,0,1,0,0,1,5,Right-hand bat,Left-arm,fast-medium,8,62.5,5
SL Malinga,MA Starc,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast,1,100,1
SL Malinga,KK Cooper,3,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,5,60,3
SL Malinga,NM Coulter-Nile,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast,1,0,0
SL Malinga,RA Jadeja,0,1,0,0,0,0,0,1,1,Right-hand bat,Left-arm,slow,2,50,1
SL Malinga,MM Patel,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,1,0,0
SL Malinga,DE Bollinger,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium,1,100,1
SL Malinga,DJ Bravo,5,2,0,0,0,0,0,2,2,Right-hand bat,Right-arm,medium-fast,9,22.22222222,1
SL Malinga,Azhar Mahmood,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,1,100,1
SL Malinga,J Botha,2,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak,3,33.33333333,1
SL Malinga,A Singh,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium-fast,1,0,0
SL Malinga,SP Narine,1,1,0,0,0,0,1,0,7,Right-hand bat,Right-arm,offbreak,3,233.3333333,7
SL Malinga,Imran Tahir,5,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak,6,16.66666667,1
SL Malinga,J Syed Mohammad,2,0,0,0,0,0,1,1,6,Right-hand bat,Left-arm,slow,4,150,6
SL Malinga,L Balaji,1,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,medium-fast,3,33.33333333,1
SL Malinga,Z Khan,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,fast-medium,1,100,1
SL Malinga,UT Yadav,2,3,0,0,1,0,0,1,7,Right-hand bat,Right-arm,fast-medium,7,100,7
SL Malinga,WD Parnell,6,1,0,0,1,0,0,1,5,Right-hand bat,Left-arm,medium-fast,9,55.55555556,5
SL Malinga,AD Mathews,2,1,0,0,1,0,0,0,5,Right-hand bat,Right-arm,fast-medium,4,125,5
SL Malinga,R Rampaul,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium,1,0,0
SL Malinga,BW Hilfenhaus,3,2,0,0,1,0,0,1,6,Right-hand bat,Right-arm,fast-medium,7,85.71428571,6
SL Malinga,VR Aaron,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,1,100,1
SL Malinga,AB Dinda,4,4,0,0,1,0,1,0,14,Right-hand bat,Right-arm,medium-fast,10,140,14
SL Malinga,M Morkel,3,4,0,0,0,0,0,0,4,Right-hand bat,Right-arm,fast,7,57.14285714,4
AS Rajpoot,KA Pollard,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast,1,0,0
AS Rajpoot,MM Patel,4,0,1,0,0,0,0,0,2,Right-hand bat,Right-arm,medium-fast,5,40,2
Sachin Baby,MM Sharma,4,2,2,0,0,0,0,0,6,Left-hand bat,Right-arm,medium,8,75,6
Sachin Baby,AR Patel,2,2,2,0,1,0,0,0,10,Left-hand bat,Left-arm,slow,7,142.8571429,10
Sachin Baby,A Nehra,0,0,0,0,0,0,0,1,0,Left-hand bat,Left-arm,medium-fast,1,0,0
Sachin Baby,KC Cariappa,2,3,2,0,0,0,0,0,7,Left-hand bat,Right-arm,legbreak,7,100,7
Sachin Baby,MJ McClenaghan,0,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,fast-medium,2,100,2
Sachin Baby,A Mishra,3,0,1,0,0,0,0,1,2,Left-hand bat,Right-arm,legbreak,5,40,2
Sachin Baby,RA Jadeja,1,0,0,0,0,0,0,0,0,Left-hand bat,Left-arm,slow,1,0,0
Sachin Baby,Anureet Singh,1,1,1,0,0,0,0,0,3,Left-hand bat,Right-arm,medium,3,100,3
Sachin Baby,KA Pollard,1,0,0,0,1,0,2,0,16,Left-hand bat,Right-arm,medium-fast,4,400,16
Sachin Baby,Sandeep Sharma,0,2,0,0,0,0,0,1,2,Left-hand bat,Right-arm,medium,3,66.66666667,2
Sachin Baby,KV Sharma,1,1,0,0,0,0,0,0,1,Left-hand bat,Left-arm,legbreak,2,50,1
Sachin Baby,B Kumar,0,4,1,0,2,0,0,1,14,Left-hand bat,Right-arm,medium,8,175,14
Sachin Baby,JJ Bumrah,1,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,3,66.66666667,2
Sachin Baby,BCJ Cutting,1,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast-medium,2,50,1
Sachin Baby,DS Kulkarni,1,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,medium,2,0,0
Sachin Baby,UT Yadav,3,1,0,0,2,0,1,0,15,Left-hand bat,Right-arm,fast-medium,7,214.2857143,15
Sachin Baby,MP Stoinis,0,2,1,0,0,0,0,0,4,Left-hand bat,Right-arm,medium,3,133.3333333,4
Sachin Baby,M Morkel,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast,1,100,1
Sachin Baby,MC Henriques,3,1,0,0,1,0,0,0,5,Left-hand bat,Right-arm,fast-medium,5,100,5
Sachin Baby,BB Sran,0,2,0,0,0,0,0,0,2,Left-hand bat,Left-arm,medium,2,100,2
Sachin Baby,TG Southee,2,1,0,0,1,0,0,0,5,Left-hand bat,Right-arm,medium-fast,4,125,5
Sachin Baby,Mustafizur Rahman,0,3,2,0,1,0,2,0,23,Left-hand bat,Left-arm,fast-medium,8,287.5,23
Sachin Baby,AD Russell,0,0,0,0,0,0,0,1,0,Left-hand bat,Right-arm,fast,1,0,0
Abdur Razzak,Sohail Tanvir,2,0,0,0,0,0,0,0,0,Left-hand bat,Left-arm,medium-fast,2,0,0
DJG Sammy,MM Sharma,0,5,1,0,0,0,2,1,19,Right-hand bat,Right-arm,medium,9,211.1111111,19
DJG Sammy,YK Pathan,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,2,100,2
DJG Sammy,J Botha,3,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,offbreak,6,50,3
DJG Sammy,MA Starc,0,1,1,0,0,0,0,0,3,Right-hand bat,Left-arm,fast,2,150,3
DJG Sammy,KK Cooper,4,8,1,0,3,0,1,0,28,Right-hand bat,Right-arm,medium,17,164.7058824,28
DJG Sammy,PP Chawla,6,3,0,0,0,0,0,1,3,Right-hand bat,Left-arm,legbreak,10,30,3
DJG Sammy,RA Jadeja,5,0,1,0,0,0,1,1,8,Right-hand bat,Left-arm,slow,8,100,8
DJG Sammy,AR Patel,2,2,0,1,0,0,1,0,11,Right-hand bat,Left-arm,slow,6,183.3333333,11
DJG Sammy,DJ Bravo,0,2,0,0,1,0,0,1,6,Right-hand bat,Right-arm,medium-fast,4,150,6
DJG Sammy,BMAJ Mendis,2,4,1,0,0,0,1,0,12,Right-hand bat,Left-arm,legbreak,8,150,12
DJG Sammy,HV Patel,2,0,0,0,0,0,1,1,6,Right-hand bat,Right-arm,medium,4,150,6
DJG Sammy,JP Faulkner,1,3,2,0,1,0,0,2,11,Right-hand bat,Left-arm,fast-medium,9,122.2222222,5.5
DJG Sammy,A Chandila,2,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,offbreak,2,0,0
DJG Sammy,SP Narine,12,7,1,0,0,0,0,0,9,Right-hand bat,Right-arm,offbreak,20,45,9
DJG Sammy,PV Tambe,6,4,0,0,0,0,0,0,4,Right-hand bat,Right-arm,legbreak,10,40,4
DJG Sammy,R Bhatia,2,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,5,60,3
