Batsman,Bowler,Zero,One,Two,Three,Four,Five,Six,Wicket,Total,batting_style,bowling_arm,bowling_style,Bowls played,Strike Rate,Average
AB de Villiers,Pankaj Singh,2,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,5,60,3
AB de Villiers,Shakib Al Hasan,4,8,3,0,1,0,2,0,30,Right-hand bat,Left-arm,slow,18,166.6666667,30
AB de Villiers,SL Malinga,15,11,8,0,8,0,2,0,71,Right-hand bat,Right-arm,fast,44,161.3636364,71
AB de Villiers,A Kumble,13,21,5,0,2,0,0,0,39,Right-hand bat,Right-arm,legbreak,41,95.12195122,39
AB de Villiers,M Muralitharan,9,11,6,0,1,0,1,0,33,Right-hand bat,Right-arm,offbreak,28,117.8571429,33
AB de Villiers,DJG Sammy,0,4,2,0,2,0,3,0,34,Right-hand bat,Right-arm,medium-fast,11,309.0909091,34
AB de Villiers,SW Tait,6,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,7,14.28571429,1
AB de Villiers,AB Dinda,2,6,1,0,6,0,3,0,50,Right-hand bat,Right-arm,medium-fast,18,277.7777778,50
AB de Villiers,Joginder Sharma,1,6,0,0,0,0,0,0,6,Right-hand bat,Right-arm,fast-medium,7,85.71428571,6
AB de Villiers,R Ashwin,12,14,1,0,5,0,1,2,42,Right-hand bat,Right-arm,offbreak,35,120,21
AB de Villiers,JD Ryder,0,3,0,0,0,0,1,0,9,Right-hand bat,Right-arm,medium,4,225,9
AB de Villiers,MM Sharma,0,1,2,0,2,0,0,1,13,Right-hand bat,Right-arm,medium,6,216.6666667,13
AB de Villiers,CL White,0,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,legbreak,2,50,1
AB de Villiers,AR Patel,8,13,3,0,3,0,1,1,37,Right-hand bat,Left-arm,slow,29,127.5862069,37
AB de Villiers,WPUJC Vaas,4,4,0,0,1,0,0,0,8,Right-hand bat,Left-arm,fast-medium,9,88.88888889,8
AB de Villiers,KH Pandya,2,7,0,0,0,0,0,2,7,Right-hand bat,Left-arm,slow,11,63.63636364,3.5
AB de Villiers,HH Pandya,0,6,0,0,6,0,2,0,42,Right-hand bat,Right-arm,medium-fast,14,300,42
AB de Villiers,R Bhatia,4,18,2,0,2,0,1,0,36,Right-hand bat,Right-arm,medium-fast,27,133.3333333,36
AB de Villiers,R Tewatia,1,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,legbreak,4,75,3
AB de Villiers,JD Unadkat,1,0,0,0,0,0,0,0,0,Right-hand bat,Left-arm,medium,1,0,0
AB de Villiers,A Mishra,6,7,1,0,0,0,0,1,9,Right-hand bat,Right-arm,legbreak,15,60,9
AB de Villiers,RA Jadeja,23,34,1,0,8,0,4,0,92,Right-hand bat,Left-arm,slow,70,131.4285714,92
AB de Villiers,Harmeet Singh,5,8,3,0,3,0,0,0,26,Right-hand bat,Right-arm,medium,19,136.8421053,26
AB de Villiers,AS Rajpoot,2,2,1,0,3,0,0,0,16,Right-hand bat,Right-arm,medium,8,200,16
AB de Villiers,Sandeep Sharma,1,8,2,0,3,0,2,1,36,Right-hand bat,Right-arm,medium,17,211.7647059,36
AB de Villiers,AN Ahmed,3,4,0,0,0,0,1,0,10,Right-hand bat,Right-arm,medium-fast,8,125,10
AB de Villiers,A Ashish Reddy,3,6,2,0,3,0,4,0,46,Right-hand bat,Right-arm,medium,18,255.5555556,46
AB de Villiers,JP Duminy,5,9,1,0,1,0,0,0,15,Right-hand bat,Right-arm,offbreak,16,93.75,15
AB de Villiers,JEC Franklin,0,3,0,0,1,0,0,0,7,Right-hand bat,Left-arm,medium,4,175,7
AB de Villiers,DJ Hussey,4,3,2,0,1,0,2,1,23,Right-hand bat,Right-arm,offbreak,13,176.9230769,23
AB de Villiers,MG Johnson,3,6,2,0,1,0,0,0,14,Right-hand bat,Left-arm,fast,12,116.6666667,14
AB de Villiers,SMSM Senanayake,0,2,1,0,0,0,0,0,4,Right-hand bat,Right-arm,offbreak,3,133.3333333,4
AB de Villiers,S Badree,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,legbreak,1,100,1
AB de Villiers,DW Steyn,4,6,2,1,3,0,5,2,55,Right-hand bat,Right-arm,fast,23,239.1304348,27.5
AB de Villiers,SM Pollock,7,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,fast-medium,9,33.33333333,3
AB de Villiers,M Kartik,6,6,1,0,1,0,0,0,12,Right-hand bat,Left-arm,slow,14,85.71428571,12
AB de Villiers,CH Morris,7,2,5,0,5,0,3,0,50,Right-hand bat,Right-arm,fast-medium,22,227.2727273,50
AB de Villiers,AD Mascarenhas,5,6,1,0,0,0,0,1,8,Right-hand bat,Right-arm,fast-medium,13,61.53846154,8
AB de Villiers,BB Sran,6,5,3,0,2,0,0,1,19,Right-hand bat,Left-arm,medium,17,111.7647059,19
AB de Villiers,Anand Rajan,1,3,0,0,2,0,1,0,17,Right-hand bat,Right-arm,medium,7,242.8571429,17
AB de Villiers,S Kaul,1,5,1,0,5,0,1,1,33,Right-hand bat,Right-arm,medium,14,235.7142857,33
AB de Villiers,S Tyagi,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,1,0,0
AB de Villiers,SS Sarkar,0,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,medium,1,400,4
AB de Villiers,IK Pathan,17,13,4,0,7,0,3,0,67,Right-hand bat,Left-arm,medium-fast,44,152.2727273,67
AB de Villiers,M Morkel,6,8,0,0,2,0,1,0,22,Right-hand bat,Right-arm,fast,17,129.4117647,22
AB de Villiers,RG Sharma,3,6,2,0,1,0,1,0,20,Right-hand bat,Right-arm,offbreak,13,153.8461538,20
AB de Villiers,R Dhawan,0,4,0,0,1,0,0,1,8,Right-hand bat,Right-arm,medium-fast,6,133.3333333,8
AB de Villiers,MG Neser,2,2,1,0,3,0,2,0,28,Right-hand bat,Right-arm,medium,10,280,28
AB de Villiers,A Nehra,9,7,0,0,6,0,5,2,61,Right-hand bat,Left-arm,medium-fast,29,210.3448276,30.5
AB de Villiers,RR Raje,3,2,0,1,1,0,0,0,9,Right-hand bat,Right-arm,fast-medium,7,128.5714286,9
AB de Villiers,Harbhajan Singh,23,32,2,0,8,0,2,1,80,Right-hand bat,Right-arm,offbreak,68,117.6470588,80
AB de Villiers,KK Cooper,2,3,0,0,2,0,1,0,17,Right-hand bat,Right-arm,medium,8,212.5,17
AB de Villiers,AS Raut,1,2,0,0,2,0,0,0,10,Right-hand bat,Right-arm,legbreak,5,200,10
AB de Villiers,PP Chawla,16,17,3,0,2,0,2,4,43,Right-hand bat,Left-arm,legbreak,44,97.72727273,10.75
AB de Villiers,A Zampa,1,1,0,0,0,0,0,1,1,Right-hand bat,Right-arm,legbreak,3,33.33333333,1
AB de Villiers,Shoaib Akhtar,5,2,1,0,0,0,0,1,4,Right-hand bat,Right-arm,fast,9,44.44444444,4
AB de Villiers,A Chandila,2,4,1,0,2,0,2,0,26,Right-hand bat,Right-arm,offbreak,11,236.3636364,26
AB de Villiers,Anureet Singh,3,4,1,0,1,0,0,0,10,Right-hand bat,Right-arm,medium,9,111.1111111,10
AB de Villiers,A Uniyal,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,medium,1,100,1
AB de Villiers,PV Tambe,7,14,2,0,6,0,2,1,54,Right-hand bat,Right-arm,legbreak,32,168.75,54
AB de Villiers,RE van der Merwe,0,3,0,0,1,0,0,1,7,Right-hand bat,Left-arm,slow,5,140,7
AB de Villiers,KV Sharma,8,12,0,0,0,0,2,0,24,Right-hand bat,Left-arm,legbreak,22,109.0909091,24
AB de Villiers,RS Bopara,2,2,0,0,3,0,1,0,20,Right-hand bat,Right-arm,medium,8,250,20
AB de Villiers,Mohammed Shami,3,1,0,0,0,0,1,0,7,Right-hand bat,Right-arm,fast-medium,5,140,7
AB de Villiers,RR Powar,0,1,2,0,0,0,0,0,5,Right-hand bat,Right-arm,offbreak,3,166.6666667,5
AB de Villiers,TG Southee,7,5,2,0,2,0,1,0,23,Right-hand bat,Right-arm,medium-fast,17,135.2941176,23
AB de Villiers,P Awana,3,4,0,1,0,0,2,1,19,Right-hand bat,Right-arm,medium,11,172.7272727,19
AB de Villiers,R Sharma,2,8,1,0,0,0,0,1,10,Right-hand bat,Right-arm,legbreak,12,83.33333333,10
AB de Villiers,B Akhil,3,8,2,0,1,0,0,0,16,Right-hand bat,Right-arm,medium-fast,14,114.2857143,16
AB de Villiers,V Pratap Singh,4,4,0,0,0,0,0,0,4,Right-hand bat,Right-arm,medium,8,50,4
AB de Villiers,STR Binny,8,4,1,0,1,0,1,0,16,Right-hand bat,Right-arm,medium,15,106.6666667,16
AB de Villiers,KA Pollard,4,9,0,0,1,0,0,2,13,Right-hand bat,Right-arm,medium-fast,16,81.25,6.5
AB de Villiers,DAJ Bracewell,2,4,1,0,1,0,1,0,16,Right-hand bat,Right-arm,fast-medium,9,177.7777778,16
AB de Villiers,MR Marsh,0,0,0,0,1,0,2,1,16,Right-hand bat,Right-arm,medium,4,400,16
AB de Villiers,DR Smith,2,8,0,0,4,0,1,1,30,Right-hand bat,Right-arm,medium,16,187.5,30
AB de Villiers,SR Watson,20,12,7,0,6,0,0,1,50,Right-hand bat,Right-arm,fast-medium,46,108.6956522,50
AB de Villiers,NLTC Perera,0,4,1,0,0,0,0,1,6,Right-hand bat,Right-arm,medium-fast,6,100,6
AB de Villiers,AB Agarkar,3,0,1,0,1,0,0,0,6,Right-hand bat,Right-arm,fast,5,120,6
AB de Villiers,SK Raina,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak,1,100,1
AB de Villiers,S Kaushik,1,2,0,0,1,0,1,0,12,Right-hand bat,Left-arm,slow,5,240,12
AB de Villiers,R McLaren,1,1,0,0,0,0,1,0,7,Right-hand bat,Right-arm,medium-fast,3,233.3333333,7
AB de Villiers,KJ Abbott,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,fast-medium,2,0,0
AB de Villiers,R Vinay Kumar,7,10,1,0,1,0,0,1,16,Right-hand bat,Right-arm,medium,20,80,16
AB de Villiers,P Kumar,8,10,0,0,3,0,5,0,52,Right-hand bat,Right-arm,medium,26,200,52
AB de Villiers,DJ Hooda,0,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,offbreak,1,400,4
AB de Villiers,MP Stoinis,0,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,medium,3,200,6
AB de Villiers,IC Pandey,10,1,0,0,4,0,1,1,23,Right-hand bat,Right-arm,medium,17,135.2941176,23
AB de Villiers,A Symonds,4,5,2,0,0,0,1,0,15,Right-hand bat,Right-arm,medium,12,125,15
BB Sran,NM Coulter-Nile,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,fast,1,100,1
BB Sran,A Zampa,0,1,0,0,0,0,0,0,1,Left-hand bat,Right-arm,legbreak,1,100,1
BB Sran,AS Rajpoot,0,2,0,0,0,0,0,0,2,Left-hand bat,Right-arm,medium,2,100,2
UBT Chand,MM Sharma,9,1,0,0,2,0,1,2,15,Right-hand bat,Right-arm,medium,15,100,7.5
UBT Chand,D Wiese,2,4,0,0,4,0,0,0,20,Right-hand bat,Right-arm,medium-fast,10,200,20
UBT Chand,JP Faulkner,1,0,0,0,0,0,0,0,0,Right-hand bat,Left-arm,fast-medium,1,0,0
UBT Chand,DJ Muthuswami,2,0,1,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,3,66.66666667,2
UBT Chand,LJ Wright,1,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium-fast,3,66.66666667,2
UBT Chand,A Singh,6,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium-fast,6,0,0
UBT Chand,Harbhajan Singh,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,offbreak,1,0,0
UBT Chand,SL Malinga,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,fast,2,0,0
UBT Chand,Iqbal Abdulla,5,3,1,0,2,0,1,0,19,Right-hand bat,Left-arm,slow,12,158.3333333,19
UBT Chand,TM Dilshan,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak,2,50,1
UBT Chand,I Sharma,5,1,0,0,1,0,0,0,5,Right-hand bat,Right-arm,fast-medium,7,71.42857143,5
UBT Chand,JO Holder,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,2,50,1
UBT Chand,JD Unadkat,4,2,0,0,1,0,0,1,6,Right-hand bat,Left-arm,medium,8,75,6
UBT Chand,JH Kallis,4,2,1,0,3,0,0,0,16,Right-hand bat,Right-arm,fast-medium,10,160,16
UBT Chand,J Syed Mohammad,0,0,1,0,1,0,0,0,6,Right-hand bat,Left-arm,slow,2,300,6
UBT Chand,CH Gayle,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,offbreak,1,100,1
UBT Chand,A Mishra,1,4,0,0,2,0,0,1,12,Right-hand bat,Right-arm,legbreak,8,150,12
UBT Chand,Azhar Mahmood,6,1,1,0,0,0,0,1,3,Right-hand bat,Right-arm,fast-medium,9,33.33333333,3
UBT Chand,Yuvraj Singh,0,3,0,0,0,0,0,0,3,Right-hand bat,Left-arm,slow,3,100,3
UBT Chand,Sandeep Sharma,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium,1,0,0
UBT Chand,S Sreesanth,5,1,0,0,2,0,0,1,9,Right-hand bat,Right-arm,fast-medium,9,100,9
UBT Chand,AN Ahmed,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,1,100,1
UBT Chand,S Nadeem,3,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,slow,5,40,2
UBT Chand,SP Narine,6,4,0,0,0,0,0,0,4,Right-hand bat,Right-arm,offbreak,10,40,4
UBT Chand,VR Aaron,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast,1,0,0
UBT Chand,PV Tambe,0,1,2,0,0,0,0,1,5,Right-hand bat,Right-arm,legbreak,4,125,5
UBT Chand,KV Sharma,2,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,legbreak,3,33.33333333,1
UBT Chand,Ankit Sharma,0,2,0,0,1,0,0,0,6,Right-hand bat,Left-arm,slow,3,200,6
UBT Chand,M Kartik,4,6,1,0,1,0,0,0,12,Right-hand bat,Left-arm,slow,12,100,12
UBT Chand,TG Southee,6,0,0,0,1,0,0,1,4,Right-hand bat,Right-arm,medium-fast,8,50,4
UBT Chand,P Awana,5,0,0,0,0,0,1,0,6,Right-hand bat,Right-arm,medium,6,100,6
UBT Chand,RJ Harris,1,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast,2,50,1
UBT Chand,PP Chawla,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,legbreak,1,100,1
UBT Chand,Z Khan,1,2,0,0,2,0,0,0,10,Right-hand bat,Left-arm,fast-medium,5,200,10
UBT Chand,L Balaji,2,4,1,0,0,0,0,0,6,Right-hand bat,Right-arm,medium-fast,7,85.71428571,6
UBT Chand,YS Chahal,8,4,0,0,2,0,1,1,18,Right-hand bat,Right-arm,legbreak,16,112.5,18
UBT Chand,S Badree,4,4,2,0,0,0,1,0,14,Right-hand bat,Right-arm,legbreak,11,127.2727273,14
UBT Chand,DS Kulkarni,3,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,4,25,1
UBT Chand,DW Steyn,2,0,0,0,2,0,0,1,8,Right-hand bat,Right-arm,fast,5,160,8
UBT Chand,SK Trivedi,0,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,medium,2,100,2
UBT Chand,B Kumar,2,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,medium,2,0,0
UBT Chand,STR Binny,0,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium,3,100,3
UBT Chand,SK Warne,0,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,legbreak,1,0,0
UBT Chand,MC Henriques,1,1,0,0,0,0,1,0,7,Right-hand bat,Right-arm,fast-medium,3,233.3333333,7
UBT Chand,R Rampaul,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,fast-medium,1,100,1
UBT Chand,SR Watson,2,2,1,0,0,0,0,0,4,Right-hand bat,Right-arm,fast-medium,5,80,4
UBT Chand,NLTC Perera,8,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,medium-fast,9,44.44444444,4
UBT Chand,PP Ojha,2,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,slow,3,0,0
UBT Chand,JJ Bumrah,3,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium,4,25,1
UBT Chand,DJG Sammy,0,1,0,0,0,0,0,0,1,Right-hand bat,Right-arm,medium-fast,1,100,1
UBT Chand,R Vinay Kumar,5,5,0,0,1,0,1,1,15,Right-hand bat,Right-arm,medium,13,115.3846154,15
UBT Chand,SW Tait,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast,1,0,0
UBT Chand,AB Dinda,5,1,0,0,1,0,0,0,5,Right-hand bat,Right-arm,medium-fast,7,71.42857143,5
UBT Chand,P Kumar,9,3,0,0,0,0,2,2,15,Right-hand bat,Right-arm,medium,16,93.75,7.5
UBT Chand,R Sharma,1,1,1,0,1,0,0,1,7,Right-hand bat,Right-arm,legbreak,5,140,7
UBT Chand,DJ Hooda,1,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,3,66.66666667,2
UBT Chand,K Santokie,2,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,medium,3,33.33333333,1
UBT Chand,B Lee,4,2,1,0,0,0,0,2,4,Right-hand bat,Right-arm,fast,9,44.44444444,2
UBT Chand,R Bhatia,1,1,1,0,1,0,0,0,7,Right-hand bat,Right-arm,medium-fast,4,175,7
TM Dilshan,JA Morkel,6,2,1,0,3,0,0,2,16,Right-hand bat,Right-arm,medium-fast,14,114.2857143,8
TM Dilshan,J Botha,7,9,2,0,3,0,0,1,25,Right-hand bat,Right-arm,offbreak,22,113.6363636,25
TM Dilshan,AC Thomas,6,5,0,0,1,0,0,0,9,Right-hand bat,Right-arm,fast-medium,12,75,9
TM Dilshan,KP Appanna,5,6,0,0,1,0,0,0,10,Right-hand bat,Left-arm,slow,12,83.33333333,10
TM Dilshan,MS Gony,3,1,1,0,0,0,1,0,9,Right-hand bat,Right-arm,medium,6,150,9
TM Dilshan,GB Hogg,6,6,1,0,3,0,0,0,20,Right-hand bat,Left-arm,slow,16,125,20
TM Dilshan,RJ Harris,2,2,0,0,2,0,0,0,10,Right-hand bat,Right-arm,fast,6,166.6666667,10
TM Dilshan,A Singh,3,0,0,1,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,4,75,3
TM Dilshan,P Parameswaran,1,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,medium,3,66.66666667,2
TM Dilshan,B Kumar,19,3,2,0,1,0,0,0,11,Right-hand bat,Right-arm,medium,25,44,11
TM Dilshan,Iqbal Abdulla,3,0,0,0,1,0,0,0,4,Right-hand bat,Left-arm,slow,4,100,4
TM Dilshan,AG Murtaza,3,6,0,0,1,0,0,0,10,Right-hand bat,Left-arm,slow,10,100,10
TM Dilshan,SK Warne,6,9,2,0,2,0,0,2,21,Right-hand bat,Right-arm,legbreak,21,100,10.5
TM Dilshan,MR Marsh,2,3,0,0,1,0,0,0,7,Right-hand bat,Right-arm,medium,6,116.6666667,7
TM Dilshan,SK Trivedi,12,10,1,0,6,0,3,0,54,Right-hand bat,Right-arm,medium,32,168.75,54
TM Dilshan,RP Singh,29,11,0,0,5,0,1,2,37,Right-hand bat,Left-arm,fast-medium,48,77.08333333,18.5
TM Dilshan,MC Henriques,4,1,1,0,1,0,0,0,7,Right-hand bat,Right-arm,fast-medium,7,100,7
TM Dilshan,Kamran Khan,0,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,medium-fast,2,100,2
TM Dilshan,JM Kemp,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast-medium,1,0,0
TM Dilshan,B Lee,2,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,fast,2,0,0
TM Dilshan,I Sharma,6,4,2,0,1,0,1,3,18,Right-hand bat,Right-arm,fast-medium,17,105.8823529,6
TM Dilshan,JP Faulkner,6,2,0,0,2,0,0,0,10,Right-hand bat,Left-arm,fast-medium,10,100,10
TM Dilshan,PP Ojha,9,10,0,0,3,0,0,1,22,Right-hand bat,Left-arm,slow,23,95.65217391,22
TM Dilshan,GH Vihari,0,1,1,0,0,0,0,0,3,Right-hand bat,Right-arm,offbreak,2,150,3
TM Dilshan,MM Patel,23,10,2,0,3,0,0,2,26,Right-hand bat,Right-arm,medium-fast,40,65,13
TM Dilshan,DE Bollinger,0,0,0,0,0,0,0,1,0,Right-hand bat,Left-arm,fast-medium,1,0,0
TM Dilshan,A Flintoff,1,1,0,0,1,0,1,0,11,Right-hand bat,Right-arm,fast-medium,4,275,11
TM Dilshan,K Upadhyay,0,4,0,0,3,0,0,0,16,Right-hand bat,Right-arm,medium,7,228.5714286,16
TM Dilshan,S Sreesanth,8,2,0,0,3,0,0,3,14,Right-hand bat,Right-arm,fast-medium,16,87.5,4.666666667
TM Dilshan,Z Khan,1,3,0,0,1,0,0,0,7,Right-hand bat,Left-arm,fast-medium,5,140,7
TM Dilshan,L Balaji,11,4,0,0,4,0,0,1,20,Right-hand bat,Right-arm,medium-fast,20,100,20
TM Dilshan,SB Jakati,2,0,2,0,0,0,0,1,4,Right-hand bat,Left-arm,slow,5,80,4
TM Dilshan,A Kumble,6,9,0,0,1,0,0,1,13,Right-hand bat,Right-arm,legbreak,17,76.47058824,13
TM Dilshan,Pankaj Singh,5,8,4,0,4,0,1,0,38,Right-hand bat,Right-arm,medium-fast,22,172.7272727,38
TM Dilshan,Shakib Al Hasan,0,3,0,0,1,0,0,0,7,Right-hand bat,Left-arm,slow,4,175,7
TM Dilshan,Shoaib Akhtar,2,0,0,0,1,0,0,0,4,Right-hand bat,Right-arm,fast,3,133.3333333,4
TM Dilshan,DS Kulkarni,4,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,5,0,0
TM Dilshan,FH Edwards,4,2,1,0,2,0,1,0,18,Right-hand bat,Right-arm,fast,10,180,18
TM Dilshan,M Muralitharan,3,5,1,0,1,0,0,1,11,Right-hand bat,Right-arm,offbreak,11,100,11
TM Dilshan,SW Tait,1,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,fast,4,150,6
TM Dilshan,JR Hopes,1,0,0,0,0,0,0,1,0,Right-hand bat,Right-arm,medium,2,0,0
TM Dilshan,R Ashwin,0,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,offbreak,3,100,3
TM Dilshan,YK Pathan,7,5,0,0,2,0,0,1,13,Right-hand bat,Right-arm,offbreak,15,86.66666667,13
TM Dilshan,WPUJC Vaas,2,3,0,0,2,0,0,0,11,Right-hand bat,Left-arm,fast-medium,7,157.1428571,11
TM Dilshan,BJ Hodge,2,2,0,0,0,0,0,0,2,Right-hand bat,Right-arm,offbreak,4,50,2
TM Dilshan,SL Malinga,25,11,4,0,6,0,3,2,61,Right-hand bat,Right-arm,fast,51,119.6078431,30.5
TM Dilshan,R Bhatia,2,3,0,0,0,0,0,0,3,Right-hand bat,Right-arm,medium-fast,5,60,3
TM Dilshan,AJ Finch,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,slow,1,100,1
TM Dilshan,JD Unadkat,0,4,0,0,0,0,0,0,4,Right-hand bat,Left-arm,medium,4,100,4
TM Dilshan,A Mishra,4,7,1,0,1,0,0,0,13,Right-hand bat,Right-arm,legbreak,13,100,13
TM Dilshan,RA Jadeja,6,6,2,0,2,0,0,0,18,Right-hand bat,Left-arm,slow,16,112.5,18
TM Dilshan,Harmeet Singh,4,5,0,0,2,0,0,1,13,Right-hand bat,Right-arm,medium,12,108.3333333,13
TM Dilshan,A Ashish Reddy,9,1,1,1,1,0,1,0,16,Right-hand bat,Right-arm,medium,14,114.2857143,16
TM Dilshan,Y Venugopal Rao,4,1,0,0,1,0,1,0,11,Right-hand bat,Right-arm,offbreak,7,157.1428571,11
TM Dilshan,JP Duminy,6,5,0,0,0,0,0,0,5,Right-hand bat,Right-arm,offbreak,11,45.45454545,5
TM Dilshan,JEC Franklin,0,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,medium,2,100,2
TM Dilshan,SC Ganguly,2,2,0,0,1,0,0,0,6,Right-hand bat,Right-arm,medium,5,120,6
TM Dilshan,DW Steyn,16,3,3,0,1,0,0,1,13,Right-hand bat,Right-arm,fast,24,54.16666667,13
TM Dilshan,M Kartik,5,6,1,0,0,0,0,0,8,Right-hand bat,Left-arm,slow,12,66.66666667,8
TM Dilshan,VRV Singh,0,2,1,0,1,0,0,0,8,Right-hand bat,Right-arm,medium-fast,4,200,8
TM Dilshan,AD Mascarenhas,3,2,0,0,1,0,0,1,6,Right-hand bat,Right-arm,fast-medium,7,85.71428571,6
TM Dilshan,Anand Rajan,3,4,0,0,1,0,0,0,8,Right-hand bat,Right-arm,medium,8,100,8
TM Dilshan,S Tyagi,4,2,0,0,0,0,1,0,8,Right-hand bat,Right-arm,medium,7,114.2857143,8
TM Dilshan,Joginder Sharma,4,3,0,0,2,0,0,0,11,Right-hand bat,Right-arm,fast-medium,9,122.2222222,11
TM Dilshan,IK Pathan,2,0,1,0,2,0,0,0,10,Right-hand bat,Left-arm,medium-fast,5,200,10
TM Dilshan,ST Jayasuriya,0,2,0,0,0,0,0,0,2,Right-hand bat,Left-arm,slow,2,100,2
TM Dilshan,RG Sharma,3,9,2,0,0,0,0,0,13,Right-hand bat,Right-arm,offbreak,14,92.85714286,13
TM Dilshan,A Nehra,0,1,0,0,0,0,0,0,1,Right-hand bat,Left-arm,medium-fast,1,100,1
TM Dilshan,JE Taylor,5,2,1,0,2,0,0,0,12,Right-hand bat,Right-arm,fast,10,120,12
TM Dilshan,RR Raje,0,0,0,0,2,0,0,0,8,Right-hand bat,Right-arm,fast-medium,2,400,8
TM Dilshan,LJ Wright,1,4,0,0,0,0,0,1,4,Right-hand bat,Right-arm,medium-fast,6,66.66666667,4
TM Dilshan,Harbhajan Singh,13,15,2,0,4,0,1,1,41,Right-hand bat,Right-arm,offbreak,36,113.8888889,41
TM Dilshan,KK Cooper,5,4,2,0,2,0,0,0,16,Right-hand bat,Right-arm,medium,13,123.0769231,16
TM Dilshan,AS Raut,1,0,0,0,0,0,0,0,0,Right-hand bat,Right-arm,legbreak,1,0,0
TM Dilshan,PP Chawla,5,0,0,0,0,0,0,0,0,Right-hand bat,Left-arm,legbreak,5,0,0
TM Dilshan,A Chandila,3,6,0,0,1,0,0,0,10,Right-hand bat,Right-arm,offbreak,10,100,10
TM Dilshan,JH Kallis,3,2,0,0,0,0,1,0,8,Right-hand bat,Right-arm,fast-medium,6,133.3333333,8
TM Dilshan,S Dhawan,1,2,0,0,2,0,0,0,10,Right-hand bat,Right-arm,offbreak,5,200,10
TM Dilshan,AB Dinda,9,6,0,0,4,0,0,2,22,Right-hand bat,Right-arm,medium-fast,21,104.7619048,11
TM Dilshan,Shoaib Ahmed,4,2,2,0,4,0,1,0,28,Right-hand bat,Right-arm,fast-medium,13,215.3846154,28
TM Dilshan,RR Powar,4,5,1,0,4,0,1,0,29,Right-hand bat,Right-arm,offbreak,15,193.3333333,29
TM Dilshan,MG Johnson,7,2,0,0,1,0,0,1,6,Right-hand bat,Left-arm,fast,11,54.54545455,6
TM Dilshan,R Sharma,8,5,0,0,1,0,1,1,15,Right-hand bat,Right-arm,legbreak,16,93.75,15
TM Dilshan,B Akhil,2,3,1,0,1,0,0,0,9,Right-hand bat,Right-arm,medium-fast,7,128.5714286,9
